dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: ImageNet
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 100000
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: online_quantizer
resume: False
epochs: 4
eval_epochs: 1
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 5000
decay_iters: 50000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/ImageNet
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/ImageNet
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/ImageNet
data_pre: ImageNet
model_pre: model_100000_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: online_quantizer_4
saver_name_pre: online_quantizer_4_ImageNet_model_100000_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
len train_dataloader: 40036
len val_dataloader: 782
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/4] Iters:[10/40036] loss 0.5422, vq_loss 0.0911, rec_loss 0.4511, quant_error 0.3643, codebook_utilization 0.0051, codebook_perplexity 93.7732,
Train Epoch: [1/4] Iters:[280/40036] loss 0.2121, vq_loss 0.0284, rec_loss 0.1837, quant_error 0.1136, codebook_utilization 0.0011, codebook_perplexity 22.5235,
Train Epoch: [1/4] Iters:[290/40036] loss 0.2063, vq_loss 0.0279, rec_loss 0.1784, quant_error 0.1117, codebook_utilization 0.0011, codebook_perplexity 21.6049,
Train Epoch: [1/4] Iters:[300/40036] loss 0.2023, vq_loss 0.0276, rec_loss 0.1747, quant_error 0.1102, codebook_utilization 0.0011, codebook_perplexity 21.3589,
Train Epoch: [1/4] Iters:[310/40036] loss 0.1948, vq_loss 0.0273, rec_loss 0.1674, quant_error 0.1094, codebook_utilization 0.0011, codebook_perplexity 21.2061,
Train Epoch: [1/4] Iters:[320/40036] loss 0.1849, vq_loss 0.0272, rec_loss 0.1576, quant_error 0.1090, codebook_utilization 0.0011, codebook_perplexity 21.0954,
Train Epoch: [1/4] Iters:[330/40036] loss 0.1783, vq_loss 0.0274, rec_loss 0.1510, quant_error 0.1096, codebook_utilization 0.0010, codebook_perplexity 20.8849,
Train Epoch: [1/4] Iters:[340/40036] loss 0.1697, vq_loss 0.0275, rec_loss 0.1423, quant_error 0.1099, codebook_utilization 0.0010, codebook_perplexity 20.3577,
Train Epoch: [1/4] Iters:[350/40036] loss 0.1602, vq_loss 0.0274, rec_loss 0.1328, quant_error 0.1098, codebook_utilization 0.0010, codebook_perplexity 19.3886,
Train Epoch: [1/4] Iters:[360/40036] loss 0.1562, vq_loss 0.0272, rec_loss 0.1290, quant_error 0.1087, codebook_utilization 0.0010, codebook_perplexity 18.3195,
Train Epoch: [1/4] Iters:[370/40036] loss 0.1517, vq_loss 0.0268, rec_loss 0.1249, quant_error 0.1072, codebook_utilization 0.0010, codebook_perplexity 17.2741,
Train Epoch: [1/4] Iters:[380/40036] loss 0.1466, vq_loss 0.0262, rec_loss 0.1204, quant_error 0.1047, codebook_utilization 0.0009, codebook_perplexity 16.3924,
Train Epoch: [1/4] Iters:[390/40036] loss 0.1436, vq_loss 0.0256, rec_loss 0.1180, quant_error 0.1025, codebook_utilization 0.0009, codebook_perplexity 16.3560,
Train Epoch: [1/4] Iters:[400/40036] loss 0.1409, vq_loss 0.0252, rec_loss 0.1157, quant_error 0.1006, codebook_utilization 0.0009, codebook_perplexity 16.2896,
Train Epoch: [1/4] Iters:[410/40036] loss 0.1371, vq_loss 0.0247, rec_loss 0.1124, quant_error 0.0986, codebook_utilization 0.0009, codebook_perplexity 16.0156,
Train Epoch: [1/4] Iters:[420/40036] loss 0.1338, vq_loss 0.0243, rec_loss 0.1095, quant_error 0.0972, codebook_utilization 0.0009, codebook_perplexity 15.6759,
Train Epoch: [1/4] Iters:[430/40036] loss 0.1317, vq_loss 0.0240, rec_loss 0.1077, quant_error 0.0961, codebook_utilization 0.0009, codebook_perplexity 15.5575,
Train Epoch: [1/4] Iters:[440/40036] loss 0.1291, vq_loss 0.0238, rec_loss 0.1054, quant_error 0.0951, codebook_utilization 0.0009, codebook_perplexity 15.2028,
Train Epoch: [1/4] Iters:[450/40036] loss 0.1276, vq_loss 0.0234, rec_loss 0.1041, quant_error 0.0938, codebook_utilization 0.0009, codebook_perplexity 14.6964,
Train Epoch: [1/4] Iters:[460/40036] loss 0.1257, vq_loss 0.0233, rec_loss 0.1024, quant_error 0.0932, codebook_utilization 0.0009, codebook_perplexity 14.6899,
Train Epoch: [1/4] Iters:[470/40036] loss 0.1255, vq_loss 0.0231, rec_loss 0.1024, quant_error 0.0922, codebook_utilization 0.0009, codebook_perplexity 14.9549,
Train Epoch: [1/4] Iters:[480/40036] loss 0.1228, vq_loss 0.0229, rec_loss 0.0999, quant_error 0.0915, codebook_utilization 0.0009, codebook_perplexity 15.1173,
Train Epoch: [1/4] Iters:[490/40036] loss 0.1225, vq_loss 0.0227, rec_loss 0.0999, quant_error 0.0906, codebook_utilization 0.0010, codebook_perplexity 15.3448,
Train Epoch: [1/4] Iters:[500/40036] loss 0.1214, vq_loss 0.0225, rec_loss 0.0989, quant_error 0.0902, codebook_utilization 0.0010, codebook_perplexity 15.5841,
Train Epoch: [1/4] Iters:[510/40036] loss 0.1200, vq_loss 0.0223, rec_loss 0.0977, quant_error 0.0892, codebook_utilization 0.0010, codebook_perplexity 15.6352,
Train Epoch: [1/4] Iters:[520/40036] loss 0.1185, vq_loss 0.0221, rec_loss 0.0964, quant_error 0.0885, codebook_utilization 0.0011, codebook_perplexity 15.7383,
Train Epoch: [1/4] Iters:[530/40036] loss 0.1175, vq_loss 0.0219, rec_loss 0.0956, quant_error 0.0874, codebook_utilization 0.0011, codebook_perplexity 16.1387,
Train Epoch: [1/4] Iters:[540/40036] loss 0.1150, vq_loss 0.0216, rec_loss 0.0934, quant_error 0.0864, codebook_utilization 0.0011, codebook_perplexity 16.2819,
Train Epoch: [1/4] Iters:[550/40036] loss 0.1129, vq_loss 0.0213, rec_loss 0.0916, quant_error 0.0853, codebook_utilization 0.0011, codebook_perplexity 16.5137,
Train Epoch: [1/4] Iters:[560/40036] loss 0.1119, vq_loss 0.0211, rec_loss 0.0908, quant_error 0.0845, codebook_utilization 0.0012, codebook_perplexity 16.9023,
Train Epoch: [1/4] Iters:[570/40036] loss 0.1123, vq_loss 0.0209, rec_loss 0.0914, quant_error 0.0837, codebook_utilization 0.0012, codebook_perplexity 17.2896,
Train Epoch: [1/4] Iters:[580/40036] loss 0.1120, vq_loss 0.0208, rec_loss 0.0912, quant_error 0.0831, codebook_utilization 0.0012, codebook_perplexity 17.5673,
Train Epoch: [1/4] Iters:[590/40036] loss 0.1108, vq_loss 0.0206, rec_loss 0.0902, quant_error 0.0824, codebook_utilization 0.0012, codebook_perplexity 17.8861,
Train Epoch: [1/4] Iters:[600/40036] loss 0.1106, vq_loss 0.0204, rec_loss 0.0902, quant_error 0.0816, codebook_utilization 0.0013, codebook_perplexity 18.1092,
Train Epoch: [1/4] Iters:[610/40036] loss 0.1105, vq_loss 0.0202, rec_loss 0.0903, quant_error 0.0809, codebook_utilization 0.0013, codebook_perplexity 18.4184,
Train Epoch: [1/4] Iters:[620/40036] loss 0.1089, vq_loss 0.0200, rec_loss 0.0889, quant_error 0.0799, codebook_utilization 0.0013, codebook_perplexity 18.7867,
Train Epoch: [1/4] Iters:[630/40036] loss 0.1087, vq_loss 0.0197, rec_loss 0.0890, quant_error 0.0789, codebook_utilization 0.0013, codebook_perplexity 19.0187,
Train Epoch: [1/4] Iters:[640/40036] loss 0.1092, vq_loss 0.0195, rec_loss 0.0896, quant_error 0.0781, codebook_utilization 0.0013, codebook_perplexity 19.2514,
Train Epoch: [1/4] Iters:[650/40036] loss 0.1088, vq_loss 0.0193, rec_loss 0.0895, quant_error 0.0773, codebook_utilization 0.0014, codebook_perplexity 19.7399,
Train Epoch: [1/4] Iters:[660/40036] loss 0.1085, vq_loss 0.0191, rec_loss 0.0894, quant_error 0.0765, codebook_utilization 0.0014, codebook_perplexity 20.0424,
Train Epoch: [1/4] Iters:[670/40036] loss 0.1074, vq_loss 0.0189, rec_loss 0.0885, quant_error 0.0757, codebook_utilization 0.0014, codebook_perplexity 20.4109,
Train Epoch: [1/4] Iters:[680/40036] loss 0.1068, vq_loss 0.0187, rec_loss 0.0881, quant_error 0.0750, codebook_utilization 0.0015, codebook_perplexity 20.8012,
Train Epoch: [1/4] Iters:[690/40036] loss 0.1053, vq_loss 0.0185, rec_loss 0.0869, quant_error 0.0739, codebook_utilization 0.0015, codebook_perplexity 21.3802,
Train Epoch: [1/4] Iters:[700/40036] loss 0.1050, vq_loss 0.0182, rec_loss 0.0867, quant_error 0.0729, codebook_utilization 0.0015, codebook_perplexity 21.7127,
Train Epoch: [1/4] Iters:[710/40036] loss 0.1036, vq_loss 0.0180, rec_loss 0.0856, quant_error 0.0720, codebook_utilization 0.0016, codebook_perplexity 22.1252,
Train Epoch: [1/4] Iters:[720/40036] loss 0.1032, vq_loss 0.0177, rec_loss 0.0855, quant_error 0.0710, codebook_utilization 0.0016, codebook_perplexity 22.4884,
Train Epoch: [1/4] Iters:[730/40036] loss 0.1028, vq_loss 0.0175, rec_loss 0.0854, quant_error 0.0699, codebook_utilization 0.0016, codebook_perplexity 22.8838,
Train Epoch: [1/4] Iters:[740/40036] loss 0.1024, vq_loss 0.0173, rec_loss 0.0852, quant_error 0.0691, codebook_utilization 0.0016, codebook_perplexity 23.3182,
Train Epoch: [1/4] Iters:[750/40036] loss 0.1013, vq_loss 0.0170, rec_loss 0.0843, quant_error 0.0682, codebook_utilization 0.0015, codebook_perplexity 23.8360,
Train Epoch: [1/4] Iters:[760/40036] loss 0.0995, vq_loss 0.0168, rec_loss 0.0827, quant_error 0.0673, codebook_utilization 0.0015, codebook_perplexity 24.5024,
Train Epoch: [1/4] Iters:[770/40036] loss 0.0998, vq_loss 0.0167, rec_loss 0.0831, quant_error 0.0666, codebook_utilization 0.0015, codebook_perplexity 24.9420,
Train Epoch: [1/4] Iters:[780/40036] loss 0.0987, vq_loss 0.0165, rec_loss 0.0822, quant_error 0.0659, codebook_utilization 0.0015, codebook_perplexity 25.3127,
Train Epoch: [1/4] Iters:[790/40036] loss 0.0978, vq_loss 0.0163, rec_loss 0.0815, quant_error 0.0651, codebook_utilization 0.0015, codebook_perplexity 25.5515,
Train Epoch: [1/4] Iters:[800/40036] loss 0.0981, vq_loss 0.0161, rec_loss 0.0820, quant_error 0.0646, codebook_utilization 0.0015, codebook_perplexity 25.9004,
Train Epoch: [1/4] Iters:[810/40036] loss 0.0988, vq_loss 0.0159, rec_loss 0.0828, quant_error 0.0637, codebook_utilization 0.0015, codebook_perplexity 26.1920,
Train Epoch: [1/4] Iters:[820/40036] loss 0.0979, vq_loss 0.0157, rec_loss 0.0822, quant_error 0.0627, codebook_utilization 0.0015, codebook_perplexity 26.2585,
Train Epoch: [1/4] Iters:[830/40036] loss 0.0976, vq_loss 0.0155, rec_loss 0.0822, quant_error 0.0618, codebook_utilization 0.0015, codebook_perplexity 26.6106,
Train Epoch: [1/4] Iters:[840/40036] loss 0.0987, vq_loss 0.0153, rec_loss 0.0834, quant_error 0.0611, codebook_utilization 0.0015, codebook_perplexity 27.1892,
Train Epoch: [1/4] Iters:[850/40036] loss 0.0980, vq_loss 0.0151, rec_loss 0.0829, quant_error 0.0602, codebook_utilization 0.0015, codebook_perplexity 27.9224,
Train Epoch: [1/4] Iters:[860/40036] loss 0.0972, vq_loss 0.0149, rec_loss 0.0823, quant_error 0.0596, codebook_utilization 0.0016, codebook_perplexity 28.8430,
Train Epoch: [1/4] Iters:[870/40036] loss 0.0979, vq_loss 0.0149, rec_loss 0.0830, quant_error 0.0596, codebook_utilization 0.0016, codebook_perplexity 29.9864,
Train Epoch: [1/4] Iters:[880/40036] loss 0.0981, vq_loss 0.0149, rec_loss 0.0833, quant_error 0.0595, codebook_utilization 0.0017, codebook_perplexity 30.9294,
Train Epoch: [1/4] Iters:[890/40036] loss 0.0963, vq_loss 0.0147, rec_loss 0.0815, quant_error 0.0589, codebook_utilization 0.0017, codebook_perplexity 31.6141,
Train Epoch: [1/4] Iters:[900/40036] loss 0.0957, vq_loss 0.0146, rec_loss 0.0812, quant_error 0.0582, codebook_utilization 0.0017, codebook_perplexity 32.4246,
Train Epoch: [1/4] Iters:[910/40036] loss 0.0958, vq_loss 0.0144, rec_loss 0.0814, quant_error 0.0577, codebook_utilization 0.0018, codebook_perplexity 32.9325,
Train Epoch: [1/4] Iters:[920/40036] loss 0.0945, vq_loss 0.0142, rec_loss 0.0803, quant_error 0.0568, codebook_utilization 0.0018, codebook_perplexity 33.3699,
Train Epoch: [1/4] Iters:[930/40036] loss 0.0929, vq_loss 0.0141, rec_loss 0.0788, quant_error 0.0563, codebook_utilization 0.0018, codebook_perplexity 34.4660,
Train Epoch: [1/4] Iters:[940/40036] loss 0.0940, vq_loss 0.0140, rec_loss 0.0800, quant_error 0.0559, codebook_utilization 0.0018, codebook_perplexity 35.2686,
Train Epoch: [1/4] Iters:[950/40036] loss 0.0935, vq_loss 0.0140, rec_loss 0.0795, quant_error 0.0560, codebook_utilization 0.0019, codebook_perplexity 35.5956,
Train Epoch: [1/4] Iters:[960/40036] loss 0.0924, vq_loss 0.0140, rec_loss 0.0784, quant_error 0.0559, codebook_utilization 0.0019, codebook_perplexity 36.4558,
Train Epoch: [1/4] Iters:[970/40036] loss 0.0909, vq_loss 0.0139, rec_loss 0.0770, quant_error 0.0556, codebook_utilization 0.0019, codebook_perplexity 37.3901,
Train Epoch: [1/4] Iters:[980/40036] loss 0.0922, vq_loss 0.0138, rec_loss 0.0784, quant_error 0.0552, codebook_utilization 0.0019, codebook_perplexity 37.8607,
Train Epoch: [1/4] Iters:[990/40036] loss 0.0918, vq_loss 0.0137, rec_loss 0.0780, quant_error 0.0550, codebook_utilization 0.0019, codebook_perplexity 38.7353,
Train Epoch: [1/4] Iters:[1000/40036] loss 0.0914, vq_loss 0.0137, rec_loss 0.0777, quant_error 0.0546, codebook_utilization 0.0019, codebook_perplexity 39.8335,
Train Epoch: [1/4] Iters:[1010/40036] loss 0.0918, vq_loss 0.0136, rec_loss 0.0782, quant_error 0.0542, codebook_utilization 0.0020, codebook_perplexity 40.6154,
Train Epoch: [1/4] Iters:[1020/40036] loss 0.0934, vq_loss 0.0134, rec_loss 0.0800, quant_error 0.0536, codebook_utilization 0.0020, codebook_perplexity 41.5264,
Train Epoch: [1/4] Iters:[1030/40036] loss 0.0916, vq_loss 0.0133, rec_loss 0.0783, quant_error 0.0531, codebook_utilization 0.0020, codebook_perplexity 42.7535,
Train Epoch: [1/4] Iters:[1040/40036] loss 0.0904, vq_loss 0.0131, rec_loss 0.0773, quant_error 0.0523, codebook_utilization 0.0020, codebook_perplexity 43.8951,
Train Epoch: [1/4] Iters:[1050/40036] loss 0.0903, vq_loss 0.0129, rec_loss 0.0775, quant_error 0.0515, codebook_utilization 0.0020, codebook_perplexity 45.0628,
Train Epoch: [1/4] Iters:[1060/40036] loss 0.0891, vq_loss 0.0127, rec_loss 0.0764, quant_error 0.0509, codebook_utilization 0.0020, codebook_perplexity 45.9749,
Train Epoch: [1/4] Iters:[1070/40036] loss 0.0883, vq_loss 0.0126, rec_loss 0.0756, quant_error 0.0506, codebook_utilization 0.0020, codebook_perplexity 47.2304,
Train Epoch: [1/4] Iters:[1080/40036] loss 0.0885, vq_loss 0.0126, rec_loss 0.0760, quant_error 0.0502, codebook_utilization 0.0020, codebook_perplexity 47.6609,
Train Epoch: [1/4] Iters:[1090/40036] loss 0.0900, vq_loss 0.0126, rec_loss 0.0775, quant_error 0.0503, codebook_utilization 0.0020, codebook_perplexity 48.4680,
Train Epoch: [1/4] Iters:[1100/40036] loss 0.0909, vq_loss 0.0126, rec_loss 0.0783, quant_error 0.0504, codebook_utilization 0.0021, codebook_perplexity 49.7100,
Train Epoch: [1/4] Iters:[1110/40036] loss 0.0907, vq_loss 0.0126, rec_loss 0.0781, quant_error 0.0505, codebook_utilization 0.0021, codebook_perplexity 51.2829,
Train Epoch: [1/4] Iters:[1120/40036] loss 0.0901, vq_loss 0.0126, rec_loss 0.0776, quant_error 0.0503, codebook_utilization 0.0021, codebook_perplexity 51.6016,
Train Epoch: [1/4] Iters:[1130/40036] loss 0.0907, vq_loss 0.0125, rec_loss 0.0781, quant_error 0.0502, codebook_utilization 0.0022, codebook_perplexity 52.8931,
Train Epoch: [1/4] Iters:[1140/40036] loss 0.0895, vq_loss 0.0125, rec_loss 0.0770, quant_error 0.0499, codebook_utilization 0.0022, codebook_perplexity 53.4195,
Train Epoch: [1/4] Iters:[1150/40036] loss 0.0881, vq_loss 0.0124, rec_loss 0.0757, quant_error 0.0494, codebook_utilization 0.0022, codebook_perplexity 53.7757,
Train Epoch: [1/4] Iters:[1160/40036] loss 0.0888, vq_loss 0.0122, rec_loss 0.0765, quant_error 0.0489, codebook_utilization 0.0022, codebook_perplexity 53.9192,
Train Epoch: [1/4] Iters:[1170/40036] loss 0.0879, vq_loss 0.0122, rec_loss 0.0757, quant_error 0.0486, codebook_utilization 0.0023, codebook_perplexity 55.3590,
Train Epoch: [1/4] Iters:[1180/40036] loss 0.0869, vq_loss 0.0121, rec_loss 0.0748, quant_error 0.0483, codebook_utilization 0.0022, codebook_perplexity 55.8275,
Train Epoch: [1/4] Iters:[1190/40036] loss 0.0863, vq_loss 0.0120, rec_loss 0.0743, quant_error 0.0481, codebook_utilization 0.0023, codebook_perplexity 56.9647,
Train Epoch: [1/4] Iters:[1200/40036] loss 0.0866, vq_loss 0.0119, rec_loss 0.0746, quant_error 0.0477, codebook_utilization 0.0023, codebook_perplexity 57.9518,
Train Epoch: [1/4] Iters:[1210/40036] loss 0.0867, vq_loss 0.0119, rec_loss 0.0748, quant_error 0.0475, codebook_utilization 0.0023, codebook_perplexity 58.7467,
Train Epoch: [1/4] Iters:[1220/40036] loss 0.0878, vq_loss 0.0119, rec_loss 0.0759, quant_error 0.0477, codebook_utilization 0.0024, codebook_perplexity 59.7716,
Train Epoch: [1/4] Iters:[1230/40036] loss 0.0875, vq_loss 0.0119, rec_loss 0.0757, quant_error 0.0476, codebook_utilization 0.0024, codebook_perplexity 60.3743,
Train Epoch: [1/4] Iters:[1240/40036] loss 0.0877, vq_loss 0.0118, rec_loss 0.0760, quant_error 0.0471, codebook_utilization 0.0024, codebook_perplexity 60.6959,
Train Epoch: [1/4] Iters:[1250/40036] loss 0.0873, vq_loss 0.0117, rec_loss 0.0756, quant_error 0.0469, codebook_utilization 0.0024, codebook_perplexity 61.3879,
Train Epoch: [1/4] Iters:[1260/40036] loss 0.0876, vq_loss 0.0117, rec_loss 0.0759, quant_error 0.0469, codebook_utilization 0.0024, codebook_perplexity 62.5581,
Train Epoch: [1/4] Iters:[1270/40036] loss 0.0868, vq_loss 0.0117, rec_loss 0.0751, quant_error 0.0467, codebook_utilization 0.0025, codebook_perplexity 63.8306,
Train Epoch: [1/4] Iters:[1280/40036] loss 0.0867, vq_loss 0.0117, rec_loss 0.0751, quant_error 0.0466, codebook_utilization 0.0025, codebook_perplexity 64.9250,
Train Epoch: [1/4] Iters:[1290/40036] loss 0.0866, vq_loss 0.0117, rec_loss 0.0749, quant_error 0.0467, codebook_utilization 0.0025, codebook_perplexity 65.6866,
Train Epoch: [1/4] Iters:[1300/40036] loss 0.0862, vq_loss 0.0117, rec_loss 0.0744, quant_error 0.0469, codebook_utilization 0.0026, codebook_perplexity 66.8473,
Train Epoch: [1/4] Iters:[1310/40036] loss 0.0863, vq_loss 0.0117, rec_loss 0.0746, quant_error 0.0468, codebook_utilization 0.0026, codebook_perplexity 67.8988,
Train Epoch: [1/4] Iters:[1320/40036] loss 0.0855, vq_loss 0.0117, rec_loss 0.0738, quant_error 0.0468, codebook_utilization 0.0026, codebook_perplexity 68.2546,
Train Epoch: [1/4] Iters:[1330/40036] loss 0.0856, vq_loss 0.0117, rec_loss 0.0740, quant_error 0.0466, codebook_utilization 0.0027, codebook_perplexity 69.2666,
Train Epoch: [1/4] Iters:[1340/40036] loss 0.0844, vq_loss 0.0116, rec_loss 0.0728, quant_error 0.0463, codebook_utilization 0.0027, codebook_perplexity 70.1818,
Train Epoch: [1/4] Iters:[1350/40036] loss 0.0843, vq_loss 0.0116, rec_loss 0.0727, quant_error 0.0463, codebook_utilization 0.0028, codebook_perplexity 70.7791,
Train Epoch: [1/4] Iters:[1360/40036] loss 0.0831, vq_loss 0.0115, rec_loss 0.0716, quant_error 0.0462, codebook_utilization 0.0028, codebook_perplexity 71.3639,
Train Epoch: [1/4] Iters:[1370/40036] loss 0.0845, vq_loss 0.0115, rec_loss 0.0731, quant_error 0.0458, codebook_utilization 0.0028, codebook_perplexity 72.0756,
Train Epoch: [1/4] Iters:[1380/40036] loss 0.0838, vq_loss 0.0115, rec_loss 0.0723, quant_error 0.0459, codebook_utilization 0.0029, codebook_perplexity 74.0313,
Train Epoch: [1/4] Iters:[1390/40036] loss 0.0843, vq_loss 0.0115, rec_loss 0.0728, quant_error 0.0460, codebook_utilization 0.0030, codebook_perplexity 76.7137,
Train Epoch: [1/4] Iters:[1400/40036] loss 0.0852, vq_loss 0.0115, rec_loss 0.0737, quant_error 0.0461, codebook_utilization 0.0030, codebook_perplexity 78.8130,
Train Epoch: [1/4] Iters:[1410/40036] loss 0.0847, vq_loss 0.0115, rec_loss 0.0732, quant_error 0.0460, codebook_utilization 0.0031, codebook_perplexity 80.2584,
