dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: ImageNet
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 100000
codebook_dim: 8
z_channels: 256
factor: 16
beta: 0.1
gamma: 0.5
alpha: 1.0
quantizer_name: wasserstein_quantizer
resume: False
epochs: 4
eval_epochs: 1
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 5000
decay_iters: 50000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/ImageNet
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/ImageNet
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/ImageNet
data_pre: ImageNet
model_pre: model_100000_8_16
loss_pre: loss_1.0_0.1_0.5
training_pre: wasserstein_quantizer_4
saver_name_pre: wasserstein_quantizer_4_ImageNet_model_100000_8_16_loss_1.0_0.1_0.5
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
len train_dataloader: 40036
len val_dataloader: 782
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/4] Iters:[10/40036] loss 1.1413, vq_loss 0.7105, rec_loss 0.4308, wasserstein_loss 1.3708, quant_error 0.1821, codebook_utilization 0.0174, codebook_perplexity 547.3243,
Train Epoch: [1/4] Iters:[270/40036] loss 0.2095, vq_loss 0.0353, rec_loss 0.1742, wasserstein_loss 0.0608, quant_error 0.0355, codebook_utilization 0.0517, codebook_perplexity 4197.2030,
Train Epoch: [1/4] Iters:[280/40036] loss 0.2026, vq_loss 0.0358, rec_loss 0.1668, wasserstein_loss 0.0618, quant_error 0.0355, codebook_utilization 0.0523, codebook_perplexity 4282.9673,
Train Epoch: [1/4] Iters:[290/40036] loss 0.1999, vq_loss 0.0395, rec_loss 0.1605, wasserstein_loss 0.0692, quant_error 0.0355, codebook_utilization 0.0531, codebook_perplexity 4371.2430,
Train Epoch: [1/4] Iters:[300/40036] loss 0.1977, vq_loss 0.0453, rec_loss 0.1524, wasserstein_loss 0.0808, quant_error 0.0355, codebook_utilization 0.0538, codebook_perplexity 4432.6881,
Train Epoch: [1/4] Iters:[310/40036] loss 0.1938, vq_loss 0.0472, rec_loss 0.1466, wasserstein_loss 0.0846, quant_error 0.0356, codebook_utilization 0.0544, codebook_perplexity 4505.0298,
Train Epoch: [1/4] Iters:[320/40036] loss 0.1925, vq_loss 0.0525, rec_loss 0.1400, wasserstein_loss 0.0952, quant_error 0.0357, codebook_utilization 0.0550, codebook_perplexity 4568.3843,
Train Epoch: [1/4] Iters:[330/40036] loss 0.1931, vq_loss 0.0587, rec_loss 0.1344, wasserstein_loss 0.1076, quant_error 0.0357, codebook_utilization 0.0558, codebook_perplexity 4658.7664,
Train Epoch: [1/4] Iters:[340/40036] loss 0.1889, vq_loss 0.0602, rec_loss 0.1287, wasserstein_loss 0.1106, quant_error 0.0355, codebook_utilization 0.0565, codebook_perplexity 4750.8228,
Train Epoch: [1/4] Iters:[350/40036] loss 0.1817, vq_loss 0.0587, rec_loss 0.1230, wasserstein_loss 0.1077, quant_error 0.0354, codebook_utilization 0.0572, codebook_perplexity 4852.6669,
Train Epoch: [1/4] Iters:[360/40036] loss 0.1787, vq_loss 0.0611, rec_loss 0.1176, wasserstein_loss 0.1125, quant_error 0.0349, codebook_utilization 0.0579, codebook_perplexity 4942.5137,
Train Epoch: [1/4] Iters:[370/40036] loss 0.1724, vq_loss 0.0600, rec_loss 0.1124, wasserstein_loss 0.1105, quant_error 0.0346, codebook_utilization 0.0586, codebook_perplexity 5035.8677,
Train Epoch: [1/4] Iters:[380/40036] loss 0.1660, vq_loss 0.0575, rec_loss 0.1085, wasserstein_loss 0.1054, quant_error 0.0344, codebook_utilization 0.0591, codebook_perplexity 5106.2257,
Train Epoch: [1/4] Iters:[390/40036] loss 0.1615, vq_loss 0.0538, rec_loss 0.1076, wasserstein_loss 0.0983, quant_error 0.0341, codebook_utilization 0.0596, codebook_perplexity 5169.3089,
Train Epoch: [1/4] Iters:[400/40036] loss 0.1553, vq_loss 0.0495, rec_loss 0.1058, wasserstein_loss 0.0896, quant_error 0.0339, codebook_utilization 0.0599, codebook_perplexity 5190.9898,
Train Epoch: [1/4] Iters:[410/40036] loss 0.1509, vq_loss 0.0467, rec_loss 0.1043, wasserstein_loss 0.0840, quant_error 0.0338, codebook_utilization 0.0604, codebook_perplexity 5259.6614,
Train Epoch: [1/4] Iters:[420/40036] loss 0.1474, vq_loss 0.0446, rec_loss 0.1028, wasserstein_loss 0.0799, quant_error 0.0338, codebook_utilization 0.0608, codebook_perplexity 5306.8037,
Train Epoch: [1/4] Iters:[430/40036] loss 0.1419, vq_loss 0.0412, rec_loss 0.1007, wasserstein_loss 0.0731, quant_error 0.0337, codebook_utilization 0.0612, codebook_perplexity 5350.2670,
Train Epoch: [1/4] Iters:[440/40036] loss 0.1396, vq_loss 0.0411, rec_loss 0.0985, wasserstein_loss 0.0729, quant_error 0.0338, codebook_utilization 0.0614, codebook_perplexity 5365.7803,
Train Epoch: [1/4] Iters:[450/40036] loss 0.1407, vq_loss 0.0441, rec_loss 0.0966, wasserstein_loss 0.0789, quant_error 0.0341, codebook_utilization 0.0618, codebook_perplexity 5428.4250,
Train Epoch: [1/4] Iters:[460/40036] loss 0.1384, vq_loss 0.0440, rec_loss 0.0945, wasserstein_loss 0.0786, quant_error 0.0341, codebook_utilization 0.0620, codebook_perplexity 5444.5565,
Train Epoch: [1/4] Iters:[470/40036] loss 0.1369, vq_loss 0.0435, rec_loss 0.0934, wasserstein_loss 0.0776, quant_error 0.0343, codebook_utilization 0.0624, codebook_perplexity 5496.9914,
Train Epoch: [1/4] Iters:[480/40036] loss 0.1350, vq_loss 0.0422, rec_loss 0.0928, wasserstein_loss 0.0749, quant_error 0.0343, codebook_utilization 0.0626, codebook_perplexity 5524.5030,
Train Epoch: [1/4] Iters:[490/40036] loss 0.1320, vq_loss 0.0403, rec_loss 0.0917, wasserstein_loss 0.0710, quant_error 0.0345, codebook_utilization 0.0629, codebook_perplexity 5563.1274,
Train Epoch: [1/4] Iters:[500/40036] loss 0.1281, vq_loss 0.0385, rec_loss 0.0897, wasserstein_loss 0.0675, quant_error 0.0347, codebook_utilization 0.0631, codebook_perplexity 5594.3154,
Train Epoch: [1/4] Iters:[510/40036] loss 0.1269, vq_loss 0.0372, rec_loss 0.0897, wasserstein_loss 0.0647, quant_error 0.0351, codebook_utilization 0.0633, codebook_perplexity 5617.3104,
Train Epoch: [1/4] Iters:[520/40036] loss 0.1235, vq_loss 0.0357, rec_loss 0.0878, wasserstein_loss 0.0616, quant_error 0.0357, codebook_utilization 0.0635, codebook_perplexity 5637.0374,
Train Epoch: [1/4] Iters:[530/40036] loss 0.1239, vq_loss 0.0379, rec_loss 0.0860, wasserstein_loss 0.0658, quant_error 0.0364, codebook_utilization 0.0636, codebook_perplexity 5646.4011,
Train Epoch: [1/4] Iters:[540/40036] loss 0.1250, vq_loss 0.0408, rec_loss 0.0842, wasserstein_loss 0.0715, quant_error 0.0371, codebook_utilization 0.0639, codebook_perplexity 5683.7339,
Train Epoch: [1/4] Iters:[550/40036] loss 0.1242, vq_loss 0.0403, rec_loss 0.0840, wasserstein_loss 0.0701, quant_error 0.0379, codebook_utilization 0.0642, codebook_perplexity 5718.8533,
Train Epoch: [1/4] Iters:[560/40036] loss 0.1209, vq_loss 0.0399, rec_loss 0.0811, wasserstein_loss 0.0691, quant_error 0.0385, codebook_utilization 0.0643, codebook_perplexity 5740.8006,
Train Epoch: [1/4] Iters:[570/40036] loss 0.1216, vq_loss 0.0413, rec_loss 0.0803, wasserstein_loss 0.0718, quant_error 0.0390, codebook_utilization 0.0643, codebook_perplexity 5737.6967,
Train Epoch: [1/4] Iters:[580/40036] loss 0.1227, vq_loss 0.0417, rec_loss 0.0809, wasserstein_loss 0.0726, quant_error 0.0396, codebook_utilization 0.0646, codebook_perplexity 5777.0992,
Train Epoch: [1/4] Iters:[590/40036] loss 0.1247, vq_loss 0.0433, rec_loss 0.0814, wasserstein_loss 0.0756, quant_error 0.0401, codebook_utilization 0.0646, codebook_perplexity 5764.3113,
Train Epoch: [1/4] Iters:[600/40036] loss 0.1264, vq_loss 0.0463, rec_loss 0.0802, wasserstein_loss 0.0814, quant_error 0.0404, codebook_utilization 0.0646, codebook_perplexity 5768.8691,
Train Epoch: [1/4] Iters:[610/40036] loss 0.1296, vq_loss 0.0498, rec_loss 0.0798, wasserstein_loss 0.0884, quant_error 0.0409, codebook_utilization 0.0646, codebook_perplexity 5770.1998,
Train Epoch: [1/4] Iters:[620/40036] loss 0.1294, vq_loss 0.0497, rec_loss 0.0797, wasserstein_loss 0.0880, quant_error 0.0414, codebook_utilization 0.0648, codebook_perplexity 5787.5214,
Train Epoch: [1/4] Iters:[630/40036] loss 0.1266, vq_loss 0.0485, rec_loss 0.0781, wasserstein_loss 0.0855, quant_error 0.0418, codebook_utilization 0.0649, codebook_perplexity 5791.5664,
Train Epoch: [1/4] Iters:[640/40036] loss 0.1236, vq_loss 0.0474, rec_loss 0.0762, wasserstein_loss 0.0832, quant_error 0.0422, codebook_utilization 0.0651, codebook_perplexity 5821.1772,
Train Epoch: [1/4] Iters:[650/40036] loss 0.1200, vq_loss 0.0452, rec_loss 0.0748, wasserstein_loss 0.0787, quant_error 0.0426, codebook_utilization 0.0652, codebook_perplexity 5833.3487,
Train Epoch: [1/4] Iters:[660/40036] loss 0.1191, vq_loss 0.0445, rec_loss 0.0745, wasserstein_loss 0.0772, quant_error 0.0431, codebook_utilization 0.0653, codebook_perplexity 5834.0128,
Train Epoch: [1/4] Iters:[670/40036] loss 0.1167, vq_loss 0.0432, rec_loss 0.0734, wasserstein_loss 0.0745, quant_error 0.0436, codebook_utilization 0.0654, codebook_perplexity 5845.9948,
Train Epoch: [1/4] Iters:[680/40036] loss 0.1163, vq_loss 0.0428, rec_loss 0.0735, wasserstein_loss 0.0735, quant_error 0.0439, codebook_utilization 0.0655, codebook_perplexity 5858.8463,
Train Epoch: [1/4] Iters:[690/40036] loss 0.1173, vq_loss 0.0443, rec_loss 0.0730, wasserstein_loss 0.0763, quant_error 0.0445, codebook_utilization 0.0656, codebook_perplexity 5882.4980,
Train Epoch: [1/4] Iters:[700/40036] loss 0.1203, vq_loss 0.0470, rec_loss 0.0733, wasserstein_loss 0.0815, quant_error 0.0451, codebook_utilization 0.0658, codebook_perplexity 5913.6885,
Train Epoch: [1/4] Iters:[710/40036] loss 0.1214, vq_loss 0.0486, rec_loss 0.0729, wasserstein_loss 0.0846, quant_error 0.0455, codebook_utilization 0.0660, codebook_perplexity 5942.6846,
Train Epoch: [1/4] Iters:[720/40036] loss 0.1261, vq_loss 0.0535, rec_loss 0.0726, wasserstein_loss 0.0943, quant_error 0.0461, codebook_utilization 0.0662, codebook_perplexity 5955.3135,
Train Epoch: [1/4] Iters:[730/40036] loss 0.1300, vq_loss 0.0581, rec_loss 0.0720, wasserstein_loss 0.1033, quant_error 0.0466, codebook_utilization 0.0662, codebook_perplexity 5962.6352,
Train Epoch: [1/4] Iters:[740/40036] loss 0.1301, vq_loss 0.0584, rec_loss 0.0718, wasserstein_loss 0.1038, quant_error 0.0470, codebook_utilization 0.0662, codebook_perplexity 5949.2060,
Train Epoch: [1/4] Iters:[750/40036] loss 0.1335, vq_loss 0.0613, rec_loss 0.0722, wasserstein_loss 0.1096, quant_error 0.0477, codebook_utilization 0.0662, codebook_perplexity 5956.2680,
Train Epoch: [1/4] Iters:[760/40036] loss 0.1364, vq_loss 0.0646, rec_loss 0.0718, wasserstein_loss 0.1159, quant_error 0.0482, codebook_utilization 0.0664, codebook_perplexity 5986.6103,
Train Epoch: [1/4] Iters:[770/40036] loss 0.1342, vq_loss 0.0631, rec_loss 0.0711, wasserstein_loss 0.1129, quant_error 0.0486, codebook_utilization 0.0664, codebook_perplexity 5987.0682,
Train Epoch: [1/4] Iters:[780/40036] loss 0.1310, vq_loss 0.0599, rec_loss 0.0711, wasserstein_loss 0.1062, quant_error 0.0492, codebook_utilization 0.0666, codebook_perplexity 6021.8855,
Train Epoch: [1/4] Iters:[790/40036] loss 0.1290, vq_loss 0.0588, rec_loss 0.0702, wasserstein_loss 0.1040, quant_error 0.0496, codebook_utilization 0.0668, codebook_perplexity 6049.3674,
Train Epoch: [1/4] Iters:[800/40036] loss 0.1239, vq_loss 0.0543, rec_loss 0.0696, wasserstein_loss 0.0949, quant_error 0.0498, codebook_utilization 0.0668, codebook_perplexity 6030.4323,
Train Epoch: [1/4] Iters:[810/40036] loss 0.1175, vq_loss 0.0479, rec_loss 0.0697, wasserstein_loss 0.0818, quant_error 0.0507, codebook_utilization 0.0669, codebook_perplexity 6031.9708,
Train Epoch: [1/4] Iters:[820/40036] loss 0.1187, vq_loss 0.0490, rec_loss 0.0697, wasserstein_loss 0.0839, quant_error 0.0513, codebook_utilization 0.0669, codebook_perplexity 6043.7968,
Train Epoch: [1/4] Iters:[830/40036] loss 0.1174, vq_loss 0.0493, rec_loss 0.0680, wasserstein_loss 0.0845, quant_error 0.0517, codebook_utilization 0.0668, codebook_perplexity 6022.6080,
Train Epoch: [1/4] Iters:[840/40036] loss 0.1158, vq_loss 0.0485, rec_loss 0.0672, wasserstein_loss 0.0827, quant_error 0.0521, codebook_utilization 0.0670, codebook_perplexity 6045.8699,
Train Epoch: [1/4] Iters:[850/40036] loss 0.1144, vq_loss 0.0484, rec_loss 0.0661, wasserstein_loss 0.0823, quant_error 0.0525, codebook_utilization 0.0672, codebook_perplexity 6080.3188,
Train Epoch: [1/4] Iters:[860/40036] loss 0.1141, vq_loss 0.0492, rec_loss 0.0649, wasserstein_loss 0.0840, quant_error 0.0524, codebook_utilization 0.0671, codebook_perplexity 6079.2003,
Train Epoch: [1/4] Iters:[870/40036] loss 0.1139, vq_loss 0.0501, rec_loss 0.0639, wasserstein_loss 0.0857, quant_error 0.0526, codebook_utilization 0.0673, codebook_perplexity 6099.4262,
Train Epoch: [1/4] Iters:[880/40036] loss 0.1167, vq_loss 0.0536, rec_loss 0.0631, wasserstein_loss 0.0926, quant_error 0.0530, codebook_utilization 0.0674, codebook_perplexity 6122.5408,
Train Epoch: [1/4] Iters:[890/40036] loss 0.1225, vq_loss 0.0588, rec_loss 0.0637, wasserstein_loss 0.1029, quant_error 0.0537, codebook_utilization 0.0673, codebook_perplexity 6098.9337,
Train Epoch: [1/4] Iters:[900/40036] loss 0.1243, vq_loss 0.0614, rec_loss 0.0630, wasserstein_loss 0.1079, quant_error 0.0541, codebook_utilization 0.0673, codebook_perplexity 6097.8301,
Train Epoch: [1/4] Iters:[910/40036] loss 0.1272, vq_loss 0.0650, rec_loss 0.0622, wasserstein_loss 0.1149, quant_error 0.0547, codebook_utilization 0.0675, codebook_perplexity 6114.6313,
Train Epoch: [1/4] Iters:[920/40036] loss 0.1230, vq_loss 0.0608, rec_loss 0.0622, wasserstein_loss 0.1063, quant_error 0.0554, codebook_utilization 0.0676, codebook_perplexity 6129.7025,
Train Epoch: [1/4] Iters:[930/40036] loss 0.1189, vq_loss 0.0573, rec_loss 0.0616, wasserstein_loss 0.0993, quant_error 0.0558, codebook_utilization 0.0675, codebook_perplexity 6107.1262,
Train Epoch: [1/4] Iters:[940/40036] loss 0.1170, vq_loss 0.0562, rec_loss 0.0608, wasserstein_loss 0.0970, quant_error 0.0563, codebook_utilization 0.0677, codebook_perplexity 6135.5700,
Train Epoch: [1/4] Iters:[950/40036] loss 0.1227, vq_loss 0.0617, rec_loss 0.0610, wasserstein_loss 0.1078, quant_error 0.0568, codebook_utilization 0.0676, codebook_perplexity 6105.4885,
Train Epoch: [1/4] Iters:[960/40036] loss 0.1212, vq_loss 0.0606, rec_loss 0.0606, wasserstein_loss 0.1054, quant_error 0.0572, codebook_utilization 0.0675, codebook_perplexity 6107.5448,
Train Epoch: [1/4] Iters:[970/40036] loss 0.1211, vq_loss 0.0609, rec_loss 0.0602, wasserstein_loss 0.1060, quant_error 0.0575, codebook_utilization 0.0675, codebook_perplexity 6100.1835,
Train Epoch: [1/4] Iters:[980/40036] loss 0.1218, vq_loss 0.0613, rec_loss 0.0605, wasserstein_loss 0.1067, quant_error 0.0582, codebook_utilization 0.0676, codebook_perplexity 6113.0024,
Train Epoch: [1/4] Iters:[990/40036] loss 0.1160, vq_loss 0.0561, rec_loss 0.0599, wasserstein_loss 0.0960, quant_error 0.0587, codebook_utilization 0.0676, codebook_perplexity 6121.3300,
Train Epoch: [1/4] Iters:[1000/40036] loss 0.1100, vq_loss 0.0502, rec_loss 0.0598, wasserstein_loss 0.0842, quant_error 0.0591, codebook_utilization 0.0678, codebook_perplexity 6143.6521,
Train Epoch: [1/4] Iters:[1010/40036] loss 0.1076, vq_loss 0.0480, rec_loss 0.0596, wasserstein_loss 0.0796, quant_error 0.0594, codebook_utilization 0.0678, codebook_perplexity 6131.7561,
Train Epoch: [1/4] Iters:[1020/40036] loss 0.1078, vq_loss 0.0485, rec_loss 0.0594, wasserstein_loss 0.0805, quant_error 0.0596, codebook_utilization 0.0678, codebook_perplexity 6140.6642,
Train Epoch: [1/4] Iters:[1030/40036] loss 0.1077, vq_loss 0.0486, rec_loss 0.0591, wasserstein_loss 0.0808, quant_error 0.0597, codebook_utilization 0.0679, codebook_perplexity 6153.9988,
Train Epoch: [1/4] Iters:[1040/40036] loss 0.1096, vq_loss 0.0512, rec_loss 0.0583, wasserstein_loss 0.0861, quant_error 0.0597, codebook_utilization 0.0678, codebook_perplexity 6128.8337,
Train Epoch: [1/4] Iters:[1050/40036] loss 0.1076, vq_loss 0.0493, rec_loss 0.0583, wasserstein_loss 0.0822, quant_error 0.0600, codebook_utilization 0.0679, codebook_perplexity 6150.0960,
Train Epoch: [1/4] Iters:[1060/40036] loss 0.1090, vq_loss 0.0514, rec_loss 0.0576, wasserstein_loss 0.0863, quant_error 0.0604, codebook_utilization 0.0680, codebook_perplexity 6172.5214,
Train Epoch: [1/4] Iters:[1070/40036] loss 0.1086, vq_loss 0.0523, rec_loss 0.0563, wasserstein_loss 0.0879, quant_error 0.0609, codebook_utilization 0.0680, codebook_perplexity 6161.4689,
Train Epoch: [1/4] Iters:[1080/40036] loss 0.1068, vq_loss 0.0510, rec_loss 0.0558, wasserstein_loss 0.0852, quant_error 0.0611, codebook_utilization 0.0681, codebook_perplexity 6183.4687,
Train Epoch: [1/4] Iters:[1090/40036] loss 0.1061, vq_loss 0.0494, rec_loss 0.0566, wasserstein_loss 0.0820, quant_error 0.0615, codebook_utilization 0.0683, codebook_perplexity 6215.3830,
Train Epoch: [1/4] Iters:[1100/40036] loss 0.1065, vq_loss 0.0513, rec_loss 0.0552, wasserstein_loss 0.0857, quant_error 0.0614, codebook_utilization 0.0682, codebook_perplexity 6191.6681,
Train Epoch: [1/4] Iters:[1110/40036] loss 0.1047, vq_loss 0.0493, rec_loss 0.0553, wasserstein_loss 0.0817, quant_error 0.0615, codebook_utilization 0.0683, codebook_perplexity 6197.4847,
Train Epoch: [1/4] Iters:[1120/40036] loss 0.1051, vq_loss 0.0494, rec_loss 0.0556, wasserstein_loss 0.0819, quant_error 0.0616, codebook_utilization 0.0684, codebook_perplexity 6215.9671,
Train Epoch: [1/4] Iters:[1130/40036] loss 0.1096, vq_loss 0.0544, rec_loss 0.0551, wasserstein_loss 0.0919, quant_error 0.0618, codebook_utilization 0.0682, codebook_perplexity 6182.1765,
Train Epoch: [1/4] Iters:[1140/40036] loss 0.1123, vq_loss 0.0575, rec_loss 0.0549, wasserstein_loss 0.0979, quant_error 0.0621, codebook_utilization 0.0680, codebook_perplexity 6124.3805,
Train Epoch: [1/4] Iters:[1150/40036] loss 0.1149, vq_loss 0.0604, rec_loss 0.0545, wasserstein_loss 0.1037, quant_error 0.0622, codebook_utilization 0.0680, codebook_perplexity 6142.1015,
Train Epoch: [1/4] Iters:[1160/40036] loss 0.1168, vq_loss 0.0627, rec_loss 0.0541, wasserstein_loss 0.1083, quant_error 0.0623, codebook_utilization 0.0680, codebook_perplexity 6148.0105,
Train Epoch: [1/4] Iters:[1170/40036] loss 0.1168, vq_loss 0.0624, rec_loss 0.0544, wasserstein_loss 0.1077, quant_error 0.0626, codebook_utilization 0.0681, codebook_perplexity 6150.7874,
Train Epoch: [1/4] Iters:[1180/40036] loss 0.1162, vq_loss 0.0617, rec_loss 0.0545, wasserstein_loss 0.1060, quant_error 0.0628, codebook_utilization 0.0682, codebook_perplexity 6174.8625,
Train Epoch: [1/4] Iters:[1190/40036] loss 0.1159, vq_loss 0.0619, rec_loss 0.0540, wasserstein_loss 0.1065, quant_error 0.0630, codebook_utilization 0.0683, codebook_perplexity 6204.5901,
Train Epoch: [1/4] Iters:[1200/40036] loss 0.1121, vq_loss 0.0582, rec_loss 0.0539, wasserstein_loss 0.0990, quant_error 0.0634, codebook_utilization 0.0685, codebook_perplexity 6226.8677,
Train Epoch: [1/4] Iters:[1210/40036] loss 0.1103, vq_loss 0.0562, rec_loss 0.0541, wasserstein_loss 0.0949, quant_error 0.0639, codebook_utilization 0.0685, codebook_perplexity 6226.5800,
