dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: ImageNet
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 50000
codebook_dim: 8
z_channels: 256
factor: 16
beta: 0.1
gamma: 0.5
alpha: 1.0
quantizer_name: wasserstein_quantizer
resume: False
epochs: 4
eval_epochs: 1
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 5000
decay_iters: 50000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/ImageNet
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/ImageNet
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/ImageNet
data_pre: ImageNet
model_pre: model_50000_8_16
loss_pre: loss_1.0_0.1_0.5
training_pre: wasserstein_quantizer_4
saver_name_pre: wasserstein_quantizer_4_ImageNet_model_50000_8_16_loss_1.0_0.1_0.5
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
len train_dataloader: 40036
len val_dataloader: 782
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/4] Iters:[10/40036] loss 0.9623, vq_loss 0.5435, rec_loss 0.4188, wasserstein_loss 1.0498, quant_error 0.1351, codebook_utilization 0.0480, codebook_perplexity 928.4143,
Train Epoch: [1/4] Iters:[200/40036] loss 0.2442, vq_loss 0.0320, rec_loss 0.2122, wasserstein_loss 0.0551, quant_error 0.0326, codebook_utilization 0.0897, codebook_perplexity 3308.2364,
Train Epoch: [1/4] Iters:[210/40036] loss 0.2420, vq_loss 0.0373, rec_loss 0.2048, wasserstein_loss 0.0655, quant_error 0.0326, codebook_utilization 0.0913, codebook_perplexity 3415.5758,
Train Epoch: [1/4] Iters:[220/40036] loss 0.2405, vq_loss 0.0401, rec_loss 0.2004, wasserstein_loss 0.0713, quant_error 0.0326, codebook_utilization 0.0927, codebook_perplexity 3497.7652,
Train Epoch: [1/4] Iters:[230/40036] loss 0.2369, vq_loss 0.0414, rec_loss 0.1955, wasserstein_loss 0.0738, quant_error 0.0327, codebook_utilization 0.0941, codebook_perplexity 3582.4503,
Train Epoch: [1/4] Iters:[240/40036] loss 0.2329, vq_loss 0.0421, rec_loss 0.1908, wasserstein_loss 0.0751, quant_error 0.0327, codebook_utilization 0.0956, codebook_perplexity 3681.1364,
Train Epoch: [1/4] Iters:[250/40036] loss 0.2294, vq_loss 0.0428, rec_loss 0.1867, wasserstein_loss 0.0765, quant_error 0.0329, codebook_utilization 0.0972, codebook_perplexity 3784.3899,
Train Epoch: [1/4] Iters:[260/40036] loss 0.2247, vq_loss 0.0437, rec_loss 0.1809, wasserstein_loss 0.0784, quant_error 0.0332, codebook_utilization 0.0979, codebook_perplexity 3818.2394,
Train Epoch: [1/4] Iters:[270/40036] loss 0.2195, vq_loss 0.0444, rec_loss 0.1751, wasserstein_loss 0.0796, quant_error 0.0334, codebook_utilization 0.0991, codebook_perplexity 3896.5796,
Train Epoch: [1/4] Iters:[280/40036] loss 0.2146, vq_loss 0.0468, rec_loss 0.1678, wasserstein_loss 0.0843, quant_error 0.0335, codebook_utilization 0.1006, codebook_perplexity 3989.1273,
Train Epoch: [1/4] Iters:[290/40036] loss 0.2140, vq_loss 0.0543, rec_loss 0.1597, wasserstein_loss 0.0994, quant_error 0.0334, codebook_utilization 0.1020, codebook_perplexity 4083.1352,
Train Epoch: [1/4] Iters:[300/40036] loss 0.2083, vq_loss 0.0593, rec_loss 0.1490, wasserstein_loss 0.1096, quant_error 0.0330, codebook_utilization 0.1034, codebook_perplexity 4169.0469,
Train Epoch: [1/4] Iters:[310/40036] loss 0.2015, vq_loss 0.0615, rec_loss 0.1401, wasserstein_loss 0.1140, quant_error 0.0325, codebook_utilization 0.1056, codebook_perplexity 4308.2339,
Train Epoch: [1/4] Iters:[320/40036] loss 0.1955, vq_loss 0.0624, rec_loss 0.1331, wasserstein_loss 0.1161, quant_error 0.0317, codebook_utilization 0.1073, codebook_perplexity 4413.2102,
Train Epoch: [1/4] Iters:[330/40036] loss 0.1894, vq_loss 0.0633, rec_loss 0.1261, wasserstein_loss 0.1181, quant_error 0.0311, codebook_utilization 0.1088, codebook_perplexity 4503.3182,
Train Epoch: [1/4] Iters:[340/40036] loss 0.1813, vq_loss 0.0608, rec_loss 0.1206, wasserstein_loss 0.1131, quant_error 0.0305, codebook_utilization 0.1100, codebook_perplexity 4579.7376,
Train Epoch: [1/4] Iters:[350/40036] loss 0.1735, vq_loss 0.0565, rec_loss 0.1169, wasserstein_loss 0.1048, quant_error 0.0302, codebook_utilization 0.1111, codebook_perplexity 4651.3572,
Train Epoch: [1/4] Iters:[360/40036] loss 0.1659, vq_loss 0.0531, rec_loss 0.1128, wasserstein_loss 0.0981, quant_error 0.0297, codebook_utilization 0.1122, codebook_perplexity 4727.7354,
Train Epoch: [1/4] Iters:[370/40036] loss 0.1610, vq_loss 0.0541, rec_loss 0.1069, wasserstein_loss 0.1001, quant_error 0.0295, codebook_utilization 0.1130, codebook_perplexity 4783.9340,
Train Epoch: [1/4] Iters:[380/40036] loss 0.1562, vq_loss 0.0526, rec_loss 0.1036, wasserstein_loss 0.0973, quant_error 0.0292, codebook_utilization 0.1139, codebook_perplexity 4838.6928,
Train Epoch: [1/4] Iters:[390/40036] loss 0.1530, vq_loss 0.0512, rec_loss 0.1018, wasserstein_loss 0.0944, quant_error 0.0292, codebook_utilization 0.1147, codebook_perplexity 4883.7697,
Train Epoch: [1/4] Iters:[400/40036] loss 0.1556, vq_loss 0.0561, rec_loss 0.0994, wasserstein_loss 0.1043, quant_error 0.0291, codebook_utilization 0.1157, codebook_perplexity 4955.1134,
Train Epoch: [1/4] Iters:[410/40036] loss 0.1587, vq_loss 0.0599, rec_loss 0.0988, wasserstein_loss 0.1118, quant_error 0.0293, codebook_utilization 0.1159, codebook_perplexity 4957.5142,
Train Epoch: [1/4] Iters:[420/40036] loss 0.1569, vq_loss 0.0592, rec_loss 0.0978, wasserstein_loss 0.1103, quant_error 0.0292, codebook_utilization 0.1168, codebook_perplexity 5020.1018,
Train Epoch: [1/4] Iters:[430/40036] loss 0.1605, vq_loss 0.0630, rec_loss 0.0975, wasserstein_loss 0.1178, quant_error 0.0293, codebook_utilization 0.1176, codebook_perplexity 5068.9600,
Train Epoch: [1/4] Iters:[440/40036] loss 0.1566, vq_loss 0.0615, rec_loss 0.0952, wasserstein_loss 0.1149, quant_error 0.0292, codebook_utilization 0.1182, codebook_perplexity 5105.1024,
Train Epoch: [1/4] Iters:[450/40036] loss 0.1503, vq_loss 0.0564, rec_loss 0.0939, wasserstein_loss 0.1048, quant_error 0.0290, codebook_utilization 0.1188, codebook_perplexity 5144.4958,
Train Epoch: [1/4] Iters:[460/40036] loss 0.1478, vq_loss 0.0546, rec_loss 0.0932, wasserstein_loss 0.1013, quant_error 0.0289, codebook_utilization 0.1197, codebook_perplexity 5200.3720,
Train Epoch: [1/4] Iters:[470/40036] loss 0.1539, vq_loss 0.0595, rec_loss 0.0943, wasserstein_loss 0.1111, quant_error 0.0289, codebook_utilization 0.1201, codebook_perplexity 5219.3829,
Train Epoch: [1/4] Iters:[480/40036] loss 0.1476, vq_loss 0.0547, rec_loss 0.0928, wasserstein_loss 0.1015, quant_error 0.0289, codebook_utilization 0.1207, codebook_perplexity 5266.8652,
Train Epoch: [1/4] Iters:[490/40036] loss 0.1470, vq_loss 0.0546, rec_loss 0.0924, wasserstein_loss 0.1012, quant_error 0.0289, codebook_utilization 0.1215, codebook_perplexity 5312.9470,
Train Epoch: [1/4] Iters:[500/40036] loss 0.1476, vq_loss 0.0561, rec_loss 0.0915, wasserstein_loss 0.1041, quant_error 0.0291, codebook_utilization 0.1220, codebook_perplexity 5347.9120,
Train Epoch: [1/4] Iters:[510/40036] loss 0.1439, vq_loss 0.0539, rec_loss 0.0900, wasserstein_loss 0.0998, quant_error 0.0292, codebook_utilization 0.1227, codebook_perplexity 5396.0067,
Train Epoch: [1/4] Iters:[520/40036] loss 0.1392, vq_loss 0.0513, rec_loss 0.0879, wasserstein_loss 0.0944, quant_error 0.0295, codebook_utilization 0.1233, codebook_perplexity 5430.0868,
Train Epoch: [1/4] Iters:[530/40036] loss 0.1431, vq_loss 0.0549, rec_loss 0.0881, wasserstein_loss 0.1017, quant_error 0.0298, codebook_utilization 0.1236, codebook_perplexity 5445.6169,
Train Epoch: [1/4] Iters:[540/40036] loss 0.1431, vq_loss 0.0551, rec_loss 0.0880, wasserstein_loss 0.1019, quant_error 0.0301, codebook_utilization 0.1240, codebook_perplexity 5475.3027,
Train Epoch: [1/4] Iters:[550/40036] loss 0.1400, vq_loss 0.0527, rec_loss 0.0873, wasserstein_loss 0.0970, quant_error 0.0304, codebook_utilization 0.1241, codebook_perplexity 5475.6055,
Train Epoch: [1/4] Iters:[560/40036] loss 0.1398, vq_loss 0.0537, rec_loss 0.0861, wasserstein_loss 0.0990, quant_error 0.0307, codebook_utilization 0.1243, codebook_perplexity 5486.6898,
Train Epoch: [1/4] Iters:[570/40036] loss 0.1361, vq_loss 0.0503, rec_loss 0.0857, wasserstein_loss 0.0922, quant_error 0.0309, codebook_utilization 0.1249, codebook_perplexity 5535.5813,
Train Epoch: [1/4] Iters:[580/40036] loss 0.1288, vq_loss 0.0445, rec_loss 0.0842, wasserstein_loss 0.0805, quant_error 0.0313, codebook_utilization 0.1255, codebook_perplexity 5572.3660,
Train Epoch: [1/4] Iters:[590/40036] loss 0.1273, vq_loss 0.0450, rec_loss 0.0824, wasserstein_loss 0.0812, quant_error 0.0319, codebook_utilization 0.1253, codebook_perplexity 5553.0682,
Train Epoch: [1/4] Iters:[600/40036] loss 0.1260, vq_loss 0.0444, rec_loss 0.0816, wasserstein_loss 0.0798, quant_error 0.0323, codebook_utilization 0.1257, codebook_perplexity 5587.9815,
Train Epoch: [1/4] Iters:[610/40036] loss 0.1249, vq_loss 0.0426, rec_loss 0.0822, wasserstein_loss 0.0762, quant_error 0.0330, codebook_utilization 0.1258, codebook_perplexity 5588.7011,
Train Epoch: [1/4] Iters:[620/40036] loss 0.1266, vq_loss 0.0455, rec_loss 0.0811, wasserstein_loss 0.0817, quant_error 0.0336, codebook_utilization 0.1258, codebook_perplexity 5579.4611,
Train Epoch: [1/4] Iters:[630/40036] loss 0.1268, vq_loss 0.0463, rec_loss 0.0804, wasserstein_loss 0.0833, quant_error 0.0341, codebook_utilization 0.1257, codebook_perplexity 5572.0172,
Train Epoch: [1/4] Iters:[640/40036] loss 0.1261, vq_loss 0.0466, rec_loss 0.0795, wasserstein_loss 0.0838, quant_error 0.0346, codebook_utilization 0.1264, codebook_perplexity 5617.6768,
Train Epoch: [1/4] Iters:[650/40036] loss 0.1285, vq_loss 0.0491, rec_loss 0.0794, wasserstein_loss 0.0886, quant_error 0.0351, codebook_utilization 0.1266, codebook_perplexity 5629.6885,
Train Epoch: [1/4] Iters:[660/40036] loss 0.1258, vq_loss 0.0487, rec_loss 0.0771, wasserstein_loss 0.0876, quant_error 0.0355, codebook_utilization 0.1269, codebook_perplexity 5644.5249,
Train Epoch: [1/4] Iters:[670/40036] loss 0.1233, vq_loss 0.0476, rec_loss 0.0757, wasserstein_loss 0.0855, quant_error 0.0357, codebook_utilization 0.1270, codebook_perplexity 5655.2970,
Train Epoch: [1/4] Iters:[680/40036] loss 0.1236, vq_loss 0.0483, rec_loss 0.0752, wasserstein_loss 0.0867, quant_error 0.0361, codebook_utilization 0.1274, codebook_perplexity 5676.4187,
Train Epoch: [1/4] Iters:[690/40036] loss 0.1249, vq_loss 0.0505, rec_loss 0.0744, wasserstein_loss 0.0909, quant_error 0.0365, codebook_utilization 0.1276, codebook_perplexity 5681.4788,
Train Epoch: [1/4] Iters:[700/40036] loss 0.1253, vq_loss 0.0513, rec_loss 0.0740, wasserstein_loss 0.0924, quant_error 0.0371, codebook_utilization 0.1274, codebook_perplexity 5663.7406,
Train Epoch: [1/4] Iters:[710/40036] loss 0.1313, vq_loss 0.0571, rec_loss 0.0742, wasserstein_loss 0.1039, quant_error 0.0376, codebook_utilization 0.1274, codebook_perplexity 5657.6988,
Train Epoch: [1/4] Iters:[720/40036] loss 0.1356, vq_loss 0.0616, rec_loss 0.0740, wasserstein_loss 0.1126, quant_error 0.0384, codebook_utilization 0.1277, codebook_perplexity 5672.3322,
Train Epoch: [1/4] Iters:[730/40036] loss 0.1380, vq_loss 0.0648, rec_loss 0.0732, wasserstein_loss 0.1190, quant_error 0.0389, codebook_utilization 0.1277, codebook_perplexity 5669.3149,
Train Epoch: [1/4] Iters:[740/40036] loss 0.1361, vq_loss 0.0639, rec_loss 0.0722, wasserstein_loss 0.1170, quant_error 0.0394, codebook_utilization 0.1277, codebook_perplexity 5668.8251,
Train Epoch: [1/4] Iters:[750/40036] loss 0.1388, vq_loss 0.0682, rec_loss 0.0706, wasserstein_loss 0.1255, quant_error 0.0398, codebook_utilization 0.1277, codebook_perplexity 5664.0557,
Train Epoch: [1/4] Iters:[760/40036] loss 0.1384, vq_loss 0.0701, rec_loss 0.0683, wasserstein_loss 0.1292, quant_error 0.0401, codebook_utilization 0.1281, codebook_perplexity 5691.2646,
Train Epoch: [1/4] Iters:[770/40036] loss 0.1400, vq_loss 0.0727, rec_loss 0.0672, wasserstein_loss 0.1343, quant_error 0.0406, codebook_utilization 0.1281, codebook_perplexity 5679.0547,
Train Epoch: [1/4] Iters:[780/40036] loss 0.1424, vq_loss 0.0773, rec_loss 0.0651, wasserstein_loss 0.1433, quant_error 0.0411, codebook_utilization 0.1281, codebook_perplexity 5681.9220,
Train Epoch: [1/4] Iters:[790/40036] loss 0.1446, vq_loss 0.0800, rec_loss 0.0646, wasserstein_loss 0.1487, quant_error 0.0413, codebook_utilization 0.1280, codebook_perplexity 5667.7135,
Train Epoch: [1/4] Iters:[800/40036] loss 0.1406, vq_loss 0.0772, rec_loss 0.0634, wasserstein_loss 0.1430, quant_error 0.0413, codebook_utilization 0.1286, codebook_perplexity 5710.5735,
Train Epoch: [1/4] Iters:[810/40036] loss 0.1400, vq_loss 0.0770, rec_loss 0.0630, wasserstein_loss 0.1425, quant_error 0.0415, codebook_utilization 0.1288, codebook_perplexity 5728.4404,
Train Epoch: [1/4] Iters:[820/40036] loss 0.1350, vq_loss 0.0729, rec_loss 0.0622, wasserstein_loss 0.1345, quant_error 0.0412, codebook_utilization 0.1290, codebook_perplexity 5748.9241,
Train Epoch: [1/4] Iters:[830/40036] loss 0.1293, vq_loss 0.0674, rec_loss 0.0620, wasserstein_loss 0.1234, quant_error 0.0412, codebook_utilization 0.1291, codebook_perplexity 5751.8320,
Train Epoch: [1/4] Iters:[840/40036] loss 0.1261, vq_loss 0.0639, rec_loss 0.0621, wasserstein_loss 0.1165, quant_error 0.0413, codebook_utilization 0.1296, codebook_perplexity 5790.2388,
Train Epoch: [1/4] Iters:[850/40036] loss 0.1250, vq_loss 0.0630, rec_loss 0.0620, wasserstein_loss 0.1146, quant_error 0.0416, codebook_utilization 0.1297, codebook_perplexity 5795.6388,
Train Epoch: [1/4] Iters:[860/40036] loss 0.1198, vq_loss 0.0588, rec_loss 0.0610, wasserstein_loss 0.1061, quant_error 0.0418, codebook_utilization 0.1300, codebook_perplexity 5812.6690,
Train Epoch: [1/4] Iters:[870/40036] loss 0.1168, vq_loss 0.0560, rec_loss 0.0608, wasserstein_loss 0.1003, quant_error 0.0426, codebook_utilization 0.1300, codebook_perplexity 5807.1510,
Train Epoch: [1/4] Iters:[880/40036] loss 0.1219, vq_loss 0.0622, rec_loss 0.0597, wasserstein_loss 0.1125, quant_error 0.0430, codebook_utilization 0.1299, codebook_perplexity 5805.5140,
Train Epoch: [1/4] Iters:[890/40036] loss 0.1221, vq_loss 0.0638, rec_loss 0.0582, wasserstein_loss 0.1157, quant_error 0.0434, codebook_utilization 0.1300, codebook_perplexity 5811.8839,
Train Epoch: [1/4] Iters:[900/40036] loss 0.1245, vq_loss 0.0676, rec_loss 0.0569, wasserstein_loss 0.1233, quant_error 0.0435, codebook_utilization 0.1298, codebook_perplexity 5800.0602,
Train Epoch: [1/4] Iters:[910/40036] loss 0.1267, vq_loss 0.0701, rec_loss 0.0566, wasserstein_loss 0.1282, quant_error 0.0438, codebook_utilization 0.1298, codebook_perplexity 5789.9301,
Train Epoch: [1/4] Iters:[920/40036] loss 0.1280, vq_loss 0.0723, rec_loss 0.0557, wasserstein_loss 0.1326, quant_error 0.0438, codebook_utilization 0.1299, codebook_perplexity 5800.0430,
Train Epoch: [1/4] Iters:[930/40036] loss 0.1255, vq_loss 0.0694, rec_loss 0.0561, wasserstein_loss 0.1267, quant_error 0.0440, codebook_utilization 0.1302, codebook_perplexity 5812.6721,
Train Epoch: [1/4] Iters:[940/40036] loss 0.1250, vq_loss 0.0684, rec_loss 0.0565, wasserstein_loss 0.1247, quant_error 0.0442, codebook_utilization 0.1301, codebook_perplexity 5797.1481,
Train Epoch: [1/4] Iters:[950/40036] loss 0.1210, vq_loss 0.0642, rec_loss 0.0568, wasserstein_loss 0.1162, quant_error 0.0445, codebook_utilization 0.1304, codebook_perplexity 5815.6080,
Train Epoch: [1/4] Iters:[960/40036] loss 0.1209, vq_loss 0.0637, rec_loss 0.0571, wasserstein_loss 0.1152, quant_error 0.0447, codebook_utilization 0.1307, codebook_perplexity 5845.9146,
Train Epoch: [1/4] Iters:[970/40036] loss 0.1203, vq_loss 0.0634, rec_loss 0.0569, wasserstein_loss 0.1144, quant_error 0.0450, codebook_utilization 0.1310, codebook_perplexity 5866.5276,
Train Epoch: [1/4] Iters:[980/40036] loss 0.1192, vq_loss 0.0629, rec_loss 0.0563, wasserstein_loss 0.1134, quant_error 0.0453, codebook_utilization 0.1311, codebook_perplexity 5872.8894,
Train Epoch: [1/4] Iters:[990/40036] loss 0.1228, vq_loss 0.0671, rec_loss 0.0558, wasserstein_loss 0.1216, quant_error 0.0454, codebook_utilization 0.1316, codebook_perplexity 5916.0712,
Train Epoch: [1/4] Iters:[1000/40036] loss 0.1217, vq_loss 0.0659, rec_loss 0.0558, wasserstein_loss 0.1193, quant_error 0.0455, codebook_utilization 0.1319, codebook_perplexity 5937.3852,
Train Epoch: [1/4] Iters:[1010/40036] loss 0.1177, vq_loss 0.0623, rec_loss 0.0554, wasserstein_loss 0.1121, quant_error 0.0454, codebook_utilization 0.1320, codebook_perplexity 5948.2408,
Train Epoch: [1/4] Iters:[1020/40036] loss 0.1143, vq_loss 0.0589, rec_loss 0.0554, wasserstein_loss 0.1053, quant_error 0.0453, codebook_utilization 0.1321, codebook_perplexity 5959.8728,
Train Epoch: [1/4] Iters:[1030/40036] loss 0.1144, vq_loss 0.0588, rec_loss 0.0556, wasserstein_loss 0.1051, quant_error 0.0453, codebook_utilization 0.1323, codebook_perplexity 5969.9665,
Train Epoch: [1/4] Iters:[1040/40036] loss 0.1138, vq_loss 0.0584, rec_loss 0.0554, wasserstein_loss 0.1043, quant_error 0.0458, codebook_utilization 0.1323, codebook_perplexity 5962.5281,
Train Epoch: [1/4] Iters:[1050/40036] loss 0.1176, vq_loss 0.0625, rec_loss 0.0551, wasserstein_loss 0.1123, quant_error 0.0462, codebook_utilization 0.1321, codebook_perplexity 5941.5465,
Train Epoch: [1/4] Iters:[1060/40036] loss 0.1191, vq_loss 0.0643, rec_loss 0.0547, wasserstein_loss 0.1158, quant_error 0.0466, codebook_utilization 0.1319, codebook_perplexity 5922.3460,
Train Epoch: [1/4] Iters:[1070/40036] loss 0.1204, vq_loss 0.0664, rec_loss 0.0540, wasserstein_loss 0.1198, quant_error 0.0471, codebook_utilization 0.1316, codebook_perplexity 5895.3226,
Train Epoch: [1/4] Iters:[1080/40036] loss 0.1219, vq_loss 0.0685, rec_loss 0.0534, wasserstein_loss 0.1240, quant_error 0.0471, codebook_utilization 0.1318, codebook_perplexity 5914.8911,
Train Epoch: [1/4] Iters:[1090/40036] loss 0.1207, vq_loss 0.0677, rec_loss 0.0530, wasserstein_loss 0.1224, quant_error 0.0472, codebook_utilization 0.1319, codebook_perplexity 5905.6958,
Train Epoch: [1/4] Iters:[1100/40036] loss 0.1155, vq_loss 0.0627, rec_loss 0.0528, wasserstein_loss 0.1125, quant_error 0.0471, codebook_utilization 0.1321, codebook_perplexity 5932.3923,
Train Epoch: [1/4] Iters:[1110/40036] loss 0.1178, vq_loss 0.0650, rec_loss 0.0528, wasserstein_loss 0.1171, quant_error 0.0470, codebook_utilization 0.1323, codebook_perplexity 5947.1543,
Train Epoch: [1/4] Iters:[1120/40036] loss 0.1228, vq_loss 0.0695, rec_loss 0.0533, wasserstein_loss 0.1261, quant_error 0.0469, codebook_utilization 0.1327, codebook_perplexity 5980.9720,
Train Epoch: [1/4] Iters:[1130/40036] loss 0.1208, vq_loss 0.0665, rec_loss 0.0543, wasserstein_loss 0.1200, quant_error 0.0472, codebook_utilization 0.1324, codebook_perplexity 5954.3320,
Train Epoch: [1/4] Iters:[1140/40036] loss 0.1206, vq_loss 0.0666, rec_loss 0.0540, wasserstein_loss 0.1204, quant_error 0.0470, codebook_utilization 0.1324, codebook_perplexity 5954.5355,
Train Epoch: [1/4] Iters:[1150/40036] loss 0.1257, vq_loss 0.0713, rec_loss 0.0545, wasserstein_loss 0.1295, quant_error 0.0475, codebook_utilization 0.1326, codebook_perplexity 5960.9978,
Train Epoch: [1/4] Iters:[1160/40036] loss 0.1272, vq_loss 0.0733, rec_loss 0.0539, wasserstein_loss 0.1335, quant_error 0.0479, codebook_utilization 0.1326, codebook_perplexity 5956.5386,
Train Epoch: [1/4] Iters:[1170/40036] loss 0.1246, vq_loss 0.0711, rec_loss 0.0534, wasserstein_loss 0.1291, quant_error 0.0481, codebook_utilization 0.1324, codebook_perplexity 5940.4774,
Train Epoch: [1/4] Iters:[1180/40036] loss 0.1265, vq_loss 0.0745, rec_loss 0.0521, wasserstein_loss 0.1357, quant_error 0.0482, codebook_utilization 0.1325, codebook_perplexity 5942.7930,
Train Epoch: [1/4] Iters:[1190/40036] loss 0.1240, vq_loss 0.0726, rec_loss 0.0514, wasserstein_loss 0.1320, quant_error 0.0483, codebook_utilization 0.1329, codebook_perplexity 5975.1346,
Train Epoch: [1/4] Iters:[1200/40036] loss 0.1259, vq_loss 0.0750, rec_loss 0.0509, wasserstein_loss 0.1365, quant_error 0.0488, codebook_utilization 0.1329, codebook_perplexity 5978.6459,
Train Epoch: [1/4] Iters:[1210/40036] loss 0.1236, vq_loss 0.0732, rec_loss 0.0504, wasserstein_loss 0.1330, quant_error 0.0488, codebook_utilization 0.1329, codebook_perplexity 5985.9247,
