dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 1024
codebook_dim: 8
z_channels: 256
factor: 16
beta: 0.1
gamma: 0.5
alpha: 1.0
quantizer_name: wasserstein_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_1024_8_16
loss_pre: loss_1.0_0.1_0.5
training_pre: wasserstein_quantizer_30
saver_name_pre: wasserstein_quantizer_30_FFHQ_model_1024_8_16_loss_1.0_0.1_0.5
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 1.6772, vq_loss 1.1245, rec_loss 0.2764, wasserstein_loss 1.7729, quant_error 1.7311, codebook_utilization 0.2527, codebook_perplexity 49.7072,
Train Epoch: [1/30] Iters:[510/2187] loss 0.1018, vq_loss 0.0498, rec_loss 0.0260, wasserstein_loss 0.0738, quant_error 0.0936, codebook_utilization 0.9865, codebook_perplexity 834.8249,
Train Epoch: [1/30] Iters:[520/2187] loss 0.1050, vq_loss 0.0532, rec_loss 0.0259, wasserstein_loss 0.0797, quant_error 0.0971, codebook_utilization 0.9872, codebook_perplexity 836.5655,
Train Epoch: [1/30] Iters:[530/2187] loss 0.1085, vq_loss 0.0576, rec_loss 0.0254, wasserstein_loss 0.0880, quant_error 0.0993, codebook_utilization 0.9879, codebook_perplexity 837.6832,
Train Epoch: [1/30] Iters:[540/2187] loss 0.1086, vq_loss 0.0581, rec_loss 0.0252, wasserstein_loss 0.0894, quant_error 0.0973, codebook_utilization 0.9898, codebook_perplexity 844.9702,
Train Epoch: [1/30] Iters:[550/2187] loss 0.1085, vq_loss 0.0572, rec_loss 0.0256, wasserstein_loss 0.0874, quant_error 0.0984, codebook_utilization 0.9898, codebook_perplexity 845.6944,
Train Epoch: [1/30] Iters:[560/2187] loss 0.1183, vq_loss 0.0668, rec_loss 0.0257, wasserstein_loss 0.1062, quant_error 0.0996, codebook_utilization 0.9901, codebook_perplexity 846.9354,
Train Epoch: [1/30] Iters:[570/2187] loss 0.1155, vq_loss 0.0643, rec_loss 0.0256, wasserstein_loss 0.1014, quant_error 0.0993, codebook_utilization 0.9902, codebook_perplexity 850.7727,
Train Epoch: [1/30] Iters:[580/2187] loss 0.1137, vq_loss 0.0630, rec_loss 0.0253, wasserstein_loss 0.0986, quant_error 0.0998, codebook_utilization 0.9908, codebook_perplexity 853.2430,
Train Epoch: [1/30] Iters:[590/2187] loss 0.1163, vq_loss 0.0660, rec_loss 0.0252, wasserstein_loss 0.1042, quant_error 0.1007, codebook_utilization 0.9907, codebook_perplexity 851.8489,
Train Epoch: [1/30] Iters:[600/2187] loss 0.1198, vq_loss 0.0706, rec_loss 0.0246, wasserstein_loss 0.1134, quant_error 0.1011, codebook_utilization 0.9912, codebook_perplexity 851.2949,
Train Epoch: [1/30] Iters:[610/2187] loss 0.1147, vq_loss 0.0662, rec_loss 0.0243, wasserstein_loss 0.1043, quant_error 0.1018, codebook_utilization 0.9916, codebook_perplexity 851.5420,
Train Epoch: [1/30] Iters:[620/2187] loss 0.1121, vq_loss 0.0646, rec_loss 0.0238, wasserstein_loss 0.1008, quant_error 0.1030, codebook_utilization 0.9925, codebook_perplexity 853.2631,
Train Epoch: [1/30] Iters:[630/2187] loss 0.1098, vq_loss 0.0628, rec_loss 0.0235, wasserstein_loss 0.0970, quant_error 0.1040, codebook_utilization 0.9924, codebook_perplexity 853.1026,
Train Epoch: [1/30] Iters:[640/2187] loss 0.1042, vq_loss 0.0578, rec_loss 0.0232, wasserstein_loss 0.0868, quant_error 0.1045, codebook_utilization 0.9926, codebook_perplexity 853.1633,
Train Epoch: [1/30] Iters:[650/2187] loss 0.0989, vq_loss 0.0524, rec_loss 0.0232, wasserstein_loss 0.0760, quant_error 0.1045, codebook_utilization 0.9930, codebook_perplexity 857.2548,
Train Epoch: [1/30] Iters:[660/2187] loss 0.0942, vq_loss 0.0480, rec_loss 0.0231, wasserstein_loss 0.0675, quant_error 0.1036, codebook_utilization 0.9934, codebook_perplexity 860.1713,
Train Epoch: [1/30] Iters:[670/2187] loss 0.0972, vq_loss 0.0506, rec_loss 0.0233, wasserstein_loss 0.0729, quant_error 0.1028, codebook_utilization 0.9932, codebook_perplexity 861.1720,
Train Epoch: [1/30] Iters:[680/2187] loss 0.0971, vq_loss 0.0508, rec_loss 0.0231, wasserstein_loss 0.0739, quant_error 0.1010, codebook_utilization 0.9934, codebook_perplexity 863.7759,
Train Epoch: [1/30] Iters:[690/2187] loss 0.0947, vq_loss 0.0484, rec_loss 0.0231, wasserstein_loss 0.0693, quant_error 0.1001, codebook_utilization 0.9937, codebook_perplexity 866.8802,
Train Epoch: [1/30] Iters:[700/2187] loss 0.0932, vq_loss 0.0471, rec_loss 0.0231, wasserstein_loss 0.0663, quant_error 0.1013, codebook_utilization 0.9935, codebook_perplexity 867.2142,
Train Epoch: [1/30] Iters:[710/2187] loss 0.0939, vq_loss 0.0478, rec_loss 0.0230, wasserstein_loss 0.0673, quant_error 0.1032, codebook_utilization 0.9937, codebook_perplexity 868.5905,
Train Epoch: [1/30] Iters:[720/2187] loss 0.0926, vq_loss 0.0468, rec_loss 0.0229, wasserstein_loss 0.0647, quant_error 0.1052, codebook_utilization 0.9936, codebook_perplexity 866.1223,
Train Epoch: [1/30] Iters:[730/2187] loss 0.0995, vq_loss 0.0540, rec_loss 0.0228, wasserstein_loss 0.0779, quant_error 0.1091, codebook_utilization 0.9935, codebook_perplexity 864.9640,
Train Epoch: [1/30] Iters:[740/2187] loss 0.1050, vq_loss 0.0596, rec_loss 0.0227, wasserstein_loss 0.0883, quant_error 0.1121, codebook_utilization 0.9939, codebook_perplexity 865.5493,
Train Epoch: [1/30] Iters:[750/2187] loss 0.1057, vq_loss 0.0608, rec_loss 0.0225, wasserstein_loss 0.0908, quant_error 0.1119, codebook_utilization 0.9939, codebook_perplexity 867.0514,
Train Epoch: [1/30] Iters:[760/2187] loss 0.1029, vq_loss 0.0587, rec_loss 0.0221, wasserstein_loss 0.0865, quant_error 0.1124, codebook_utilization 0.9938, codebook_perplexity 866.8116,
Train Epoch: [1/30] Iters:[770/2187] loss 0.1036, vq_loss 0.0595, rec_loss 0.0220, wasserstein_loss 0.0879, quant_error 0.1129, codebook_utilization 0.9942, codebook_perplexity 868.7236,
Train Epoch: [1/30] Iters:[780/2187] loss 0.0972, vq_loss 0.0537, rec_loss 0.0218, wasserstein_loss 0.0769, quant_error 0.1106, codebook_utilization 0.9943, codebook_perplexity 868.3693,
Train Epoch: [1/30] Iters:[790/2187] loss 0.0908, vq_loss 0.0475, rec_loss 0.0216, wasserstein_loss 0.0651, quant_error 0.1090, codebook_utilization 0.9939, codebook_perplexity 866.8277,
Train Epoch: [1/30] Iters:[800/2187] loss 0.0903, vq_loss 0.0464, rec_loss 0.0219, wasserstein_loss 0.0624, quant_error 0.1105, codebook_utilization 0.9945, codebook_perplexity 865.1657,
Train Epoch: [1/30] Iters:[810/2187] loss 0.0924, vq_loss 0.0483, rec_loss 0.0221, wasserstein_loss 0.0660, quant_error 0.1109, codebook_utilization 0.9946, codebook_perplexity 866.5953,
Train Epoch: [1/30] Iters:[820/2187] loss 0.0960, vq_loss 0.0523, rec_loss 0.0219, wasserstein_loss 0.0742, quant_error 0.1107, codebook_utilization 0.9948, codebook_perplexity 867.8639,
Train Epoch: [1/30] Iters:[830/2187] loss 0.0953, vq_loss 0.0514, rec_loss 0.0220, wasserstein_loss 0.0722, quant_error 0.1110, codebook_utilization 0.9949, codebook_perplexity 868.5748,
Train Epoch: [1/30] Iters:[840/2187] loss 0.0960, vq_loss 0.0519, rec_loss 0.0220, wasserstein_loss 0.0733, quant_error 0.1110, codebook_utilization 0.9949, codebook_perplexity 873.2628,
Train Epoch: [1/30] Iters:[850/2187] loss 0.0950, vq_loss 0.0518, rec_loss 0.0216, wasserstein_loss 0.0736, quant_error 0.1089, codebook_utilization 0.9945, codebook_perplexity 875.2056,
Train Epoch: [1/30] Iters:[860/2187] loss 0.0937, vq_loss 0.0505, rec_loss 0.0216, wasserstein_loss 0.0713, quant_error 0.1077, codebook_utilization 0.9946, codebook_perplexity 875.2613,
Train Epoch: [1/30] Iters:[870/2187] loss 0.0880, vq_loss 0.0448, rec_loss 0.0216, wasserstein_loss 0.0602, quant_error 0.1070, codebook_utilization 0.9941, codebook_perplexity 874.2140,
Train Epoch: [1/30] Iters:[880/2187] loss 0.0870, vq_loss 0.0439, rec_loss 0.0215, wasserstein_loss 0.0584, quant_error 0.1073, codebook_utilization 0.9940, codebook_perplexity 874.8820,
Train Epoch: [1/30] Iters:[890/2187] loss 0.0877, vq_loss 0.0448, rec_loss 0.0214, wasserstein_loss 0.0600, quant_error 0.1079, codebook_utilization 0.9941, codebook_perplexity 873.8729,
Train Epoch: [1/30] Iters:[900/2187] loss 0.0875, vq_loss 0.0445, rec_loss 0.0215, wasserstein_loss 0.0586, quant_error 0.1102, codebook_utilization 0.9942, codebook_perplexity 872.5948,
Train Epoch: [1/30] Iters:[910/2187] loss 0.0884, vq_loss 0.0453, rec_loss 0.0215, wasserstein_loss 0.0595, quant_error 0.1133, codebook_utilization 0.9940, codebook_perplexity 871.9645,
Train Epoch: [1/30] Iters:[920/2187] loss 0.0899, vq_loss 0.0464, rec_loss 0.0217, wasserstein_loss 0.0613, quant_error 0.1149, codebook_utilization 0.9942, codebook_perplexity 875.4943,
Train Epoch: [1/30] Iters:[930/2187] loss 0.0901, vq_loss 0.0467, rec_loss 0.0217, wasserstein_loss 0.0613, quant_error 0.1164, codebook_utilization 0.9946, codebook_perplexity 879.0419,
Train Epoch: [1/30] Iters:[940/2187] loss 0.0888, vq_loss 0.0456, rec_loss 0.0216, wasserstein_loss 0.0591, quant_error 0.1164, codebook_utilization 0.9945, codebook_perplexity 877.5387,
Train Epoch: [1/30] Iters:[950/2187] loss 0.0922, vq_loss 0.0494, rec_loss 0.0214, wasserstein_loss 0.0672, quant_error 0.1147, codebook_utilization 0.9938, codebook_perplexity 878.4210,
Train Epoch: [1/30] Iters:[960/2187] loss 0.0950, vq_loss 0.0524, rec_loss 0.0213, wasserstein_loss 0.0736, quant_error 0.1133, codebook_utilization 0.9942, codebook_perplexity 876.9867,
Train Epoch: [1/30] Iters:[970/2187] loss 0.0919, vq_loss 0.0498, rec_loss 0.0211, wasserstein_loss 0.0689, quant_error 0.1119, codebook_utilization 0.9942, codebook_perplexity 876.8122,
Train Epoch: [1/30] Iters:[980/2187] loss 0.0907, vq_loss 0.0487, rec_loss 0.0210, wasserstein_loss 0.0665, quant_error 0.1121, codebook_utilization 0.9945, codebook_perplexity 876.7361,
Train Epoch: [1/30] Iters:[990/2187] loss 0.0963, vq_loss 0.0539, rec_loss 0.0212, wasserstein_loss 0.0767, quant_error 0.1132, codebook_utilization 0.9946, codebook_perplexity 878.9428,
Train Epoch: [1/30] Iters:[1000/2187] loss 0.0932, vq_loss 0.0503, rec_loss 0.0215, wasserstein_loss 0.0688, quant_error 0.1157, codebook_utilization 0.9952, codebook_perplexity 877.3636,
Train Epoch: [1/30] Iters:[1010/2187] loss 0.0908, vq_loss 0.0478, rec_loss 0.0215, wasserstein_loss 0.0636, quant_error 0.1165, codebook_utilization 0.9949, codebook_perplexity 877.4080,
Train Epoch: [1/30] Iters:[1020/2187] loss 0.0915, vq_loss 0.0480, rec_loss 0.0217, wasserstein_loss 0.0638, quant_error 0.1174, codebook_utilization 0.9952, codebook_perplexity 878.1011,
Train Epoch: [1/30] Iters:[1030/2187] loss 0.0912, vq_loss 0.0481, rec_loss 0.0215, wasserstein_loss 0.0642, quant_error 0.1165, codebook_utilization 0.9944, codebook_perplexity 877.5742,
Train Epoch: [1/30] Iters:[1040/2187] loss 0.0868, vq_loss 0.0448, rec_loss 0.0210, wasserstein_loss 0.0579, quant_error 0.1155, codebook_utilization 0.9943, codebook_perplexity 877.1283,
Train Epoch: [1/30] Iters:[1050/2187] loss 0.0863, vq_loss 0.0448, rec_loss 0.0207, wasserstein_loss 0.0584, quant_error 0.1134, codebook_utilization 0.9940, codebook_perplexity 879.3847,
Train Epoch: [1/30] Iters:[1060/2187] loss 0.0880, vq_loss 0.0467, rec_loss 0.0206, wasserstein_loss 0.0626, quant_error 0.1119, codebook_utilization 0.9939, codebook_perplexity 881.9763,
Train Epoch: [1/30] Iters:[1070/2187] loss 0.0922, vq_loss 0.0508, rec_loss 0.0207, wasserstein_loss 0.0709, quant_error 0.1116, codebook_utilization 0.9934, codebook_perplexity 881.3913,
Train Epoch: [1/30] Iters:[1080/2187] loss 0.0945, vq_loss 0.0529, rec_loss 0.0208, wasserstein_loss 0.0748, quant_error 0.1126, codebook_utilization 0.9941, codebook_perplexity 882.3182,
Train Epoch: [1/30] Iters:[1090/2187] loss 0.0973, vq_loss 0.0555, rec_loss 0.0209, wasserstein_loss 0.0796, quant_error 0.1140, codebook_utilization 0.9943, codebook_perplexity 883.2676,
Train Epoch: [1/30] Iters:[1100/2187] loss 0.0990, vq_loss 0.0575, rec_loss 0.0207, wasserstein_loss 0.0839, quant_error 0.1136, codebook_utilization 0.9941, codebook_perplexity 882.3699,
Train Epoch: [1/30] Iters:[1110/2187] loss 0.0971, vq_loss 0.0559, rec_loss 0.0206, wasserstein_loss 0.0805, quant_error 0.1136, codebook_utilization 0.9942, codebook_perplexity 883.6953,
Train Epoch: [1/30] Iters:[1120/2187] loss 0.0989, vq_loss 0.0583, rec_loss 0.0203, wasserstein_loss 0.0853, quant_error 0.1141, codebook_utilization 0.9946, codebook_perplexity 884.0575,
Train Epoch: [1/30] Iters:[1130/2187] loss 0.0983, vq_loss 0.0579, rec_loss 0.0202, wasserstein_loss 0.0843, quant_error 0.1144, codebook_utilization 0.9945, codebook_perplexity 885.9497,
Train Epoch: [1/30] Iters:[1140/2187] loss 0.0944, vq_loss 0.0539, rec_loss 0.0203, wasserstein_loss 0.0766, quant_error 0.1132, codebook_utilization 0.9942, codebook_perplexity 886.6558,
Train Epoch: [1/30] Iters:[1150/2187] loss 0.0937, vq_loss 0.0532, rec_loss 0.0203, wasserstein_loss 0.0750, quant_error 0.1143, codebook_utilization 0.9949, codebook_perplexity 890.3196,
Train Epoch: [1/30] Iters:[1160/2187] loss 0.0910, vq_loss 0.0503, rec_loss 0.0204, wasserstein_loss 0.0687, quant_error 0.1161, codebook_utilization 0.9951, codebook_perplexity 890.3505,
Train Epoch: [1/30] Iters:[1170/2187] loss 0.0831, vq_loss 0.0425, rec_loss 0.0203, wasserstein_loss 0.0529, quant_error 0.1169, codebook_utilization 0.9952, codebook_perplexity 892.5393,
Train Epoch: [1/30] Iters:[1180/2187] loss 0.0818, vq_loss 0.0404, rec_loss 0.0207, wasserstein_loss 0.0484, quant_error 0.1179, codebook_utilization 0.9951, codebook_perplexity 890.5204,
Train Epoch: [1/30] Iters:[1190/2187] loss 0.0840, vq_loss 0.0425, rec_loss 0.0208, wasserstein_loss 0.0518, quant_error 0.1207, codebook_utilization 0.9956, codebook_perplexity 891.3570,
Train Epoch: [1/30] Iters:[1200/2187] loss 0.0821, vq_loss 0.0407, rec_loss 0.0207, wasserstein_loss 0.0485, quant_error 0.1196, codebook_utilization 0.9946, codebook_perplexity 888.7344,
Train Epoch: [1/30] Iters:[1210/2187] loss 0.0829, vq_loss 0.0418, rec_loss 0.0205, wasserstein_loss 0.0513, quant_error 0.1176, codebook_utilization 0.9934, codebook_perplexity 887.3277,
Train Epoch: [1/30] Iters:[1220/2187] loss 0.0848, vq_loss 0.0442, rec_loss 0.0203, wasserstein_loss 0.0560, quant_error 0.1176, codebook_utilization 0.9928, codebook_perplexity 883.3647,
