dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 2048
codebook_dim: 8
z_channels: 256
factor: 16
beta: 0.1
gamma: 0.5
alpha: 1.0
quantizer_name: wasserstein_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 1
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_2048_8_16
loss_pre: loss_1.0_0.1_0.5
training_pre: wasserstein_quantizer_30
saver_name_pre: wasserstein_quantizer_30_FFHQ_model_2048_8_16_loss_1.0_0.1_0.5
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 1.8603, vq_loss 1.1902, rec_loss 0.3351, wasserstein_loss 1.8937, quant_error 1.7698, codebook_utilization 0.0735, codebook_perplexity 31.0310,
Train Epoch: [1/30] Iters:[440/2187] loss 0.1131, vq_loss 0.0594, rec_loss 0.0269, wasserstein_loss 0.0925, quant_error 0.0952, codebook_utilization 0.8918, codebook_perplexity 1390.9064,
Train Epoch: [1/30] Iters:[450/2187] loss 0.1131, vq_loss 0.0599, rec_loss 0.0266, wasserstein_loss 0.0939, quant_error 0.0944, codebook_utilization 0.8938, codebook_perplexity 1398.6820,
Train Epoch: [1/30] Iters:[460/2187] loss 0.1059, vq_loss 0.0535, rec_loss 0.0262, wasserstein_loss 0.0816, quant_error 0.0926, codebook_utilization 0.8981, codebook_perplexity 1416.0980,
Train Epoch: [1/30] Iters:[470/2187] loss 0.1042, vq_loss 0.0528, rec_loss 0.0257, wasserstein_loss 0.0811, quant_error 0.0890, codebook_utilization 0.8997, codebook_perplexity 1427.3989,
Train Epoch: [1/30] Iters:[480/2187] loss 0.1031, vq_loss 0.0518, rec_loss 0.0257, wasserstein_loss 0.0793, quant_error 0.0882, codebook_utilization 0.8984, codebook_perplexity 1420.0940,
Train Epoch: [1/30] Iters:[490/2187] loss 0.1040, vq_loss 0.0525, rec_loss 0.0257, wasserstein_loss 0.0807, quant_error 0.0884, codebook_utilization 0.9012, codebook_perplexity 1429.1927,
Train Epoch: [1/30] Iters:[500/2187] loss 0.1031, vq_loss 0.0519, rec_loss 0.0256, wasserstein_loss 0.0793, quant_error 0.0889, codebook_utilization 0.9045, codebook_perplexity 1441.2868,
Train Epoch: [1/30] Iters:[510/2187] loss 0.1043, vq_loss 0.0540, rec_loss 0.0252, wasserstein_loss 0.0837, quant_error 0.0887, codebook_utilization 0.9046, codebook_perplexity 1446.4912,
Train Epoch: [1/30] Iters:[520/2187] loss 0.1023, vq_loss 0.0524, rec_loss 0.0250, wasserstein_loss 0.0802, quant_error 0.0894, codebook_utilization 0.9056, codebook_perplexity 1448.6832,
Train Epoch: [1/30] Iters:[530/2187] loss 0.1105, vq_loss 0.0613, rec_loss 0.0246, wasserstein_loss 0.0983, quant_error 0.0887, codebook_utilization 0.9071, codebook_perplexity 1458.3173,
Train Epoch: [1/30] Iters:[540/2187] loss 0.1089, vq_loss 0.0601, rec_loss 0.0244, wasserstein_loss 0.0960, quant_error 0.0884, codebook_utilization 0.9070, codebook_perplexity 1457.0351,
Train Epoch: [1/30] Iters:[550/2187] loss 0.1074, vq_loss 0.0584, rec_loss 0.0245, wasserstein_loss 0.0920, quant_error 0.0903, codebook_utilization 0.9066, codebook_perplexity 1449.9017,
Train Epoch: [1/30] Iters:[560/2187] loss 0.1064, vq_loss 0.0573, rec_loss 0.0246, wasserstein_loss 0.0888, quant_error 0.0938, codebook_utilization 0.9054, codebook_perplexity 1440.2582,
Train Epoch: [1/30] Iters:[570/2187] loss 0.1074, vq_loss 0.0588, rec_loss 0.0243, wasserstein_loss 0.0913, quant_error 0.0953, codebook_utilization 0.9041, codebook_perplexity 1438.1139,
Train Epoch: [1/30] Iters:[580/2187] loss 0.0999, vq_loss 0.0511, rec_loss 0.0244, wasserstein_loss 0.0758, quant_error 0.0960, codebook_utilization 0.9033, codebook_perplexity 1437.1703,
Train Epoch: [1/30] Iters:[590/2187] loss 0.0977, vq_loss 0.0499, rec_loss 0.0239, wasserstein_loss 0.0733, quant_error 0.0963, codebook_utilization 0.9049, codebook_perplexity 1445.1312,
Train Epoch: [1/30] Iters:[600/2187] loss 0.1000, vq_loss 0.0525, rec_loss 0.0238, wasserstein_loss 0.0788, quant_error 0.0954, codebook_utilization 0.9054, codebook_perplexity 1453.3177,
Train Epoch: [1/30] Iters:[610/2187] loss 0.1003, vq_loss 0.0530, rec_loss 0.0237, wasserstein_loss 0.0801, quant_error 0.0947, codebook_utilization 0.9096, codebook_perplexity 1469.7420,
Train Epoch: [1/30] Iters:[620/2187] loss 0.0971, vq_loss 0.0497, rec_loss 0.0237, wasserstein_loss 0.0734, quant_error 0.0942, codebook_utilization 0.9134, codebook_perplexity 1484.8694,
Train Epoch: [1/30] Iters:[630/2187] loss 0.0942, vq_loss 0.0472, rec_loss 0.0235, wasserstein_loss 0.0687, quant_error 0.0936, codebook_utilization 0.9159, codebook_perplexity 1495.6284,
Train Epoch: [1/30] Iters:[640/2187] loss 0.0982, vq_loss 0.0507, rec_loss 0.0237, wasserstein_loss 0.0746, quant_error 0.0973, codebook_utilization 0.9147, codebook_perplexity 1486.5035,
Train Epoch: [1/30] Iters:[650/2187] loss 0.0968, vq_loss 0.0505, rec_loss 0.0232, wasserstein_loss 0.0738, quant_error 0.0990, codebook_utilization 0.9162, codebook_perplexity 1493.2920,
Train Epoch: [1/30] Iters:[660/2187] loss 0.0929, vq_loss 0.0464, rec_loss 0.0233, wasserstein_loss 0.0656, quant_error 0.0986, codebook_utilization 0.9155, codebook_perplexity 1496.3679,
Train Epoch: [1/30] Iters:[670/2187] loss 0.0932, vq_loss 0.0472, rec_loss 0.0230, wasserstein_loss 0.0666, quant_error 0.1006, codebook_utilization 0.9131, codebook_perplexity 1489.4400,
Train Epoch: [1/30] Iters:[680/2187] loss 0.0971, vq_loss 0.0508, rec_loss 0.0231, wasserstein_loss 0.0732, quant_error 0.1036, codebook_utilization 0.9123, codebook_perplexity 1489.2347,
Train Epoch: [1/30] Iters:[690/2187] loss 0.0986, vq_loss 0.0533, rec_loss 0.0227, wasserstein_loss 0.0786, quant_error 0.1015, codebook_utilization 0.9137, codebook_perplexity 1501.0437,
Train Epoch: [1/30] Iters:[700/2187] loss 0.1058, vq_loss 0.0606, rec_loss 0.0226, wasserstein_loss 0.0934, quant_error 0.1012, codebook_utilization 0.9137, codebook_perplexity 1499.1575,
Train Epoch: [1/30] Iters:[710/2187] loss 0.1103, vq_loss 0.0656, rec_loss 0.0223, wasserstein_loss 0.1028, quant_error 0.1033, codebook_utilization 0.9163, codebook_perplexity 1505.0164,
Train Epoch: [1/30] Iters:[720/2187] loss 0.1079, vq_loss 0.0636, rec_loss 0.0222, wasserstein_loss 0.0986, quant_error 0.1040, codebook_utilization 0.9208, codebook_perplexity 1518.8019,
Train Epoch: [1/30] Iters:[730/2187] loss 0.1012, vq_loss 0.0573, rec_loss 0.0219, wasserstein_loss 0.0856, quant_error 0.1057, codebook_utilization 0.9254, codebook_perplexity 1527.7522,
Train Epoch: [1/30] Iters:[740/2187] loss 0.0989, vq_loss 0.0548, rec_loss 0.0220, wasserstein_loss 0.0796, quant_error 0.1094, codebook_utilization 0.9284, codebook_perplexity 1531.0753,
Train Epoch: [1/30] Iters:[750/2187] loss 0.0909, vq_loss 0.0473, rec_loss 0.0218, wasserstein_loss 0.0639, quant_error 0.1116, codebook_utilization 0.9318, codebook_perplexity 1538.1551,
Train Epoch: [1/30] Iters:[760/2187] loss 0.0890, vq_loss 0.0455, rec_loss 0.0218, wasserstein_loss 0.0595, quant_error 0.1142, codebook_utilization 0.9349, codebook_perplexity 1545.9552,
Train Epoch: [1/30] Iters:[770/2187] loss 0.0950, vq_loss 0.0515, rec_loss 0.0218, wasserstein_loss 0.0708, quant_error 0.1170, codebook_utilization 0.9365, codebook_perplexity 1546.5520,
Train Epoch: [1/30] Iters:[780/2187] loss 0.1017, vq_loss 0.0584, rec_loss 0.0216, wasserstein_loss 0.0843, quant_error 0.1186, codebook_utilization 0.9366, codebook_perplexity 1547.8627,
Train Epoch: [1/30] Iters:[790/2187] loss 0.1039, vq_loss 0.0610, rec_loss 0.0214, wasserstein_loss 0.0892, quant_error 0.1192, codebook_utilization 0.9381, codebook_perplexity 1556.3835,
Train Epoch: [1/30] Iters:[800/2187] loss 0.1074, vq_loss 0.0643, rec_loss 0.0216, wasserstein_loss 0.0951, quant_error 0.1219, codebook_utilization 0.9396, codebook_perplexity 1562.1271,
Train Epoch: [1/30] Iters:[810/2187] loss 0.1058, vq_loss 0.0629, rec_loss 0.0215, wasserstein_loss 0.0919, quant_error 0.1232, codebook_utilization 0.9400, codebook_perplexity 1561.0137,
Train Epoch: [1/30] Iters:[820/2187] loss 0.1020, vq_loss 0.0593, rec_loss 0.0213, wasserstein_loss 0.0844, quant_error 0.1245, codebook_utilization 0.9403, codebook_perplexity 1565.9772,
Train Epoch: [1/30] Iters:[830/2187] loss 0.0954, vq_loss 0.0528, rec_loss 0.0213, wasserstein_loss 0.0706, quant_error 0.1272, codebook_utilization 0.9429, codebook_perplexity 1571.8592,
Train Epoch: [1/30] Iters:[840/2187] loss 0.0917, vq_loss 0.0493, rec_loss 0.0212, wasserstein_loss 0.0628, quant_error 0.1301, codebook_utilization 0.9430, codebook_perplexity 1571.2775,
Train Epoch: [1/30] Iters:[850/2187] loss 0.0919, vq_loss 0.0498, rec_loss 0.0210, wasserstein_loss 0.0631, quant_error 0.1332, codebook_utilization 0.9440, codebook_perplexity 1573.5909,
Train Epoch: [1/30] Iters:[860/2187] loss 0.0935, vq_loss 0.0514, rec_loss 0.0211, wasserstein_loss 0.0653, quant_error 0.1363, codebook_utilization 0.9448, codebook_perplexity 1576.3990,
Train Epoch: [1/30] Iters:[870/2187] loss 0.0950, vq_loss 0.0529, rec_loss 0.0211, wasserstein_loss 0.0678, quant_error 0.1379, codebook_utilization 0.9449, codebook_perplexity 1575.8455,
Train Epoch: [1/30] Iters:[880/2187] loss 0.0990, vq_loss 0.0573, rec_loss 0.0209, wasserstein_loss 0.0763, quant_error 0.1393, codebook_utilization 0.9450, codebook_perplexity 1578.2525,
Train Epoch: [1/30] Iters:[890/2187] loss 0.1040, vq_loss 0.0628, rec_loss 0.0206, wasserstein_loss 0.0866, quant_error 0.1414, codebook_utilization 0.9448, codebook_perplexity 1574.9673,
Train Epoch: [1/30] Iters:[900/2187] loss 0.1004, vq_loss 0.0590, rec_loss 0.0207, wasserstein_loss 0.0790, quant_error 0.1418, codebook_utilization 0.9438, codebook_perplexity 1572.4958,
Train Epoch: [1/30] Iters:[910/2187] loss 0.1006, vq_loss 0.0598, rec_loss 0.0204, wasserstein_loss 0.0807, quant_error 0.1418, codebook_utilization 0.9432, codebook_perplexity 1572.3325,
Train Epoch: [1/30] Iters:[920/2187] loss 0.0994, vq_loss 0.0591, rec_loss 0.0201, wasserstein_loss 0.0785, quant_error 0.1444, codebook_utilization 0.9444, codebook_perplexity 1573.8670,
Train Epoch: [1/30] Iters:[930/2187] loss 0.0964, vq_loss 0.0557, rec_loss 0.0203, wasserstein_loss 0.0709, quant_error 0.1474, codebook_utilization 0.9451, codebook_perplexity 1573.5518,
Train Epoch: [1/30] Iters:[940/2187] loss 0.0927, vq_loss 0.0515, rec_loss 0.0206, wasserstein_loss 0.0615, quant_error 0.1509, codebook_utilization 0.9465, codebook_perplexity 1573.8734,
Train Epoch: [1/30] Iters:[950/2187] loss 0.0936, vq_loss 0.0523, rec_loss 0.0206, wasserstein_loss 0.0629, quant_error 0.1518, codebook_utilization 0.9471, codebook_perplexity 1575.6481,
Train Epoch: [1/30] Iters:[960/2187] loss 0.0917, vq_loss 0.0507, rec_loss 0.0205, wasserstein_loss 0.0589, quant_error 0.1544, codebook_utilization 0.9476, codebook_perplexity 1571.7657,
Train Epoch: [1/30] Iters:[970/2187] loss 0.0908, vq_loss 0.0496, rec_loss 0.0206, wasserstein_loss 0.0561, quant_error 0.1567, codebook_utilization 0.9477, codebook_perplexity 1570.3718,
Train Epoch: [1/30] Iters:[980/2187] loss 0.0921, vq_loss 0.0512, rec_loss 0.0205, wasserstein_loss 0.0593, quant_error 0.1566, codebook_utilization 0.9463, codebook_perplexity 1567.9562,
Train Epoch: [1/30] Iters:[990/2187] loss 0.0914, vq_loss 0.0505, rec_loss 0.0205, wasserstein_loss 0.0585, quant_error 0.1546, codebook_utilization 0.9456, codebook_perplexity 1572.5508,
Train Epoch: [1/30] Iters:[1000/2187] loss 0.0913, vq_loss 0.0510, rec_loss 0.0201, wasserstein_loss 0.0590, quant_error 0.1562, codebook_utilization 0.9460, codebook_perplexity 1573.9757,
Train Epoch: [1/30] Iters:[1010/2187] loss 0.0917, vq_loss 0.0512, rec_loss 0.0202, wasserstein_loss 0.0586, quant_error 0.1591, codebook_utilization 0.9466, codebook_perplexity 1579.2675,
Train Epoch: [1/30] Iters:[1020/2187] loss 0.0948, vq_loss 0.0539, rec_loss 0.0204, wasserstein_loss 0.0636, quant_error 0.1610, codebook_utilization 0.9463, codebook_perplexity 1580.1280,
Train Epoch: [1/30] Iters:[1030/2187] loss 0.0951, vq_loss 0.0547, rec_loss 0.0202, wasserstein_loss 0.0644, quant_error 0.1637, codebook_utilization 0.9461, codebook_perplexity 1578.8810,
Train Epoch: [1/30] Iters:[1040/2187] loss 0.0975, vq_loss 0.0561, rec_loss 0.0207, wasserstein_loss 0.0657, quant_error 0.1692, codebook_utilization 0.9463, codebook_perplexity 1577.2455,
Train Epoch: [1/30] Iters:[1050/2187] loss 0.1006, vq_loss 0.0581, rec_loss 0.0213, wasserstein_loss 0.0679, quant_error 0.1758, codebook_utilization 0.9449, codebook_perplexity 1567.2490,
Train Epoch: [1/30] Iters:[1060/2187] loss 0.1059, vq_loss 0.0635, rec_loss 0.0212, wasserstein_loss 0.0779, quant_error 0.1786, codebook_utilization 0.9444, codebook_perplexity 1561.3496,
Train Epoch: [1/30] Iters:[1070/2187] loss 0.1045, vq_loss 0.0627, rec_loss 0.0209, wasserstein_loss 0.0766, quant_error 0.1780, codebook_utilization 0.9437, codebook_perplexity 1557.4054,
Train Epoch: [1/30] Iters:[1080/2187] loss 0.1046, vq_loss 0.0625, rec_loss 0.0211, wasserstein_loss 0.0760, quant_error 0.1779, codebook_utilization 0.9439, codebook_perplexity 1559.7750,
Train Epoch: [1/30] Iters:[1090/2187] loss 0.1049, vq_loss 0.0642, rec_loss 0.0204, wasserstein_loss 0.0801, quant_error 0.1753, codebook_utilization 0.9439, codebook_perplexity 1562.0721,
Train Epoch: [1/30] Iters:[1100/2187] loss 0.1024, vq_loss 0.0627, rec_loss 0.0198, wasserstein_loss 0.0780, quant_error 0.1722, codebook_utilization 0.9450, codebook_perplexity 1572.3990,
Train Epoch: [1/30] Iters:[1110/2187] loss 0.1060, vq_loss 0.0662, rec_loss 0.0199, wasserstein_loss 0.0856, quant_error 0.1702, codebook_utilization 0.9451, codebook_perplexity 1577.7549,
Train Epoch: [1/30] Iters:[1120/2187] loss 0.1127, vq_loss 0.0732, rec_loss 0.0198, wasserstein_loss 0.1000, quant_error 0.1688, codebook_utilization 0.9450, codebook_perplexity 1580.4859,
Train Epoch: [1/30] Iters:[1130/2187] loss 0.1180, vq_loss 0.0790, rec_loss 0.0195, wasserstein_loss 0.1115, quant_error 0.1692, codebook_utilization 0.9440, codebook_perplexity 1578.0771,
Train Epoch: [1/30] Iters:[1140/2187] loss 0.1247, vq_loss 0.0863, rec_loss 0.0192, wasserstein_loss 0.1256, quant_error 0.1707, codebook_utilization 0.9429, codebook_perplexity 1576.0303,
Train Epoch: [1/30] Iters:[1150/2187] loss 0.1277, vq_loss 0.0896, rec_loss 0.0191, wasserstein_loss 0.1321, quant_error 0.1712, codebook_utilization 0.9425, codebook_perplexity 1577.2145,
Train Epoch: [1/30] Iters:[1160/2187] loss 0.1225, vq_loss 0.0847, rec_loss 0.0189, wasserstein_loss 0.1214, quant_error 0.1743, codebook_utilization 0.9429, codebook_perplexity 1578.7137,
Train Epoch: [1/30] Iters:[1170/2187] loss 0.1134, vq_loss 0.0758, rec_loss 0.0188, wasserstein_loss 0.1025, quant_error 0.1785, codebook_utilization 0.9434, codebook_perplexity 1580.3163,
Train Epoch: [1/30] Iters:[1180/2187] loss 0.1069, vq_loss 0.0692, rec_loss 0.0189, wasserstein_loss 0.0885, quant_error 0.1817, codebook_utilization 0.9436, codebook_perplexity 1578.7472,
Train Epoch: [1/30] Iters:[1190/2187] loss 0.0960, vq_loss 0.0580, rec_loss 0.0190, wasserstein_loss 0.0652, quant_error 0.1849, codebook_utilization 0.9445, codebook_perplexity 1579.9831,
Train Epoch: [1/30] Iters:[1200/2187] loss 0.0933, vq_loss 0.0554, rec_loss 0.0190, wasserstein_loss 0.0590, quant_error 0.1883, codebook_utilization 0.9442, codebook_perplexity 1577.8907,
Train Epoch: [1/30] Iters:[1210/2187] loss 0.0917, vq_loss 0.0539, rec_loss 0.0189, wasserstein_loss 0.0563, quant_error 0.1874, codebook_utilization 0.9432, codebook_perplexity 1575.1556,
