dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 8
z_channels: 256
factor: 16
beta: 0.1
gamma: 0.5
alpha: 1.0
quantizer_name: wasserstein_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_16384_8_16
loss_pre: loss_1.0_0.1_0.5
training_pre: wasserstein_quantizer_30
saver_name_pre: wasserstein_quantizer_30_FFHQ_model_16384_8_16_loss_1.0_0.1_0.5
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 1.5406, vq_loss 0.9545, rec_loss 0.2931, wasserstein_loss 1.2977, quant_error 2.2231, codebook_utilization 0.0410, codebook_perplexity 116.6652,
Train Epoch: [1/30] Iters:[140/2187] loss 0.1792, vq_loss 0.0699, rec_loss 0.0546, wasserstein_loss 0.1204, quant_error 0.0704, codebook_utilization 0.2739, codebook_perplexity 3431.3207,
Train Epoch: [1/30] Iters:[150/2187] loss 0.1700, vq_loss 0.0648, rec_loss 0.0526, wasserstein_loss 0.1118, quant_error 0.0650, codebook_utilization 0.2836, codebook_perplexity 3647.6766,
Train Epoch: [1/30] Iters:[160/2187] loss 0.1654, vq_loss 0.0621, rec_loss 0.0516, wasserstein_loss 0.1068, quant_error 0.0633, codebook_utilization 0.2937, codebook_perplexity 3870.3850,
Train Epoch: [1/30] Iters:[170/2187] loss 0.1616, vq_loss 0.0624, rec_loss 0.0496, wasserstein_loss 0.1074, quant_error 0.0630, codebook_utilization 0.3003, codebook_perplexity 4015.2278,
Train Epoch: [1/30] Iters:[180/2187] loss 0.1632, vq_loss 0.0655, rec_loss 0.0489, wasserstein_loss 0.1129, quant_error 0.0656, codebook_utilization 0.3036, codebook_perplexity 4076.8096,
Train Epoch: [1/30] Iters:[190/2187] loss 0.1660, vq_loss 0.0707, rec_loss 0.0476, wasserstein_loss 0.1224, quant_error 0.0693, codebook_utilization 0.3059, codebook_perplexity 4113.3039,
Train Epoch: [1/30] Iters:[200/2187] loss 0.1639, vq_loss 0.0712, rec_loss 0.0463, wasserstein_loss 0.1223, quant_error 0.0727, codebook_utilization 0.3107, codebook_perplexity 4210.4931,
Train Epoch: [1/30] Iters:[210/2187] loss 0.1601, vq_loss 0.0714, rec_loss 0.0444, wasserstein_loss 0.1219, quant_error 0.0758, codebook_utilization 0.3125, codebook_perplexity 4244.9125,
Train Epoch: [1/30] Iters:[220/2187] loss 0.1557, vq_loss 0.0697, rec_loss 0.0430, wasserstein_loss 0.1179, quant_error 0.0780, codebook_utilization 0.3125, codebook_perplexity 4247.6214,
Train Epoch: [1/30] Iters:[230/2187] loss 0.1452, vq_loss 0.0628, rec_loss 0.0412, wasserstein_loss 0.1044, quant_error 0.0773, codebook_utilization 0.3135, codebook_perplexity 4290.5275,
Train Epoch: [1/30] Iters:[240/2187] loss 0.1401, vq_loss 0.0612, rec_loss 0.0395, wasserstein_loss 0.1011, quant_error 0.0775, codebook_utilization 0.3138, codebook_perplexity 4305.3715,
Train Epoch: [1/30] Iters:[250/2187] loss 0.1353, vq_loss 0.0590, rec_loss 0.0382, wasserstein_loss 0.0966, quant_error 0.0777, codebook_utilization 0.3162, codebook_perplexity 4359.4072,
Train Epoch: [1/30] Iters:[260/2187] loss 0.1354, vq_loss 0.0616, rec_loss 0.0369, wasserstein_loss 0.1015, quant_error 0.0786, codebook_utilization 0.3178, codebook_perplexity 4394.9962,
Train Epoch: [1/30] Iters:[270/2187] loss 0.1343, vq_loss 0.0624, rec_loss 0.0360, wasserstein_loss 0.1031, quant_error 0.0794, codebook_utilization 0.3205, codebook_perplexity 4447.6924,
Train Epoch: [1/30] Iters:[280/2187] loss 0.1333, vq_loss 0.0632, rec_loss 0.0350, wasserstein_loss 0.1044, quant_error 0.0801, codebook_utilization 0.3242, codebook_perplexity 4519.8445,
Train Epoch: [1/30] Iters:[290/2187] loss 0.1326, vq_loss 0.0649, rec_loss 0.0339, wasserstein_loss 0.1081, quant_error 0.0790, codebook_utilization 0.3277, codebook_perplexity 4596.1411,
Train Epoch: [1/30] Iters:[300/2187] loss 0.1320, vq_loss 0.0670, rec_loss 0.0325, wasserstein_loss 0.1128, quant_error 0.0772, codebook_utilization 0.3290, codebook_perplexity 4624.5548,
Train Epoch: [1/30] Iters:[310/2187] loss 0.1255, vq_loss 0.0622, rec_loss 0.0316, wasserstein_loss 0.1041, quant_error 0.0738, codebook_utilization 0.3311, codebook_perplexity 4672.4834,
Train Epoch: [1/30] Iters:[320/2187] loss 0.1239, vq_loss 0.0625, rec_loss 0.0307, wasserstein_loss 0.1055, quant_error 0.0705, codebook_utilization 0.3342, codebook_perplexity 4737.0776,
Train Epoch: [1/30] Iters:[330/2187] loss 0.1233, vq_loss 0.0631, rec_loss 0.0301, wasserstein_loss 0.1075, quant_error 0.0682, codebook_utilization 0.3378, codebook_perplexity 4810.3497,
Train Epoch: [1/30] Iters:[340/2187] loss 0.1125, vq_loss 0.0538, rec_loss 0.0293, wasserstein_loss 0.0892, quant_error 0.0665, codebook_utilization 0.3405, codebook_perplexity 4861.5002,
Train Epoch: [1/30] Iters:[350/2187] loss 0.1047, vq_loss 0.0464, rec_loss 0.0291, wasserstein_loss 0.0748, quant_error 0.0654, codebook_utilization 0.3439, codebook_perplexity 4929.8591,
Train Epoch: [1/30] Iters:[360/2187] loss 0.1007, vq_loss 0.0435, rec_loss 0.0286, wasserstein_loss 0.0693, quant_error 0.0648, codebook_utilization 0.3468, codebook_perplexity 4981.7709,
Train Epoch: [1/30] Iters:[370/2187] loss 0.1000, vq_loss 0.0432, rec_loss 0.0284, wasserstein_loss 0.0685, quant_error 0.0656, codebook_utilization 0.3491, codebook_perplexity 5020.7300,
Train Epoch: [1/30] Iters:[380/2187] loss 0.0985, vq_loss 0.0422, rec_loss 0.0281, wasserstein_loss 0.0663, quant_error 0.0660, codebook_utilization 0.3501, codebook_perplexity 5036.5440,
Train Epoch: [1/30] Iters:[390/2187] loss 0.1040, vq_loss 0.0480, rec_loss 0.0280, wasserstein_loss 0.0777, quant_error 0.0666, codebook_utilization 0.3505, codebook_perplexity 5046.0035,
Train Epoch: [1/30] Iters:[400/2187] loss 0.1065, vq_loss 0.0515, rec_loss 0.0275, wasserstein_loss 0.0844, quant_error 0.0672, codebook_utilization 0.3504, codebook_perplexity 5040.3974,
Train Epoch: [1/30] Iters:[410/2187] loss 0.1083, vq_loss 0.0534, rec_loss 0.0275, wasserstein_loss 0.0880, quant_error 0.0680, codebook_utilization 0.3504, codebook_perplexity 5046.5232,
Train Epoch: [1/30] Iters:[420/2187] loss 0.1037, vq_loss 0.0501, rec_loss 0.0268, wasserstein_loss 0.0816, quant_error 0.0679, codebook_utilization 0.3509, codebook_perplexity 5059.6703,
Train Epoch: [1/30] Iters:[430/2187] loss 0.1002, vq_loss 0.0481, rec_loss 0.0260, wasserstein_loss 0.0778, quant_error 0.0671, codebook_utilization 0.3505, codebook_perplexity 5055.9610,
Train Epoch: [1/30] Iters:[440/2187] loss 0.0963, vq_loss 0.0444, rec_loss 0.0259, wasserstein_loss 0.0706, quant_error 0.0665, codebook_utilization 0.3513, codebook_perplexity 5070.2090,
Train Epoch: [1/30] Iters:[450/2187] loss 0.0951, vq_loss 0.0441, rec_loss 0.0255, wasserstein_loss 0.0698, quant_error 0.0667, codebook_utilization 0.3522, codebook_perplexity 5089.5546,
Train Epoch: [1/30] Iters:[460/2187] loss 0.0931, vq_loss 0.0424, rec_loss 0.0253, wasserstein_loss 0.0665, quant_error 0.0667, codebook_utilization 0.3529, codebook_perplexity 5099.6163,
Train Epoch: [1/30] Iters:[470/2187] loss 0.0950, vq_loss 0.0444, rec_loss 0.0253, wasserstein_loss 0.0704, quant_error 0.0666, codebook_utilization 0.3536, codebook_perplexity 5111.8281,
Train Epoch: [1/30] Iters:[480/2187] loss 0.0988, vq_loss 0.0483, rec_loss 0.0252, wasserstein_loss 0.0783, quant_error 0.0667, codebook_utilization 0.3549, codebook_perplexity 5139.0993,
Train Epoch: [1/30] Iters:[490/2187] loss 0.1010, vq_loss 0.0518, rec_loss 0.0246, wasserstein_loss 0.0854, quant_error 0.0665, codebook_utilization 0.3558, codebook_perplexity 5157.2879,
Train Epoch: [1/30] Iters:[500/2187] loss 0.1005, vq_loss 0.0513, rec_loss 0.0246, wasserstein_loss 0.0846, quant_error 0.0656, codebook_utilization 0.3564, codebook_perplexity 5172.2484,
Train Epoch: [1/30] Iters:[510/2187] loss 0.1052, vq_loss 0.0569, rec_loss 0.0241, wasserstein_loss 0.0959, quant_error 0.0653, codebook_utilization 0.3571, codebook_perplexity 5189.5979,
Train Epoch: [1/30] Iters:[520/2187] loss 0.1063, vq_loss 0.0584, rec_loss 0.0239, wasserstein_loss 0.0989, quant_error 0.0651, codebook_utilization 0.3579, codebook_perplexity 5209.9358,
Train Epoch: [1/30] Iters:[530/2187] loss 0.1055, vq_loss 0.0580, rec_loss 0.0237, wasserstein_loss 0.0980, quant_error 0.0655, codebook_utilization 0.3581, codebook_perplexity 5215.9236,
Train Epoch: [1/30] Iters:[540/2187] loss 0.1030, vq_loss 0.0555, rec_loss 0.0237, wasserstein_loss 0.0930, quant_error 0.0658, codebook_utilization 0.3590, codebook_perplexity 5236.9441,
Train Epoch: [1/30] Iters:[550/2187] loss 0.1063, vq_loss 0.0593, rec_loss 0.0235, wasserstein_loss 0.1004, quant_error 0.0664, codebook_utilization 0.3594, codebook_perplexity 5244.9129,
Train Epoch: [1/30] Iters:[560/2187] loss 0.1022, vq_loss 0.0557, rec_loss 0.0233, wasserstein_loss 0.0931, quant_error 0.0664, codebook_utilization 0.3596, codebook_perplexity 5247.6283,
Train Epoch: [1/30] Iters:[570/2187] loss 0.1016, vq_loss 0.0556, rec_loss 0.0230, wasserstein_loss 0.0931, quant_error 0.0662, codebook_utilization 0.3597, codebook_perplexity 5245.7502,
Train Epoch: [1/30] Iters:[580/2187] loss 0.0979, vq_loss 0.0520, rec_loss 0.0229, wasserstein_loss 0.0858, quant_error 0.0661, codebook_utilization 0.3601, codebook_perplexity 5252.3545,
Train Epoch: [1/30] Iters:[590/2187] loss 0.0997, vq_loss 0.0541, rec_loss 0.0228, wasserstein_loss 0.0898, quant_error 0.0669, codebook_utilization 0.3599, codebook_perplexity 5245.0271,
Train Epoch: [1/30] Iters:[600/2187] loss 0.1005, vq_loss 0.0557, rec_loss 0.0224, wasserstein_loss 0.0929, quant_error 0.0674, codebook_utilization 0.3602, codebook_perplexity 5252.6960,
Train Epoch: [1/30] Iters:[610/2187] loss 0.0978, vq_loss 0.0531, rec_loss 0.0223, wasserstein_loss 0.0877, quant_error 0.0677, codebook_utilization 0.3616, codebook_perplexity 5284.1917,
Train Epoch: [1/30] Iters:[620/2187] loss 0.0942, vq_loss 0.0497, rec_loss 0.0223, wasserstein_loss 0.0806, quant_error 0.0682, codebook_utilization 0.3626, codebook_perplexity 5310.6138,
Train Epoch: [1/30] Iters:[630/2187] loss 0.0937, vq_loss 0.0494, rec_loss 0.0222, wasserstein_loss 0.0801, quant_error 0.0681, codebook_utilization 0.3629, codebook_perplexity 5315.5045,
Train Epoch: [1/30] Iters:[640/2187] loss 0.0929, vq_loss 0.0482, rec_loss 0.0224, wasserstein_loss 0.0775, quant_error 0.0689, codebook_utilization 0.3635, codebook_perplexity 5328.5564,
Train Epoch: [1/30] Iters:[650/2187] loss 0.0888, vq_loss 0.0443, rec_loss 0.0223, wasserstein_loss 0.0693, quant_error 0.0701, codebook_utilization 0.3638, codebook_perplexity 5334.1070,
Train Epoch: [1/30] Iters:[660/2187] loss 0.0885, vq_loss 0.0443, rec_loss 0.0221, wasserstein_loss 0.0688, quant_error 0.0719, codebook_utilization 0.3636, codebook_perplexity 5326.8233,
Train Epoch: [1/30] Iters:[670/2187] loss 0.0884, vq_loss 0.0442, rec_loss 0.0221, wasserstein_loss 0.0682, quant_error 0.0733, codebook_utilization 0.3640, codebook_perplexity 5330.7726,
Train Epoch: [1/30] Iters:[680/2187] loss 0.0882, vq_loss 0.0444, rec_loss 0.0219, wasserstein_loss 0.0685, quant_error 0.0739, codebook_utilization 0.3651, codebook_perplexity 5357.2093,
Train Epoch: [1/30] Iters:[690/2187] loss 0.0893, vq_loss 0.0462, rec_loss 0.0215, wasserstein_loss 0.0722, quant_error 0.0737, codebook_utilization 0.3657, codebook_perplexity 5370.9309,
Train Epoch: [1/30] Iters:[700/2187] loss 0.0908, vq_loss 0.0480, rec_loss 0.0214, wasserstein_loss 0.0759, quant_error 0.0728, codebook_utilization 0.3657, codebook_perplexity 5368.5556,
Train Epoch: [1/30] Iters:[710/2187] loss 0.1012, vq_loss 0.0588, rec_loss 0.0212, wasserstein_loss 0.0977, quant_error 0.0726, codebook_utilization 0.3653, codebook_perplexity 5362.0576,
Train Epoch: [1/30] Iters:[720/2187] loss 0.1051, vq_loss 0.0628, rec_loss 0.0212, wasserstein_loss 0.1055, quant_error 0.0728, codebook_utilization 0.3645, codebook_perplexity 5340.8658,
Train Epoch: [1/30] Iters:[730/2187] loss 0.1069, vq_loss 0.0648, rec_loss 0.0210, wasserstein_loss 0.1096, quant_error 0.0727, codebook_utilization 0.3640, codebook_perplexity 5328.2564,
Train Epoch: [1/30] Iters:[740/2187] loss 0.1032, vq_loss 0.0617, rec_loss 0.0207, wasserstein_loss 0.1036, quant_error 0.0724, codebook_utilization 0.3635, codebook_perplexity 5318.2878,
Train Epoch: [1/30] Iters:[750/2187] loss 0.0990, vq_loss 0.0578, rec_loss 0.0206, wasserstein_loss 0.0957, quant_error 0.0725, codebook_utilization 0.3645, codebook_perplexity 5338.4910,
Train Epoch: [1/30] Iters:[760/2187] loss 0.0885, vq_loss 0.0472, rec_loss 0.0206, wasserstein_loss 0.0746, quant_error 0.0723, codebook_utilization 0.3655, codebook_perplexity 5356.6362,
Train Epoch: [1/30] Iters:[770/2187] loss 0.0925, vq_loss 0.0519, rec_loss 0.0203, wasserstein_loss 0.0838, quant_error 0.0727, codebook_utilization 0.3651, codebook_perplexity 5349.0347,
Train Epoch: [1/30] Iters:[780/2187] loss 0.0962, vq_loss 0.0558, rec_loss 0.0202, wasserstein_loss 0.0912, quant_error 0.0739, codebook_utilization 0.3656, codebook_perplexity 5355.0404,
Train Epoch: [1/30] Iters:[790/2187] loss 0.0975, vq_loss 0.0571, rec_loss 0.0202, wasserstein_loss 0.0936, quant_error 0.0751, codebook_utilization 0.3662, codebook_perplexity 5368.8866,
Train Epoch: [1/30] Iters:[800/2187] loss 0.0959, vq_loss 0.0557, rec_loss 0.0201, wasserstein_loss 0.0905, quant_error 0.0759, codebook_utilization 0.3664, codebook_perplexity 5373.3928,
Train Epoch: [1/30] Iters:[810/2187] loss 0.0961, vq_loss 0.0564, rec_loss 0.0199, wasserstein_loss 0.0920, quant_error 0.0756, codebook_utilization 0.3658, codebook_perplexity 5358.9318,
Train Epoch: [1/30] Iters:[820/2187] loss 0.0893, vq_loss 0.0492, rec_loss 0.0201, wasserstein_loss 0.0777, quant_error 0.0756, codebook_utilization 0.3670, codebook_perplexity 5383.4875,
Train Epoch: [1/30] Iters:[830/2187] loss 0.0835, vq_loss 0.0437, rec_loss 0.0199, wasserstein_loss 0.0669, quant_error 0.0749, codebook_utilization 0.3672, codebook_perplexity 5389.0958,
Train Epoch: [1/30] Iters:[840/2187] loss 0.0786, vq_loss 0.0389, rec_loss 0.0198, wasserstein_loss 0.0575, quant_error 0.0739, codebook_utilization 0.3672, codebook_perplexity 5390.9418,
Train Epoch: [1/30] Iters:[850/2187] loss 0.0797, vq_loss 0.0401, rec_loss 0.0198, wasserstein_loss 0.0598, quant_error 0.0740, codebook_utilization 0.3673, codebook_perplexity 5393.3699,
Train Epoch: [1/30] Iters:[860/2187] loss 0.0798, vq_loss 0.0404, rec_loss 0.0197, wasserstein_loss 0.0601, quant_error 0.0752, codebook_utilization 0.3683, codebook_perplexity 5417.5493,
Train Epoch: [1/30] Iters:[870/2187] loss 0.0780, vq_loss 0.0392, rec_loss 0.0194, wasserstein_loss 0.0578, quant_error 0.0749, codebook_utilization 0.3689, codebook_perplexity 5436.2971,
Train Epoch: [1/30] Iters:[880/2187] loss 0.0760, vq_loss 0.0371, rec_loss 0.0194, wasserstein_loss 0.0535, quant_error 0.0754, codebook_utilization 0.3694, codebook_perplexity 5447.7386,
Train Epoch: [1/30] Iters:[890/2187] loss 0.0766, vq_loss 0.0377, rec_loss 0.0194, wasserstein_loss 0.0543, quant_error 0.0766, codebook_utilization 0.3695, codebook_perplexity 5448.9416,
Train Epoch: [1/30] Iters:[900/2187] loss 0.0776, vq_loss 0.0387, rec_loss 0.0195, wasserstein_loss 0.0561, quant_error 0.0773, codebook_utilization 0.3696, codebook_perplexity 5447.5468,
Train Epoch: [1/30] Iters:[910/2187] loss 0.0852, vq_loss 0.0457, rec_loss 0.0198, wasserstein_loss 0.0700, quant_error 0.0776, codebook_utilization 0.3699, codebook_perplexity 5455.2743,
Train Epoch: [1/30] Iters:[920/2187] loss 0.0892, vq_loss 0.0495, rec_loss 0.0199, wasserstein_loss 0.0774, quant_error 0.0786, codebook_utilization 0.3697, codebook_perplexity 5444.0976,
Train Epoch: [1/30] Iters:[930/2187] loss 0.0897, vq_loss 0.0502, rec_loss 0.0198, wasserstein_loss 0.0786, quant_error 0.0790, codebook_utilization 0.3697, codebook_perplexity 5442.0731,
Train Epoch: [1/30] Iters:[940/2187] loss 0.0906, vq_loss 0.0513, rec_loss 0.0197, wasserstein_loss 0.0808, quant_error 0.0790, codebook_utilization 0.3698, codebook_perplexity 5441.6624,
Train Epoch: [1/30] Iters:[950/2187] loss 0.0905, vq_loss 0.0514, rec_loss 0.0196, wasserstein_loss 0.0811, quant_error 0.0787, codebook_utilization 0.3700, codebook_perplexity 5451.4411,
Train Epoch: [1/30] Iters:[960/2187] loss 0.0807, vq_loss 0.0421, rec_loss 0.0193, wasserstein_loss 0.0627, quant_error 0.0780, codebook_utilization 0.3698, codebook_perplexity 5443.9691,
Train Epoch: [1/30] Iters:[970/2187] loss 0.0773, vq_loss 0.0392, rec_loss 0.0191, wasserstein_loss 0.0569, quant_error 0.0778, codebook_utilization 0.3697, codebook_perplexity 5449.5792,
Train Epoch: [1/30] Iters:[980/2187] loss 0.0863, vq_loss 0.0483, rec_loss 0.0190, wasserstein_loss 0.0751, quant_error 0.0782, codebook_utilization 0.3699, codebook_perplexity 5458.3917,
Train Epoch: [1/30] Iters:[990/2187] loss 0.0871, vq_loss 0.0494, rec_loss 0.0189, wasserstein_loss 0.0771, quant_error 0.0785, codebook_utilization 0.3702, codebook_perplexity 5464.8722,
Train Epoch: [1/30] Iters:[1000/2187] loss 0.0896, vq_loss 0.0519, rec_loss 0.0188, wasserstein_loss 0.0820, quant_error 0.0791, codebook_utilization 0.3709, codebook_perplexity 5478.3217,
Train Epoch: [1/30] Iters:[1010/2187] loss 0.0949, vq_loss 0.0573, rec_loss 0.0188, wasserstein_loss 0.0926, quant_error 0.0803, codebook_utilization 0.3712, codebook_perplexity 5487.0242,
Train Epoch: [1/30] Iters:[1020/2187] loss 0.0952, vq_loss 0.0573, rec_loss 0.0189, wasserstein_loss 0.0923, quant_error 0.0809, codebook_utilization 0.3715, codebook_perplexity 5490.7613,
Train Epoch: [1/30] Iters:[1030/2187] loss 0.0862, vq_loss 0.0479, rec_loss 0.0191, wasserstein_loss 0.0735, quant_error 0.0814, codebook_utilization 0.3714, codebook_perplexity 5485.1763,
Train Epoch: [1/30] Iters:[1040/2187] loss 0.0935, vq_loss 0.0554, rec_loss 0.0190, wasserstein_loss 0.0884, quant_error 0.0812, codebook_utilization 0.3709, codebook_perplexity 5473.5820,
Train Epoch: [1/30] Iters:[1050/2187] loss 0.0917, vq_loss 0.0540, rec_loss 0.0188, wasserstein_loss 0.0858, quant_error 0.0809, codebook_utilization 0.3705, codebook_perplexity 5462.9613,
Train Epoch: [1/30] Iters:[1060/2187] loss 0.0875, vq_loss 0.0500, rec_loss 0.0187, wasserstein_loss 0.0779, quant_error 0.0803, codebook_utilization 0.3711, codebook_perplexity 5475.8252,
Train Epoch: [1/30] Iters:[1070/2187] loss 0.0886, vq_loss 0.0515, rec_loss 0.0186, wasserstein_loss 0.0808, quant_error 0.0806, codebook_utilization 0.3714, codebook_perplexity 5481.5837,
Train Epoch: [1/30] Iters:[1080/2187] loss 0.0933, vq_loss 0.0566, rec_loss 0.0183, wasserstein_loss 0.0911, quant_error 0.0803, codebook_utilization 0.3717, codebook_perplexity 5491.2411,
Train Epoch: [1/30] Iters:[1090/2187] loss 0.0888, vq_loss 0.0519, rec_loss 0.0184, wasserstein_loss 0.0815, quant_error 0.0814, codebook_utilization 0.3722, codebook_perplexity 5505.2200,
Train Epoch: [1/30] Iters:[1100/2187] loss 0.0881, vq_loss 0.0515, rec_loss 0.0183, wasserstein_loss 0.0805, quant_error 0.0819, codebook_utilization 0.3720, codebook_perplexity 5502.2710,
Train Epoch: [1/30] Iters:[1110/2187] loss 0.0900, vq_loss 0.0535, rec_loss 0.0183, wasserstein_loss 0.0841, quant_error 0.0830, codebook_utilization 0.3718, codebook_perplexity 5498.6128,
Train Epoch: [1/30] Iters:[1120/2187] loss 0.0850, vq_loss 0.0487, rec_loss 0.0181, wasserstein_loss 0.0747, quant_error 0.0829, codebook_utilization 0.3718, codebook_perplexity 5498.6348,
Train Epoch: [1/30] Iters:[1130/2187] loss 0.0804, vq_loss 0.0447, rec_loss 0.0179, wasserstein_loss 0.0665, quant_error 0.0830, codebook_utilization 0.3717, codebook_perplexity 5495.9657,
Train Epoch: [1/30] Iters:[1140/2187] loss 0.0766, vq_loss 0.0414, rec_loss 0.0176, wasserstein_loss 0.0600, quant_error 0.0825, codebook_utilization 0.3719, codebook_perplexity 5498.1959,
Train Epoch: [1/30] Iters:[1150/2187] loss 0.0807, vq_loss 0.0454, rec_loss 0.0176, wasserstein_loss 0.0681, quant_error 0.0829, codebook_utilization 0.3718, codebook_perplexity 5495.5586,
Train Epoch: [1/30] Iters:[1160/2187] loss 0.0761, vq_loss 0.0412, rec_loss 0.0175, wasserstein_loss 0.0595, quant_error 0.0830, codebook_utilization 0.3716, codebook_perplexity 5490.4589,
Train Epoch: [1/30] Iters:[1170/2187] loss 0.0791, vq_loss 0.0445, rec_loss 0.0173, wasserstein_loss 0.0660, quant_error 0.0834, codebook_utilization 0.3717, codebook_perplexity 5493.0486,
Train Epoch: [1/30] Iters:[1180/2187] loss 0.0818, vq_loss 0.0469, rec_loss 0.0174, wasserstein_loss 0.0705, quant_error 0.0844, codebook_utilization 0.3722, codebook_perplexity 5498.0342,
Train Epoch: [1/30] Iters:[1190/2187] loss 0.0846, vq_loss 0.0496, rec_loss 0.0175, wasserstein_loss 0.0759, quant_error 0.0850, codebook_utilization 0.3718, codebook_perplexity 5490.8388,
Train Epoch: [1/30] Iters:[1200/2187] loss 0.0818, vq_loss 0.0466, rec_loss 0.0176, wasserstein_loss 0.0697, quant_error 0.0855, codebook_utilization 0.3720, codebook_perplexity 5493.9149,
Train Epoch: [1/30] Iters:[1210/2187] loss 0.0842, vq_loss 0.0492, rec_loss 0.0175, wasserstein_loss 0.0752, quant_error 0.0844, codebook_utilization 0.3720, codebook_perplexity 5495.5963,
