dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 50000
codebook_dim: 8
z_channels: 256
factor: 16
beta: 0.1
gamma: 0.5
alpha: 1.0
quantizer_name: wasserstein_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_50000_8_16
loss_pre: loss_1.0_0.1_0.5
training_pre: wasserstein_quantizer_30
saver_name_pre: wasserstein_quantizer_30_FFHQ_model_50000_8_16_loss_1.0_0.1_0.5
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 1.6392, vq_loss 1.0204, rec_loss 0.3094, wasserstein_loss 1.6385, quant_error 1.4630, codebook_utilization 0.0142, codebook_perplexity 159.7048,
Train Epoch: [1/30] Iters:[120/2187] loss 0.2119, vq_loss 0.0952, rec_loss 0.0584, wasserstein_loss 0.1687, quant_error 0.0789, codebook_utilization 0.1100, codebook_perplexity 4589.6302,
Train Epoch: [1/30] Iters:[130/2187] loss 0.1973, vq_loss 0.0857, rec_loss 0.0558, wasserstein_loss 0.1523, quant_error 0.0697, codebook_utilization 0.1144, codebook_perplexity 4888.6952,
Train Epoch: [1/30] Iters:[140/2187] loss 0.1837, vq_loss 0.0757, rec_loss 0.0540, wasserstein_loss 0.1341, quant_error 0.0633, codebook_utilization 0.1196, codebook_perplexity 5228.2060,
Train Epoch: [1/30] Iters:[150/2187] loss 0.1706, vq_loss 0.0677, rec_loss 0.0515, wasserstein_loss 0.1196, quant_error 0.0575, codebook_utilization 0.1238, codebook_perplexity 5508.6669,
Train Epoch: [1/30] Iters:[160/2187] loss 0.1644, vq_loss 0.0651, rec_loss 0.0497, wasserstein_loss 0.1156, quant_error 0.0530, codebook_utilization 0.1266, codebook_perplexity 5692.4284,
Train Epoch: [1/30] Iters:[170/2187] loss 0.1584, vq_loss 0.0622, rec_loss 0.0481, wasserstein_loss 0.1105, quant_error 0.0507, codebook_utilization 0.1287, codebook_perplexity 5824.2746,
Train Epoch: [1/30] Iters:[180/2187] loss 0.1570, vq_loss 0.0636, rec_loss 0.0467, wasserstein_loss 0.1138, quant_error 0.0489, codebook_utilization 0.1309, codebook_perplexity 5959.7484,
Train Epoch: [1/30] Iters:[190/2187] loss 0.1646, vq_loss 0.0748, rec_loss 0.0449, wasserstein_loss 0.1367, quant_error 0.0471, codebook_utilization 0.1318, codebook_perplexity 6023.7252,
Train Epoch: [1/30] Iters:[200/2187] loss 0.1616, vq_loss 0.0743, rec_loss 0.0437, wasserstein_loss 0.1358, quant_error 0.0460, codebook_utilization 0.1325, codebook_perplexity 6062.0643,
Train Epoch: [1/30] Iters:[210/2187] loss 0.1602, vq_loss 0.0753, rec_loss 0.0425, wasserstein_loss 0.1380, quant_error 0.0457, codebook_utilization 0.1330, codebook_perplexity 6094.5459,
Train Epoch: [1/30] Iters:[220/2187] loss 0.1567, vq_loss 0.0743, rec_loss 0.0412, wasserstein_loss 0.1356, quant_error 0.0472, codebook_utilization 0.1331, codebook_perplexity 6089.9252,
Train Epoch: [1/30] Iters:[230/2187] loss 0.1550, vq_loss 0.0745, rec_loss 0.0402, wasserstein_loss 0.1358, quant_error 0.0480, codebook_utilization 0.1336, codebook_perplexity 6124.3730,
Train Epoch: [1/30] Iters:[240/2187] loss 0.1431, vq_loss 0.0649, rec_loss 0.0391, wasserstein_loss 0.1166, quant_error 0.0484, codebook_utilization 0.1341, codebook_perplexity 6158.6261,
Train Epoch: [1/30] Iters:[250/2187] loss 0.1530, vq_loss 0.0772, rec_loss 0.0379, wasserstein_loss 0.1410, quant_error 0.0487, codebook_utilization 0.1343, codebook_perplexity 6174.8783,
Train Epoch: [1/30] Iters:[260/2187] loss 0.1436, vq_loss 0.0700, rec_loss 0.0368, wasserstein_loss 0.1267, quant_error 0.0482, codebook_utilization 0.1346, codebook_perplexity 6193.3006,
Train Epoch: [1/30] Iters:[270/2187] loss 0.1360, vq_loss 0.0656, rec_loss 0.0352, wasserstein_loss 0.1186, quant_error 0.0457, codebook_utilization 0.1355, codebook_perplexity 6262.4831,
Train Epoch: [1/30] Iters:[280/2187] loss 0.1271, vq_loss 0.0587, rec_loss 0.0342, wasserstein_loss 0.1054, quant_error 0.0434, codebook_utilization 0.1365, codebook_perplexity 6338.6085,
Train Epoch: [1/30] Iters:[290/2187] loss 0.1245, vq_loss 0.0568, rec_loss 0.0339, wasserstein_loss 0.1018, quant_error 0.0428, codebook_utilization 0.1368, codebook_perplexity 6356.2656,
Train Epoch: [1/30] Iters:[300/2187] loss 0.1083, vq_loss 0.0416, rec_loss 0.0334, wasserstein_loss 0.0714, quant_error 0.0427, codebook_utilization 0.1375, codebook_perplexity 6388.0227,
Train Epoch: [1/30] Iters:[310/2187] loss 0.1032, vq_loss 0.0380, rec_loss 0.0326, wasserstein_loss 0.0643, quant_error 0.0426, codebook_utilization 0.1384, codebook_perplexity 6447.2924,
Train Epoch: [1/30] Iters:[320/2187] loss 0.0981, vq_loss 0.0343, rec_loss 0.0319, wasserstein_loss 0.0570, quant_error 0.0422, codebook_utilization 0.1389, codebook_perplexity 6481.3200,
Train Epoch: [1/30] Iters:[330/2187] loss 0.0978, vq_loss 0.0345, rec_loss 0.0317, wasserstein_loss 0.0572, quant_error 0.0427, codebook_utilization 0.1390, codebook_perplexity 6486.0732,
Train Epoch: [1/30] Iters:[340/2187] loss 0.0959, vq_loss 0.0338, rec_loss 0.0311, wasserstein_loss 0.0557, quant_error 0.0434, codebook_utilization 0.1393, codebook_perplexity 6515.4022,
Train Epoch: [1/30] Iters:[350/2187] loss 0.1027, vq_loss 0.0416, rec_loss 0.0305, wasserstein_loss 0.0711, quant_error 0.0439, codebook_utilization 0.1395, codebook_perplexity 6527.4314,
Train Epoch: [1/30] Iters:[360/2187] loss 0.1041, vq_loss 0.0440, rec_loss 0.0300, wasserstein_loss 0.0759, quant_error 0.0442, codebook_utilization 0.1395, codebook_perplexity 6524.3889,
Train Epoch: [1/30] Iters:[370/2187] loss 0.1113, vq_loss 0.0516, rec_loss 0.0299, wasserstein_loss 0.0909, quant_error 0.0447, codebook_utilization 0.1398, codebook_perplexity 6547.7114,
Train Epoch: [1/30] Iters:[380/2187] loss 0.1107, vq_loss 0.0525, rec_loss 0.0291, wasserstein_loss 0.0928, quant_error 0.0445, codebook_utilization 0.1402, codebook_perplexity 6572.0642,
Train Epoch: [1/30] Iters:[390/2187] loss 0.1120, vq_loss 0.0553, rec_loss 0.0283, wasserstein_loss 0.0985, quant_error 0.0442, codebook_utilization 0.1406, codebook_perplexity 6600.5748,
Train Epoch: [1/30] Iters:[400/2187] loss 0.1060, vq_loss 0.0507, rec_loss 0.0277, wasserstein_loss 0.0893, quant_error 0.0438, codebook_utilization 0.1408, codebook_perplexity 6619.9582,
Train Epoch: [1/30] Iters:[410/2187] loss 0.1108, vq_loss 0.0557, rec_loss 0.0275, wasserstein_loss 0.0994, quant_error 0.0438, codebook_utilization 0.1410, codebook_perplexity 6632.4707,
Train Epoch: [1/30] Iters:[420/2187] loss 0.1070, vq_loss 0.0525, rec_loss 0.0272, wasserstein_loss 0.0930, quant_error 0.0440, codebook_utilization 0.1411, codebook_perplexity 6632.5861,
Train Epoch: [1/30] Iters:[430/2187] loss 0.1061, vq_loss 0.0531, rec_loss 0.0265, wasserstein_loss 0.0941, quant_error 0.0443, codebook_utilization 0.1411, codebook_perplexity 6634.1934,
Train Epoch: [1/30] Iters:[440/2187] loss 0.1006, vq_loss 0.0482, rec_loss 0.0262, wasserstein_loss 0.0844, quant_error 0.0434, codebook_utilization 0.1413, codebook_perplexity 6651.3170,
Train Epoch: [1/30] Iters:[450/2187] loss 0.0984, vq_loss 0.0470, rec_loss 0.0257, wasserstein_loss 0.0823, quant_error 0.0425, codebook_utilization 0.1412, codebook_perplexity 6646.8735,
Train Epoch: [1/30] Iters:[460/2187] loss 0.0916, vq_loss 0.0418, rec_loss 0.0249, wasserstein_loss 0.0721, quant_error 0.0416, codebook_utilization 0.1413, codebook_perplexity 6653.1731,
Train Epoch: [1/30] Iters:[470/2187] loss 0.0901, vq_loss 0.0409, rec_loss 0.0246, wasserstein_loss 0.0706, quant_error 0.0410, codebook_utilization 0.1408, codebook_perplexity 6622.0539,
Train Epoch: [1/30] Iters:[480/2187] loss 0.0964, vq_loss 0.0471, rec_loss 0.0247, wasserstein_loss 0.0829, quant_error 0.0408, codebook_utilization 0.1408, codebook_perplexity 6618.2510,
Train Epoch: [1/30] Iters:[490/2187] loss 0.0980, vq_loss 0.0489, rec_loss 0.0246, wasserstein_loss 0.0862, quant_error 0.0420, codebook_utilization 0.1408, codebook_perplexity 6609.8425,
Train Epoch: [1/30] Iters:[500/2187] loss 0.1014, vq_loss 0.0521, rec_loss 0.0247, wasserstein_loss 0.0925, quant_error 0.0426, codebook_utilization 0.1410, codebook_perplexity 6623.7936,
Train Epoch: [1/30] Iters:[510/2187] loss 0.1008, vq_loss 0.0517, rec_loss 0.0245, wasserstein_loss 0.0916, quant_error 0.0431, codebook_utilization 0.1409, codebook_perplexity 6619.1043,
Train Epoch: [1/30] Iters:[520/2187] loss 0.1019, vq_loss 0.0536, rec_loss 0.0242, wasserstein_loss 0.0952, quant_error 0.0435, codebook_utilization 0.1416, codebook_perplexity 6668.3098,
Train Epoch: [1/30] Iters:[530/2187] loss 0.0920, vq_loss 0.0445, rec_loss 0.0237, wasserstein_loss 0.0773, quant_error 0.0428, codebook_utilization 0.1420, codebook_perplexity 6691.2120,
Train Epoch: [1/30] Iters:[540/2187] loss 0.0881, vq_loss 0.0416, rec_loss 0.0233, wasserstein_loss 0.0718, quant_error 0.0413, codebook_utilization 0.1423, codebook_perplexity 6716.4047,
Train Epoch: [1/30] Iters:[550/2187] loss 0.0850, vq_loss 0.0388, rec_loss 0.0231, wasserstein_loss 0.0665, quant_error 0.0401, codebook_utilization 0.1427, codebook_perplexity 6745.1434,
Train Epoch: [1/30] Iters:[560/2187] loss 0.0855, vq_loss 0.0391, rec_loss 0.0232, wasserstein_loss 0.0674, quant_error 0.0395, codebook_utilization 0.1430, codebook_perplexity 6766.8804,
Train Epoch: [1/30] Iters:[570/2187] loss 0.0848, vq_loss 0.0374, rec_loss 0.0237, wasserstein_loss 0.0639, quant_error 0.0397, codebook_utilization 0.1428, codebook_perplexity 6747.6575,
Train Epoch: [1/30] Iters:[580/2187] loss 0.0969, vq_loss 0.0493, rec_loss 0.0238, wasserstein_loss 0.0873, quant_error 0.0408, codebook_utilization 0.1426, codebook_perplexity 6730.5826,
Train Epoch: [1/30] Iters:[590/2187] loss 0.1014, vq_loss 0.0539, rec_loss 0.0238, wasserstein_loss 0.0963, quant_error 0.0419, codebook_utilization 0.1427, codebook_perplexity 6738.4933,
Train Epoch: [1/30] Iters:[600/2187] loss 0.0994, vq_loss 0.0525, rec_loss 0.0234, wasserstein_loss 0.0933, quant_error 0.0427, codebook_utilization 0.1427, codebook_perplexity 6737.6419,
Train Epoch: [1/30] Iters:[610/2187] loss 0.0962, vq_loss 0.0501, rec_loss 0.0230, wasserstein_loss 0.0885, quant_error 0.0430, codebook_utilization 0.1430, codebook_perplexity 6755.0559,
Train Epoch: [1/30] Iters:[620/2187] loss 0.0902, vq_loss 0.0463, rec_loss 0.0220, wasserstein_loss 0.0809, quant_error 0.0425, codebook_utilization 0.1435, codebook_perplexity 6794.4565,
Train Epoch: [1/30] Iters:[630/2187] loss 0.0783, vq_loss 0.0346, rec_loss 0.0219, wasserstein_loss 0.0578, quant_error 0.0418, codebook_utilization 0.1439, codebook_perplexity 6828.6122,
Train Epoch: [1/30] Iters:[640/2187] loss 0.0742, vq_loss 0.0314, rec_loss 0.0214, wasserstein_loss 0.0512, quant_error 0.0417, codebook_utilization 0.1439, codebook_perplexity 6827.4877,
Train Epoch: [1/30] Iters:[650/2187] loss 0.0739, vq_loss 0.0313, rec_loss 0.0213, wasserstein_loss 0.0510, quant_error 0.0422, codebook_utilization 0.1439, codebook_perplexity 6832.8249,
Train Epoch: [1/30] Iters:[660/2187] loss 0.0743, vq_loss 0.0318, rec_loss 0.0213, wasserstein_loss 0.0519, quant_error 0.0425, codebook_utilization 0.1438, codebook_perplexity 6823.3489,
Train Epoch: [1/30] Iters:[670/2187] loss 0.0769, vq_loss 0.0339, rec_loss 0.0215, wasserstein_loss 0.0559, quant_error 0.0432, codebook_utilization 0.1439, codebook_perplexity 6831.7903,
Train Epoch: [1/30] Iters:[680/2187] loss 0.0791, vq_loss 0.0369, rec_loss 0.0211, wasserstein_loss 0.0617, quant_error 0.0439, codebook_utilization 0.1438, codebook_perplexity 6827.2477,
Train Epoch: [1/30] Iters:[690/2187] loss 0.0796, vq_loss 0.0374, rec_loss 0.0211, wasserstein_loss 0.0627, quant_error 0.0441, codebook_utilization 0.1439, codebook_perplexity 6830.2404,
Train Epoch: [1/30] Iters:[700/2187] loss 0.0793, vq_loss 0.0380, rec_loss 0.0207, wasserstein_loss 0.0638, quant_error 0.0441, codebook_utilization 0.1439, codebook_perplexity 6826.8738,
Train Epoch: [1/30] Iters:[710/2187] loss 0.0817, vq_loss 0.0403, rec_loss 0.0207, wasserstein_loss 0.0683, quant_error 0.0449, codebook_utilization 0.1440, codebook_perplexity 6834.0290,
Train Epoch: [1/30] Iters:[720/2187] loss 0.0855, vq_loss 0.0448, rec_loss 0.0204, wasserstein_loss 0.0772, quant_error 0.0449, codebook_utilization 0.1439, codebook_perplexity 6827.0065,
Train Epoch: [1/30] Iters:[730/2187] loss 0.0838, vq_loss 0.0427, rec_loss 0.0206, wasserstein_loss 0.0731, quant_error 0.0450, codebook_utilization 0.1440, codebook_perplexity 6835.0545,
Train Epoch: [1/30] Iters:[740/2187] loss 0.0813, vq_loss 0.0402, rec_loss 0.0206, wasserstein_loss 0.0680, quant_error 0.0449, codebook_utilization 0.1442, codebook_perplexity 6844.1383,
Train Epoch: [1/30] Iters:[750/2187] loss 0.0858, vq_loss 0.0448, rec_loss 0.0205, wasserstein_loss 0.0772, quant_error 0.0450, codebook_utilization 0.1444, codebook_perplexity 6856.1152,
Train Epoch: [1/30] Iters:[760/2187] loss 0.0832, vq_loss 0.0430, rec_loss 0.0201, wasserstein_loss 0.0736, quant_error 0.0448, codebook_utilization 0.1444, codebook_perplexity 6861.0966,
Train Epoch: [1/30] Iters:[770/2187] loss 0.0862, vq_loss 0.0463, rec_loss 0.0200, wasserstein_loss 0.0799, quant_error 0.0459, codebook_utilization 0.1443, codebook_perplexity 6853.4067,
Train Epoch: [1/30] Iters:[780/2187] loss 0.0907, vq_loss 0.0519, rec_loss 0.0194, wasserstein_loss 0.0910, quant_error 0.0466, codebook_utilization 0.1444, codebook_perplexity 6856.9159,
Train Epoch: [1/30] Iters:[790/2187] loss 0.0932, vq_loss 0.0548, rec_loss 0.0192, wasserstein_loss 0.0965, quant_error 0.0477, codebook_utilization 0.1444, codebook_perplexity 6855.3491,
Train Epoch: [1/30] Iters:[800/2187] loss 0.0894, vq_loss 0.0509, rec_loss 0.0192, wasserstein_loss 0.0886, quant_error 0.0481, codebook_utilization 0.1446, codebook_perplexity 6873.1401,
Train Epoch: [1/30] Iters:[810/2187] loss 0.0890, vq_loss 0.0502, rec_loss 0.0194, wasserstein_loss 0.0870, quant_error 0.0486, codebook_utilization 0.1449, codebook_perplexity 6894.6574,
Train Epoch: [1/30] Iters:[820/2187] loss 0.0817, vq_loss 0.0428, rec_loss 0.0194, wasserstein_loss 0.0723, quant_error 0.0484, codebook_utilization 0.1453, codebook_perplexity 6924.4447,
Train Epoch: [1/30] Iters:[830/2187] loss 0.0785, vq_loss 0.0392, rec_loss 0.0197, wasserstein_loss 0.0651, quant_error 0.0483, codebook_utilization 0.1455, codebook_perplexity 6939.1684,
Train Epoch: [1/30] Iters:[840/2187] loss 0.0771, vq_loss 0.0378, rec_loss 0.0197, wasserstein_loss 0.0622, quant_error 0.0483, codebook_utilization 0.1457, codebook_perplexity 6955.5980,
Train Epoch: [1/30] Iters:[850/2187] loss 0.0743, vq_loss 0.0348, rec_loss 0.0197, wasserstein_loss 0.0562, quant_error 0.0487, codebook_utilization 0.1456, codebook_perplexity 6948.1641,
Train Epoch: [1/30] Iters:[860/2187] loss 0.0747, vq_loss 0.0356, rec_loss 0.0196, wasserstein_loss 0.0578, quant_error 0.0485, codebook_utilization 0.1456, codebook_perplexity 6940.5345,
Train Epoch: [1/30] Iters:[870/2187] loss 0.0737, vq_loss 0.0345, rec_loss 0.0196, wasserstein_loss 0.0556, quant_error 0.0486, codebook_utilization 0.1454, codebook_perplexity 6926.2717,
Train Epoch: [1/30] Iters:[880/2187] loss 0.0758, vq_loss 0.0372, rec_loss 0.0193, wasserstein_loss 0.0611, quant_error 0.0485, codebook_utilization 0.1452, codebook_perplexity 6909.7896,
Train Epoch: [1/30] Iters:[890/2187] loss 0.0831, vq_loss 0.0451, rec_loss 0.0190, wasserstein_loss 0.0769, quant_error 0.0481, codebook_utilization 0.1452, codebook_perplexity 6909.5517,
Train Epoch: [1/30] Iters:[900/2187] loss 0.0938, vq_loss 0.0554, rec_loss 0.0192, wasserstein_loss 0.0976, quant_error 0.0483, codebook_utilization 0.1453, codebook_perplexity 6910.5091,
Train Epoch: [1/30] Iters:[910/2187] loss 0.0959, vq_loss 0.0578, rec_loss 0.0190, wasserstein_loss 0.1022, quant_error 0.0489, codebook_utilization 0.1454, codebook_perplexity 6921.1847,
Train Epoch: [1/30] Iters:[920/2187] loss 0.0946, vq_loss 0.0565, rec_loss 0.0190, wasserstein_loss 0.0993, quant_error 0.0494, codebook_utilization 0.1456, codebook_perplexity 6932.3955,
Train Epoch: [1/30] Iters:[930/2187] loss 0.0921, vq_loss 0.0539, rec_loss 0.0191, wasserstein_loss 0.0941, quant_error 0.0497, codebook_utilization 0.1456, codebook_perplexity 6938.9767,
Train Epoch: [1/30] Iters:[940/2187] loss 0.0883, vq_loss 0.0499, rec_loss 0.0192, wasserstein_loss 0.0862, quant_error 0.0499, codebook_utilization 0.1458, codebook_perplexity 6950.2537,
Train Epoch: [1/30] Iters:[950/2187] loss 0.0832, vq_loss 0.0458, rec_loss 0.0187, wasserstein_loss 0.0781, quant_error 0.0495, codebook_utilization 0.1460, codebook_perplexity 6964.8027,
Train Epoch: [1/30] Iters:[960/2187] loss 0.0873, vq_loss 0.0497, rec_loss 0.0188, wasserstein_loss 0.0859, quant_error 0.0493, codebook_utilization 0.1460, codebook_perplexity 6967.0025,
Train Epoch: [1/30] Iters:[970/2187] loss 0.0962, vq_loss 0.0590, rec_loss 0.0186, wasserstein_loss 0.1046, quant_error 0.0486, codebook_utilization 0.1461, codebook_perplexity 6973.6304,
Train Epoch: [1/30] Iters:[980/2187] loss 0.1016, vq_loss 0.0645, rec_loss 0.0186, wasserstein_loss 0.1155, quant_error 0.0487, codebook_utilization 0.1462, codebook_perplexity 6977.7413,
Train Epoch: [1/30] Iters:[990/2187] loss 0.1065, vq_loss 0.0691, rec_loss 0.0187, wasserstein_loss 0.1248, quant_error 0.0491, codebook_utilization 0.1460, codebook_perplexity 6963.2224,
Train Epoch: [1/30] Iters:[1000/2187] loss 0.1051, vq_loss 0.0676, rec_loss 0.0188, wasserstein_loss 0.1213, quant_error 0.0501, codebook_utilization 0.1459, codebook_perplexity 6954.7446,
Train Epoch: [1/30] Iters:[1010/2187] loss 0.0998, vq_loss 0.0627, rec_loss 0.0186, wasserstein_loss 0.1112, quant_error 0.0514, codebook_utilization 0.1458, codebook_perplexity 6944.6133,
Train Epoch: [1/30] Iters:[1020/2187] loss 0.0939, vq_loss 0.0568, rec_loss 0.0185, wasserstein_loss 0.0993, quant_error 0.0519, codebook_utilization 0.1459, codebook_perplexity 6950.1372,
Train Epoch: [1/30] Iters:[1030/2187] loss 0.0848, vq_loss 0.0484, rec_loss 0.0182, wasserstein_loss 0.0827, quant_error 0.0515, codebook_utilization 0.1461, codebook_perplexity 6969.5010,
Train Epoch: [1/30] Iters:[1040/2187] loss 0.0758, vq_loss 0.0396, rec_loss 0.0181, wasserstein_loss 0.0651, quant_error 0.0511, codebook_utilization 0.1462, codebook_perplexity 6981.1421,
Train Epoch: [1/30] Iters:[1050/2187] loss 0.0735, vq_loss 0.0373, rec_loss 0.0181, wasserstein_loss 0.0608, quant_error 0.0503, codebook_utilization 0.1462, codebook_perplexity 6981.3450,
Train Epoch: [1/30] Iters:[1060/2187] loss 0.0789, vq_loss 0.0424, rec_loss 0.0183, wasserstein_loss 0.0713, quant_error 0.0491, codebook_utilization 0.1462, codebook_perplexity 6987.4706,
Train Epoch: [1/30] Iters:[1070/2187] loss 0.0792, vq_loss 0.0430, rec_loss 0.0181, wasserstein_loss 0.0727, quant_error 0.0486, codebook_utilization 0.1461, codebook_perplexity 6978.5075,
Train Epoch: [1/30] Iters:[1080/2187] loss 0.0816, vq_loss 0.0449, rec_loss 0.0184, wasserstein_loss 0.0763, quant_error 0.0493, codebook_utilization 0.1460, codebook_perplexity 6965.2952,
Train Epoch: [1/30] Iters:[1090/2187] loss 0.0819, vq_loss 0.0445, rec_loss 0.0187, wasserstein_loss 0.0753, quant_error 0.0497, codebook_utilization 0.1460, codebook_perplexity 6961.9078,
Train Epoch: [1/30] Iters:[1100/2187] loss 0.0860, vq_loss 0.0485, rec_loss 0.0187, wasserstein_loss 0.0832, quant_error 0.0504, codebook_utilization 0.1458, codebook_perplexity 6949.5025,
Train Epoch: [1/30] Iters:[1110/2187] loss 0.0785, vq_loss 0.0415, rec_loss 0.0185, wasserstein_loss 0.0690, quant_error 0.0510, codebook_utilization 0.1457, codebook_perplexity 6932.8658,
Train Epoch: [1/30] Iters:[1120/2187] loss 0.0766, vq_loss 0.0396, rec_loss 0.0185, wasserstein_loss 0.0652, quant_error 0.0512, codebook_utilization 0.1457, codebook_perplexity 6937.5130,
Train Epoch: [1/30] Iters:[1130/2187] loss 0.0820, vq_loss 0.0452, rec_loss 0.0184, wasserstein_loss 0.0762, quant_error 0.0513, codebook_utilization 0.1456, codebook_perplexity 6934.8685,
Train Epoch: [1/30] Iters:[1140/2187] loss 0.0863, vq_loss 0.0507, rec_loss 0.0178, wasserstein_loss 0.0870, quant_error 0.0519, codebook_utilization 0.1458, codebook_perplexity 6942.7707,
Train Epoch: [1/30] Iters:[1150/2187] loss 0.0832, vq_loss 0.0477, rec_loss 0.0178, wasserstein_loss 0.0811, quant_error 0.0517, codebook_utilization 0.1461, codebook_perplexity 6968.8077,
Train Epoch: [1/30] Iters:[1160/2187] loss 0.0824, vq_loss 0.0467, rec_loss 0.0178, wasserstein_loss 0.0794, quant_error 0.0512, codebook_utilization 0.1465, codebook_perplexity 6995.6746,
Train Epoch: [1/30] Iters:[1170/2187] loss 0.0824, vq_loss 0.0463, rec_loss 0.0180, wasserstein_loss 0.0784, quant_error 0.0516, codebook_utilization 0.1466, codebook_perplexity 7000.8190,
Train Epoch: [1/30] Iters:[1180/2187] loss 0.0765, vq_loss 0.0409, rec_loss 0.0178, wasserstein_loss 0.0679, quant_error 0.0510, codebook_utilization 0.1468, codebook_perplexity 7018.5277,
Train Epoch: [1/30] Iters:[1190/2187] loss 0.0728, vq_loss 0.0370, rec_loss 0.0179, wasserstein_loss 0.0600, quant_error 0.0506, codebook_utilization 0.1469, codebook_perplexity 7026.0172,
Train Epoch: [1/30] Iters:[1200/2187] loss 0.0691, vq_loss 0.0336, rec_loss 0.0177, wasserstein_loss 0.0533, quant_error 0.0504, codebook_utilization 0.1469, codebook_perplexity 7025.7157,
Train Epoch: [1/30] Iters:[1210/2187] loss 0.0728, vq_loss 0.0375, rec_loss 0.0177, wasserstein_loss 0.0611, quant_error 0.0501, codebook_utilization 0.1469, codebook_perplexity 7028.8481,
