dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 4096
codebook_dim: 8
z_channels: 256
factor: 16
beta: 0.1
gamma: 0.5
alpha: 1.0
quantizer_name: wasserstein_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 1
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_4096_8_16
loss_pre: loss_1.0_0.1_0.5
training_pre: wasserstein_quantizer_30
saver_name_pre: wasserstein_quantizer_30_FFHQ_model_4096_8_16_loss_1.0_0.1_0.5
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 1.7889, vq_loss 1.1071, rec_loss 0.3409, wasserstein_loss 1.8556, quant_error 1.3037, codebook_utilization 0.0583, codebook_perplexity 47.7013,
Train Epoch: [1/30] Iters:[220/2187] loss 0.1543, vq_loss 0.0688, rec_loss 0.0428, wasserstein_loss 0.1213, quant_error 0.0591, codebook_utilization 0.6684, codebook_perplexity 2020.4057,
Train Epoch: [1/30] Iters:[230/2187] loss 0.1441, vq_loss 0.0623, rec_loss 0.0409, wasserstein_loss 0.1081, quant_error 0.0599, codebook_utilization 0.6796, codebook_perplexity 2082.5836,
Train Epoch: [1/30] Iters:[240/2187] loss 0.1364, vq_loss 0.0567, rec_loss 0.0399, wasserstein_loss 0.0969, quant_error 0.0602, codebook_utilization 0.6914, codebook_perplexity 2155.8096,
Train Epoch: [1/30] Iters:[250/2187] loss 0.1324, vq_loss 0.0558, rec_loss 0.0383, wasserstein_loss 0.0949, quant_error 0.0605, codebook_utilization 0.7016, codebook_perplexity 2209.8862,
Train Epoch: [1/30] Iters:[260/2187] loss 0.1279, vq_loss 0.0545, rec_loss 0.0367, wasserstein_loss 0.0923, quant_error 0.0609, codebook_utilization 0.7114, codebook_perplexity 2258.5729,
Train Epoch: [1/30] Iters:[270/2187] loss 0.1293, vq_loss 0.0575, rec_loss 0.0359, wasserstein_loss 0.0978, quant_error 0.0623, codebook_utilization 0.7194, codebook_perplexity 2298.5771,
Train Epoch: [1/30] Iters:[280/2187] loss 0.1286, vq_loss 0.0585, rec_loss 0.0351, wasserstein_loss 0.0996, quant_error 0.0634, codebook_utilization 0.7219, codebook_perplexity 2311.1183,
Train Epoch: [1/30] Iters:[290/2187] loss 0.1273, vq_loss 0.0594, rec_loss 0.0339, wasserstein_loss 0.1014, quant_error 0.0637, codebook_utilization 0.7228, codebook_perplexity 2313.8204,
Train Epoch: [1/30] Iters:[300/2187] loss 0.1231, vq_loss 0.0562, rec_loss 0.0334, wasserstein_loss 0.0950, quant_error 0.0636, codebook_utilization 0.7249, codebook_perplexity 2324.0641,
Train Epoch: [1/30] Iters:[310/2187] loss 0.1236, vq_loss 0.0581, rec_loss 0.0328, wasserstein_loss 0.0981, quant_error 0.0657, codebook_utilization 0.7294, codebook_perplexity 2342.5240,
Train Epoch: [1/30] Iters:[320/2187] loss 0.1224, vq_loss 0.0582, rec_loss 0.0321, wasserstein_loss 0.0980, quant_error 0.0672, codebook_utilization 0.7318, codebook_perplexity 2351.1198,
Train Epoch: [1/30] Iters:[330/2187] loss 0.1253, vq_loss 0.0616, rec_loss 0.0318, wasserstein_loss 0.1047, quant_error 0.0674, codebook_utilization 0.7376, codebook_perplexity 2378.8010,
Train Epoch: [1/30] Iters:[340/2187] loss 0.1235, vq_loss 0.0605, rec_loss 0.0315, wasserstein_loss 0.1026, quant_error 0.0673, codebook_utilization 0.7414, codebook_perplexity 2399.3838,
Train Epoch: [1/30] Iters:[350/2187] loss 0.1224, vq_loss 0.0605, rec_loss 0.0310, wasserstein_loss 0.1021, quant_error 0.0685, codebook_utilization 0.7430, codebook_perplexity 2407.2295,
Train Epoch: [1/30] Iters:[360/2187] loss 0.1160, vq_loss 0.0552, rec_loss 0.0304, wasserstein_loss 0.0918, quant_error 0.0677, codebook_utilization 0.7431, codebook_perplexity 2405.0276,
Train Epoch: [1/30] Iters:[370/2187] loss 0.1088, vq_loss 0.0482, rec_loss 0.0303, wasserstein_loss 0.0779, quant_error 0.0672, codebook_utilization 0.7470, codebook_perplexity 2423.9478,
Train Epoch: [1/30] Iters:[380/2187] loss 0.1060, vq_loss 0.0475, rec_loss 0.0292, wasserstein_loss 0.0767, quant_error 0.0667, codebook_utilization 0.7485, codebook_perplexity 2432.0567,
Train Epoch: [1/30] Iters:[390/2187] loss 0.1022, vq_loss 0.0454, rec_loss 0.0284, wasserstein_loss 0.0727, quant_error 0.0655, codebook_utilization 0.7485, codebook_perplexity 2433.4072,
Train Epoch: [1/30] Iters:[400/2187] loss 0.1014, vq_loss 0.0461, rec_loss 0.0276, wasserstein_loss 0.0749, quant_error 0.0632, codebook_utilization 0.7507, codebook_perplexity 2450.9915,
Train Epoch: [1/30] Iters:[410/2187] loss 0.1044, vq_loss 0.0495, rec_loss 0.0274, wasserstein_loss 0.0822, quant_error 0.0614, codebook_utilization 0.7531, codebook_perplexity 2468.8869,
Train Epoch: [1/30] Iters:[420/2187] loss 0.1037, vq_loss 0.0502, rec_loss 0.0267, wasserstein_loss 0.0837, quant_error 0.0610, codebook_utilization 0.7530, codebook_perplexity 2470.8566,
Train Epoch: [1/30] Iters:[430/2187] loss 0.1018, vq_loss 0.0481, rec_loss 0.0269, wasserstein_loss 0.0795, quant_error 0.0604, codebook_utilization 0.7526, codebook_perplexity 2468.5130,
Train Epoch: [1/30] Iters:[440/2187] loss 0.1086, vq_loss 0.0545, rec_loss 0.0270, wasserstein_loss 0.0926, quant_error 0.0601, codebook_utilization 0.7538, codebook_perplexity 2473.9244,
Train Epoch: [1/30] Iters:[450/2187] loss 0.1137, vq_loss 0.0608, rec_loss 0.0265, wasserstein_loss 0.1052, quant_error 0.0599, codebook_utilization 0.7551, codebook_perplexity 2479.3481,
Train Epoch: [1/30] Iters:[460/2187] loss 0.1108, vq_loss 0.0590, rec_loss 0.0259, wasserstein_loss 0.1018, quant_error 0.0586, codebook_utilization 0.7566, codebook_perplexity 2490.8249,
Train Epoch: [1/30] Iters:[470/2187] loss 0.1107, vq_loss 0.0597, rec_loss 0.0255, wasserstein_loss 0.1040, quant_error 0.0559, codebook_utilization 0.7586, codebook_perplexity 2506.8882,
Train Epoch: [1/30] Iters:[480/2187] loss 0.1043, vq_loss 0.0544, rec_loss 0.0250, wasserstein_loss 0.0938, quant_error 0.0543, codebook_utilization 0.7615, codebook_perplexity 2526.6084,
Train Epoch: [1/30] Iters:[490/2187] loss 0.1017, vq_loss 0.0523, rec_loss 0.0247, wasserstein_loss 0.0898, quant_error 0.0538, codebook_utilization 0.7643, codebook_perplexity 2540.6781,
Train Epoch: [1/30] Iters:[500/2187] loss 0.0937, vq_loss 0.0438, rec_loss 0.0250, wasserstein_loss 0.0730, quant_error 0.0530, codebook_utilization 0.7667, codebook_perplexity 2553.0073,
Train Epoch: [1/30] Iters:[510/2187] loss 0.0918, vq_loss 0.0417, rec_loss 0.0251, wasserstein_loss 0.0686, quant_error 0.0535, codebook_utilization 0.7684, codebook_perplexity 2558.0904,
Train Epoch: [1/30] Iters:[520/2187] loss 0.0894, vq_loss 0.0394, rec_loss 0.0250, wasserstein_loss 0.0640, quant_error 0.0538, codebook_utilization 0.7711, codebook_perplexity 2569.2766,
Train Epoch: [1/30] Iters:[530/2187] loss 0.0922, vq_loss 0.0424, rec_loss 0.0249, wasserstein_loss 0.0700, quant_error 0.0539, codebook_utilization 0.7745, codebook_perplexity 2578.4994,
Train Epoch: [1/30] Iters:[540/2187] loss 0.0967, vq_loss 0.0470, rec_loss 0.0249, wasserstein_loss 0.0791, quant_error 0.0537, codebook_utilization 0.7790, codebook_perplexity 2599.4968,
Train Epoch: [1/30] Iters:[550/2187] loss 0.0974, vq_loss 0.0477, rec_loss 0.0248, wasserstein_loss 0.0805, quant_error 0.0547, codebook_utilization 0.7828, codebook_perplexity 2612.1075,
Train Epoch: [1/30] Iters:[560/2187] loss 0.0999, vq_loss 0.0504, rec_loss 0.0248, wasserstein_loss 0.0855, quant_error 0.0554, codebook_utilization 0.7862, codebook_perplexity 2617.8051,
Train Epoch: [1/30] Iters:[570/2187] loss 0.1053, vq_loss 0.0558, rec_loss 0.0248, wasserstein_loss 0.0962, quant_error 0.0559, codebook_utilization 0.7880, codebook_perplexity 2619.6194,
Train Epoch: [1/30] Iters:[580/2187] loss 0.1036, vq_loss 0.0543, rec_loss 0.0247, wasserstein_loss 0.0930, quant_error 0.0565, codebook_utilization 0.7904, codebook_perplexity 2634.1841,
Train Epoch: [1/30] Iters:[590/2187] loss 0.0988, vq_loss 0.0507, rec_loss 0.0241, wasserstein_loss 0.0857, quant_error 0.0567, codebook_utilization 0.7899, codebook_perplexity 2623.2622,
Train Epoch: [1/30] Iters:[600/2187] loss 0.1012, vq_loss 0.0538, rec_loss 0.0237, wasserstein_loss 0.0921, quant_error 0.0562, codebook_utilization 0.7918, codebook_perplexity 2634.3832,
Train Epoch: [1/30] Iters:[610/2187] loss 0.0976, vq_loss 0.0511, rec_loss 0.0232, wasserstein_loss 0.0872, quant_error 0.0544, codebook_utilization 0.7926, codebook_perplexity 2652.1473,
Train Epoch: [1/30] Iters:[620/2187] loss 0.0924, vq_loss 0.0463, rec_loss 0.0230, wasserstein_loss 0.0781, quant_error 0.0531, codebook_utilization 0.7945, codebook_perplexity 2667.6653,
Train Epoch: [1/30] Iters:[630/2187] loss 0.0944, vq_loss 0.0489, rec_loss 0.0228, wasserstein_loss 0.0836, quant_error 0.0515, codebook_utilization 0.7933, codebook_perplexity 2662.7709,
Train Epoch: [1/30] Iters:[640/2187] loss 0.0930, vq_loss 0.0477, rec_loss 0.0226, wasserstein_loss 0.0814, quant_error 0.0510, codebook_utilization 0.7951, codebook_perplexity 2676.0133,
Train Epoch: [1/30] Iters:[650/2187] loss 0.0936, vq_loss 0.0487, rec_loss 0.0224, wasserstein_loss 0.0835, quant_error 0.0510, codebook_utilization 0.7949, codebook_perplexity 2673.6439,
Train Epoch: [1/30] Iters:[660/2187] loss 0.0947, vq_loss 0.0497, rec_loss 0.0225, wasserstein_loss 0.0852, quant_error 0.0514, codebook_utilization 0.7965, codebook_perplexity 2676.7348,
Train Epoch: [1/30] Iters:[670/2187] loss 0.0958, vq_loss 0.0513, rec_loss 0.0223, wasserstein_loss 0.0885, quant_error 0.0512, codebook_utilization 0.7978, codebook_perplexity 2683.0802,
Train Epoch: [1/30] Iters:[680/2187] loss 0.0957, vq_loss 0.0507, rec_loss 0.0225, wasserstein_loss 0.0870, quant_error 0.0521, codebook_utilization 0.8010, codebook_perplexity 2696.7116,
Train Epoch: [1/30] Iters:[690/2187] loss 0.0977, vq_loss 0.0524, rec_loss 0.0226, wasserstein_loss 0.0906, quant_error 0.0518, codebook_utilization 0.8028, codebook_perplexity 2710.9652,
Train Epoch: [1/30] Iters:[700/2187] loss 0.0960, vq_loss 0.0508, rec_loss 0.0226, wasserstein_loss 0.0878, quant_error 0.0503, codebook_utilization 0.8033, codebook_perplexity 2716.0823,
Train Epoch: [1/30] Iters:[710/2187] loss 0.0954, vq_loss 0.0515, rec_loss 0.0220, wasserstein_loss 0.0895, quant_error 0.0494, codebook_utilization 0.8047, codebook_perplexity 2725.3646,
Train Epoch: [1/30] Iters:[720/2187] loss 0.0940, vq_loss 0.0503, rec_loss 0.0219, wasserstein_loss 0.0867, quant_error 0.0504, codebook_utilization 0.8055, codebook_perplexity 2724.2619,
Train Epoch: [1/30] Iters:[730/2187] loss 0.0954, vq_loss 0.0522, rec_loss 0.0216, wasserstein_loss 0.0906, quant_error 0.0504, codebook_utilization 0.8053, codebook_perplexity 2720.4562,
Train Epoch: [1/30] Iters:[740/2187] loss 0.0928, vq_loss 0.0499, rec_loss 0.0214, wasserstein_loss 0.0860, quant_error 0.0504, codebook_utilization 0.8059, codebook_perplexity 2722.5836,
Train Epoch: [1/30] Iters:[750/2187] loss 0.0886, vq_loss 0.0457, rec_loss 0.0215, wasserstein_loss 0.0773, quant_error 0.0510, codebook_utilization 0.8070, codebook_perplexity 2725.5718,
Train Epoch: [1/30] Iters:[760/2187] loss 0.0847, vq_loss 0.0413, rec_loss 0.0217, wasserstein_loss 0.0686, quant_error 0.0510, codebook_utilization 0.8077, codebook_perplexity 2727.3493,
Train Epoch: [1/30] Iters:[770/2187] loss 0.0832, vq_loss 0.0390, rec_loss 0.0221, wasserstein_loss 0.0642, quant_error 0.0505, codebook_utilization 0.8082, codebook_perplexity 2733.9148,
Train Epoch: [1/30] Iters:[780/2187] loss 0.0779, vq_loss 0.0341, rec_loss 0.0219, wasserstein_loss 0.0544, quant_error 0.0502, codebook_utilization 0.8092, codebook_perplexity 2742.7451,
Train Epoch: [1/30] Iters:[790/2187] loss 0.0769, vq_loss 0.0331, rec_loss 0.0219, wasserstein_loss 0.0522, quant_error 0.0510, codebook_utilization 0.8088, codebook_perplexity 2736.8716,
Train Epoch: [1/30] Iters:[800/2187] loss 0.0827, vq_loss 0.0399, rec_loss 0.0214, wasserstein_loss 0.0654, quant_error 0.0523, codebook_utilization 0.8093, codebook_perplexity 2737.7476,
Train Epoch: [1/30] Iters:[810/2187] loss 0.0893, vq_loss 0.0467, rec_loss 0.0213, wasserstein_loss 0.0787, quant_error 0.0533, codebook_utilization 0.8104, codebook_perplexity 2742.7511,
Train Epoch: [1/30] Iters:[820/2187] loss 0.0940, vq_loss 0.0519, rec_loss 0.0211, wasserstein_loss 0.0891, quant_error 0.0530, codebook_utilization 0.8118, codebook_perplexity 2748.0171,
Train Epoch: [1/30] Iters:[830/2187] loss 0.0988, vq_loss 0.0562, rec_loss 0.0213, wasserstein_loss 0.0979, quant_error 0.0529, codebook_utilization 0.8113, codebook_perplexity 2745.9996,
Train Epoch: [1/30] Iters:[840/2187] loss 0.1015, vq_loss 0.0592, rec_loss 0.0212, wasserstein_loss 0.1039, quant_error 0.0525, codebook_utilization 0.8126, codebook_perplexity 2751.2163,
Train Epoch: [1/30] Iters:[850/2187] loss 0.0987, vq_loss 0.0560, rec_loss 0.0214, wasserstein_loss 0.0978, quant_error 0.0513, codebook_utilization 0.8123, codebook_perplexity 2751.2192,
Train Epoch: [1/30] Iters:[860/2187] loss 0.0962, vq_loss 0.0534, rec_loss 0.0214, wasserstein_loss 0.0928, quant_error 0.0505, codebook_utilization 0.8117, codebook_perplexity 2749.6686,
Train Epoch: [1/30] Iters:[870/2187] loss 0.0924, vq_loss 0.0499, rec_loss 0.0213, wasserstein_loss 0.0861, quant_error 0.0501, codebook_utilization 0.8115, codebook_perplexity 2751.0214,
Train Epoch: [1/30] Iters:[880/2187] loss 0.0887, vq_loss 0.0467, rec_loss 0.0210, wasserstein_loss 0.0798, quant_error 0.0498, codebook_utilization 0.8137, codebook_perplexity 2760.4461,
Train Epoch: [1/30] Iters:[890/2187] loss 0.0821, vq_loss 0.0406, rec_loss 0.0207, wasserstein_loss 0.0676, quant_error 0.0498, codebook_utilization 0.8144, codebook_perplexity 2767.4221,
Train Epoch: [1/30] Iters:[900/2187] loss 0.0817, vq_loss 0.0402, rec_loss 0.0207, wasserstein_loss 0.0665, quant_error 0.0508, codebook_utilization 0.8151, codebook_perplexity 2772.8235,
Train Epoch: [1/30] Iters:[910/2187] loss 0.0812, vq_loss 0.0404, rec_loss 0.0204, wasserstein_loss 0.0669, quant_error 0.0503, codebook_utilization 0.8158, codebook_perplexity 2774.5261,
Train Epoch: [1/30] Iters:[920/2187] loss 0.0830, vq_loss 0.0426, rec_loss 0.0202, wasserstein_loss 0.0710, quant_error 0.0512, codebook_utilization 0.8155, codebook_perplexity 2768.1552,
Train Epoch: [1/30] Iters:[930/2187] loss 0.0845, vq_loss 0.0439, rec_loss 0.0203, wasserstein_loss 0.0735, quant_error 0.0522, codebook_utilization 0.8147, codebook_perplexity 2762.7581,
Train Epoch: [1/30] Iters:[940/2187] loss 0.0886, vq_loss 0.0471, rec_loss 0.0207, wasserstein_loss 0.0798, quant_error 0.0527, codebook_utilization 0.8131, codebook_perplexity 2750.8379,
Train Epoch: [1/30] Iters:[950/2187] loss 0.0875, vq_loss 0.0457, rec_loss 0.0209, wasserstein_loss 0.0766, quant_error 0.0538, codebook_utilization 0.8113, codebook_perplexity 2732.3514,
Train Epoch: [1/30] Iters:[960/2187] loss 0.0881, vq_loss 0.0454, rec_loss 0.0213, wasserstein_loss 0.0755, quant_error 0.0556, codebook_utilization 0.8115, codebook_perplexity 2730.9220,
Train Epoch: [1/30] Iters:[970/2187] loss 0.0845, vq_loss 0.0418, rec_loss 0.0213, wasserstein_loss 0.0682, quant_error 0.0562, codebook_utilization 0.8125, codebook_perplexity 2739.0959,
Train Epoch: [1/30] Iters:[980/2187] loss 0.0822, vq_loss 0.0393, rec_loss 0.0215, wasserstein_loss 0.0632, quant_error 0.0562, codebook_utilization 0.8138, codebook_perplexity 2742.0206,
Train Epoch: [1/30] Iters:[990/2187] loss 0.0800, vq_loss 0.0374, rec_loss 0.0213, wasserstein_loss 0.0593, quant_error 0.0563, codebook_utilization 0.8151, codebook_perplexity 2751.5674,
Train Epoch: [1/30] Iters:[1000/2187] loss 0.0781, vq_loss 0.0363, rec_loss 0.0209, wasserstein_loss 0.0575, quant_error 0.0549, codebook_utilization 0.8191, codebook_perplexity 2781.8182,
Train Epoch: [1/30] Iters:[1010/2187] loss 0.0773, vq_loss 0.0355, rec_loss 0.0209, wasserstein_loss 0.0558, quant_error 0.0551, codebook_utilization 0.8189, codebook_perplexity 2779.8308,
Train Epoch: [1/30] Iters:[1020/2187] loss 0.0816, vq_loss 0.0402, rec_loss 0.0207, wasserstein_loss 0.0650, quant_error 0.0556, codebook_utilization 0.8180, codebook_perplexity 2772.1743,
Train Epoch: [1/30] Iters:[1030/2187] loss 0.0875, vq_loss 0.0457, rec_loss 0.0209, wasserstein_loss 0.0758, quant_error 0.0566, codebook_utilization 0.8170, codebook_perplexity 2764.8283,
Train Epoch: [1/30] Iters:[1040/2187] loss 0.0892, vq_loss 0.0477, rec_loss 0.0207, wasserstein_loss 0.0799, quant_error 0.0567, codebook_utilization 0.8166, codebook_perplexity 2757.6367,
Train Epoch: [1/30] Iters:[1050/2187] loss 0.0942, vq_loss 0.0529, rec_loss 0.0207, wasserstein_loss 0.0901, quant_error 0.0567, codebook_utilization 0.8163, codebook_perplexity 2749.0193,
Train Epoch: [1/30] Iters:[1060/2187] loss 0.0975, vq_loss 0.0569, rec_loss 0.0203, wasserstein_loss 0.0986, quant_error 0.0555, codebook_utilization 0.8172, codebook_perplexity 2758.4423,
Train Epoch: [1/30] Iters:[1070/2187] loss 0.0940, vq_loss 0.0536, rec_loss 0.0202, wasserstein_loss 0.0923, quant_error 0.0541, codebook_utilization 0.8186, codebook_perplexity 2768.3473,
Train Epoch: [1/30] Iters:[1080/2187] loss 0.0912, vq_loss 0.0510, rec_loss 0.0201, wasserstein_loss 0.0875, quant_error 0.0528, codebook_utilization 0.8194, codebook_perplexity 2778.2142,
Train Epoch: [1/30] Iters:[1090/2187] loss 0.0879, vq_loss 0.0480, rec_loss 0.0200, wasserstein_loss 0.0818, quant_error 0.0518, codebook_utilization 0.8196, codebook_perplexity 2782.0967,
Train Epoch: [1/30] Iters:[1100/2187] loss 0.0856, vq_loss 0.0455, rec_loss 0.0200, wasserstein_loss 0.0768, quant_error 0.0517, codebook_utilization 0.8196, codebook_perplexity 2785.9801,
Train Epoch: [1/30] Iters:[1110/2187] loss 0.0816, vq_loss 0.0411, rec_loss 0.0202, wasserstein_loss 0.0676, quant_error 0.0529, codebook_utilization 0.8191, codebook_perplexity 2775.5986,
Train Epoch: [1/30] Iters:[1120/2187] loss 0.0888, vq_loss 0.0484, rec_loss 0.0202, wasserstein_loss 0.0814, quant_error 0.0555, codebook_utilization 0.8188, codebook_perplexity 2770.8165,
Train Epoch: [1/30] Iters:[1130/2187] loss 0.0837, vq_loss 0.0436, rec_loss 0.0200, wasserstein_loss 0.0719, quant_error 0.0560, codebook_utilization 0.8194, codebook_perplexity 2773.4097,
Train Epoch: [1/30] Iters:[1140/2187] loss 0.0924, vq_loss 0.0522, rec_loss 0.0201, wasserstein_loss 0.0893, quant_error 0.0549, codebook_utilization 0.8188, codebook_perplexity 2773.0362,
Train Epoch: [1/30] Iters:[1150/2187] loss 0.1001, vq_loss 0.0598, rec_loss 0.0201, wasserstein_loss 0.1043, quant_error 0.0558, codebook_utilization 0.8177, codebook_perplexity 2768.1795,
Train Epoch: [1/30] Iters:[1160/2187] loss 0.1031, vq_loss 0.0630, rec_loss 0.0201, wasserstein_loss 0.1106, quant_error 0.0563, codebook_utilization 0.8195, codebook_perplexity 2780.2191,
Train Epoch: [1/30] Iters:[1170/2187] loss 0.0973, vq_loss 0.0568, rec_loss 0.0202, wasserstein_loss 0.0987, quant_error 0.0544, codebook_utilization 0.8195, codebook_perplexity 2784.1188,
Train Epoch: [1/30] Iters:[1180/2187] loss 0.1010, vq_loss 0.0608, rec_loss 0.0201, wasserstein_loss 0.1069, quant_error 0.0539, codebook_utilization 0.8182, codebook_perplexity 2777.7327,
Train Epoch: [1/30] Iters:[1190/2187] loss 0.0955, vq_loss 0.0548, rec_loss 0.0203, wasserstein_loss 0.0943, quant_error 0.0556, codebook_utilization 0.8204, codebook_perplexity 2787.3849,
Train Epoch: [1/30] Iters:[1200/2187] loss 0.0865, vq_loss 0.0461, rec_loss 0.0202, wasserstein_loss 0.0772, quant_error 0.0547, codebook_utilization 0.8216, codebook_perplexity 2794.8148,
Train Epoch: [1/30] Iters:[1210/2187] loss 0.0847, vq_loss 0.0443, rec_loss 0.0202, wasserstein_loss 0.0738, quant_error 0.0535, codebook_utilization 0.8206, codebook_perplexity 2792.7235,
