dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 8192
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: online_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_8192_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: online_quantizer_30
saver_name_pre: online_quantizer_30_FFHQ_model_8192_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.3796, vq_loss 0.0756, rec_loss 0.3040, quant_error 0.3023, codebook_utilization 0.0203, codebook_perplexity 50.6244,
Train Epoch: [1/30] Iters:[150/2187] loss 0.0713, vq_loss 0.0137, rec_loss 0.0576, quant_error 0.0547, codebook_utilization 0.0034, codebook_perplexity 11.9767,
Train Epoch: [1/30] Iters:[160/2187] loss 0.0703, vq_loss 0.0135, rec_loss 0.0568, quant_error 0.0539, codebook_utilization 0.0035, codebook_perplexity 12.1703,
Train Epoch: [1/30] Iters:[170/2187] loss 0.0692, vq_loss 0.0134, rec_loss 0.0558, quant_error 0.0534, codebook_utilization 0.0035, codebook_perplexity 12.4822,
Train Epoch: [1/30] Iters:[180/2187] loss 0.0686, vq_loss 0.0132, rec_loss 0.0554, quant_error 0.0527, codebook_utilization 0.0035, codebook_perplexity 12.7588,
Train Epoch: [1/30] Iters:[190/2187] loss 0.0679, vq_loss 0.0131, rec_loss 0.0548, quant_error 0.0523, codebook_utilization 0.0036, codebook_perplexity 12.9073,
Train Epoch: [1/30] Iters:[200/2187] loss 0.0667, vq_loss 0.0129, rec_loss 0.0538, quant_error 0.0516, codebook_utilization 0.0035, codebook_perplexity 12.9418,
Train Epoch: [1/30] Iters:[210/2187] loss 0.0651, vq_loss 0.0127, rec_loss 0.0524, quant_error 0.0510, codebook_utilization 0.0035, codebook_perplexity 13.0397,
Train Epoch: [1/30] Iters:[220/2187] loss 0.0646, vq_loss 0.0126, rec_loss 0.0520, quant_error 0.0505, codebook_utilization 0.0035, codebook_perplexity 13.1393,
Train Epoch: [1/30] Iters:[230/2187] loss 0.0634, vq_loss 0.0125, rec_loss 0.0509, quant_error 0.0500, codebook_utilization 0.0035, codebook_perplexity 13.2268,
Train Epoch: [1/30] Iters:[240/2187] loss 0.0627, vq_loss 0.0124, rec_loss 0.0503, quant_error 0.0495, codebook_utilization 0.0036, codebook_perplexity 13.3090,
Train Epoch: [1/30] Iters:[250/2187] loss 0.0619, vq_loss 0.0121, rec_loss 0.0497, quant_error 0.0486, codebook_utilization 0.0036, codebook_perplexity 13.4405,
Train Epoch: [1/30] Iters:[260/2187] loss 0.0618, vq_loss 0.0120, rec_loss 0.0498, quant_error 0.0480, codebook_utilization 0.0037, codebook_perplexity 13.5395,
Train Epoch: [1/30] Iters:[270/2187] loss 0.0609, vq_loss 0.0118, rec_loss 0.0491, quant_error 0.0472, codebook_utilization 0.0037, codebook_perplexity 13.6052,
Train Epoch: [1/30] Iters:[280/2187] loss 0.0606, vq_loss 0.0117, rec_loss 0.0490, quant_error 0.0466, codebook_utilization 0.0038, codebook_perplexity 13.7200,
Train Epoch: [1/30] Iters:[290/2187] loss 0.0598, vq_loss 0.0114, rec_loss 0.0483, quant_error 0.0458, codebook_utilization 0.0038, codebook_perplexity 13.7520,
Train Epoch: [1/30] Iters:[300/2187] loss 0.0598, vq_loss 0.0114, rec_loss 0.0484, quant_error 0.0457, codebook_utilization 0.0040, codebook_perplexity 13.8892,
Train Epoch: [1/30] Iters:[310/2187] loss 0.0594, vq_loss 0.0114, rec_loss 0.0481, quant_error 0.0454, codebook_utilization 0.0042, codebook_perplexity 14.0099,
Train Epoch: [1/30] Iters:[320/2187] loss 0.0598, vq_loss 0.0112, rec_loss 0.0486, quant_error 0.0449, codebook_utilization 0.0043, codebook_perplexity 14.0457,
Train Epoch: [1/30] Iters:[330/2187] loss 0.0594, vq_loss 0.0111, rec_loss 0.0483, quant_error 0.0442, codebook_utilization 0.0045, codebook_perplexity 14.0166,
Train Epoch: [1/30] Iters:[340/2187] loss 0.0586, vq_loss 0.0109, rec_loss 0.0478, quant_error 0.0435, codebook_utilization 0.0046, codebook_perplexity 14.0313,
Train Epoch: [1/30] Iters:[350/2187] loss 0.0580, vq_loss 0.0106, rec_loss 0.0474, quant_error 0.0424, codebook_utilization 0.0047, codebook_perplexity 14.0071,
Train Epoch: [1/30] Iters:[360/2187] loss 0.0580, vq_loss 0.0104, rec_loss 0.0476, quant_error 0.0417, codebook_utilization 0.0046, codebook_perplexity 13.9951,
Train Epoch: [1/30] Iters:[370/2187] loss 0.0568, vq_loss 0.0102, rec_loss 0.0466, quant_error 0.0408, codebook_utilization 0.0047, codebook_perplexity 14.0443,
Train Epoch: [1/30] Iters:[380/2187] loss 0.0576, vq_loss 0.0101, rec_loss 0.0475, quant_error 0.0403, codebook_utilization 0.0048, codebook_perplexity 14.1880,
Train Epoch: [1/30] Iters:[390/2187] loss 0.0581, vq_loss 0.0102, rec_loss 0.0478, quant_error 0.0409, codebook_utilization 0.0051, codebook_perplexity 14.6435,
Train Epoch: [1/30] Iters:[400/2187] loss 0.0577, vq_loss 0.0102, rec_loss 0.0475, quant_error 0.0407, codebook_utilization 0.0054, codebook_perplexity 14.8497,
Train Epoch: [1/30] Iters:[410/2187] loss 0.0570, vq_loss 0.0101, rec_loss 0.0469, quant_error 0.0403, codebook_utilization 0.0057, codebook_perplexity 14.9777,
Train Epoch: [1/30] Iters:[420/2187] loss 0.0571, vq_loss 0.0100, rec_loss 0.0471, quant_error 0.0400, codebook_utilization 0.0059, codebook_perplexity 15.0713,
Train Epoch: [1/30] Iters:[430/2187] loss 0.0564, vq_loss 0.0099, rec_loss 0.0466, quant_error 0.0395, codebook_utilization 0.0060, codebook_perplexity 15.1948,
Train Epoch: [1/30] Iters:[440/2187] loss 0.0561, vq_loss 0.0096, rec_loss 0.0465, quant_error 0.0383, codebook_utilization 0.0059, codebook_perplexity 15.0140,
Train Epoch: [1/30] Iters:[450/2187] loss 0.0562, vq_loss 0.0094, rec_loss 0.0468, quant_error 0.0377, codebook_utilization 0.0058, codebook_perplexity 15.0326,
Train Epoch: [1/30] Iters:[460/2187] loss 0.0559, vq_loss 0.0093, rec_loss 0.0466, quant_error 0.0373, codebook_utilization 0.0059, codebook_perplexity 15.2573,
Train Epoch: [1/30] Iters:[470/2187] loss 0.0554, vq_loss 0.0093, rec_loss 0.0461, quant_error 0.0370, codebook_utilization 0.0059, codebook_perplexity 15.4531,
Train Epoch: [1/30] Iters:[480/2187] loss 0.0546, vq_loss 0.0092, rec_loss 0.0455, quant_error 0.0367, codebook_utilization 0.0061, codebook_perplexity 15.5747,
Train Epoch: [1/30] Iters:[490/2187] loss 0.0542, vq_loss 0.0090, rec_loss 0.0452, quant_error 0.0362, codebook_utilization 0.0062, codebook_perplexity 15.7155,
Train Epoch: [1/30] Iters:[500/2187] loss 0.0544, vq_loss 0.0090, rec_loss 0.0454, quant_error 0.0359, codebook_utilization 0.0063, codebook_perplexity 16.0302,
Train Epoch: [1/30] Iters:[510/2187] loss 0.0548, vq_loss 0.0088, rec_loss 0.0460, quant_error 0.0353, codebook_utilization 0.0063, codebook_perplexity 16.0743,
Train Epoch: [1/30] Iters:[520/2187] loss 0.0554, vq_loss 0.0087, rec_loss 0.0467, quant_error 0.0349, codebook_utilization 0.0064, codebook_perplexity 16.2877,
Train Epoch: [1/30] Iters:[530/2187] loss 0.0548, vq_loss 0.0086, rec_loss 0.0462, quant_error 0.0346, codebook_utilization 0.0065, codebook_perplexity 16.4393,
Train Epoch: [1/30] Iters:[540/2187] loss 0.0549, vq_loss 0.0086, rec_loss 0.0463, quant_error 0.0345, codebook_utilization 0.0067, codebook_perplexity 16.5980,
Train Epoch: [1/30] Iters:[550/2187] loss 0.0544, vq_loss 0.0086, rec_loss 0.0458, quant_error 0.0344, codebook_utilization 0.0069, codebook_perplexity 16.7099,
Train Epoch: [1/30] Iters:[560/2187] loss 0.0532, vq_loss 0.0085, rec_loss 0.0447, quant_error 0.0342, codebook_utilization 0.0071, codebook_perplexity 16.7813,
Train Epoch: [1/30] Iters:[570/2187] loss 0.0523, vq_loss 0.0084, rec_loss 0.0439, quant_error 0.0337, codebook_utilization 0.0073, codebook_perplexity 16.7008,
Train Epoch: [1/30] Iters:[580/2187] loss 0.0526, vq_loss 0.0084, rec_loss 0.0442, quant_error 0.0335, codebook_utilization 0.0075, codebook_perplexity 16.8482,
Train Epoch: [1/30] Iters:[590/2187] loss 0.0523, vq_loss 0.0083, rec_loss 0.0440, quant_error 0.0334, codebook_utilization 0.0078, codebook_perplexity 17.1226,
Train Epoch: [1/30] Iters:[600/2187] loss 0.0518, vq_loss 0.0083, rec_loss 0.0435, quant_error 0.0331, codebook_utilization 0.0079, codebook_perplexity 17.2389,
Train Epoch: [1/30] Iters:[610/2187] loss 0.0515, vq_loss 0.0083, rec_loss 0.0432, quant_error 0.0331, codebook_utilization 0.0081, codebook_perplexity 17.2870,
Train Epoch: [1/30] Iters:[620/2187] loss 0.0516, vq_loss 0.0083, rec_loss 0.0434, quant_error 0.0331, codebook_utilization 0.0082, codebook_perplexity 17.4412,
Train Epoch: [1/30] Iters:[630/2187] loss 0.0505, vq_loss 0.0082, rec_loss 0.0423, quant_error 0.0328, codebook_utilization 0.0083, codebook_perplexity 17.4217,
Train Epoch: [1/30] Iters:[640/2187] loss 0.0498, vq_loss 0.0081, rec_loss 0.0418, quant_error 0.0323, codebook_utilization 0.0084, codebook_perplexity 17.4580,
Train Epoch: [1/30] Iters:[650/2187] loss 0.0500, vq_loss 0.0080, rec_loss 0.0420, quant_error 0.0320, codebook_utilization 0.0089, codebook_perplexity 17.5695,
Train Epoch: [1/30] Iters:[660/2187] loss 0.0497, vq_loss 0.0080, rec_loss 0.0417, quant_error 0.0319, codebook_utilization 0.0092, codebook_perplexity 17.8543,
Train Epoch: [1/30] Iters:[670/2187] loss 0.0494, vq_loss 0.0079, rec_loss 0.0415, quant_error 0.0315, codebook_utilization 0.0094, codebook_perplexity 18.0383,
Train Epoch: [1/30] Iters:[680/2187] loss 0.0494, vq_loss 0.0078, rec_loss 0.0416, quant_error 0.0311, codebook_utilization 0.0097, codebook_perplexity 18.2211,
Train Epoch: [1/30] Iters:[690/2187] loss 0.0494, vq_loss 0.0077, rec_loss 0.0417, quant_error 0.0309, codebook_utilization 0.0099, codebook_perplexity 18.4730,
Train Epoch: [1/30] Iters:[700/2187] loss 0.0491, vq_loss 0.0077, rec_loss 0.0415, quant_error 0.0307, codebook_utilization 0.0100, codebook_perplexity 18.5457,
Train Epoch: [1/30] Iters:[710/2187] loss 0.0488, vq_loss 0.0076, rec_loss 0.0412, quant_error 0.0304, codebook_utilization 0.0103, codebook_perplexity 18.8430,
Train Epoch: [1/30] Iters:[720/2187] loss 0.0486, vq_loss 0.0075, rec_loss 0.0411, quant_error 0.0302, codebook_utilization 0.0106, codebook_perplexity 19.0418,
Train Epoch: [1/30] Iters:[730/2187] loss 0.0487, vq_loss 0.0076, rec_loss 0.0411, quant_error 0.0303, codebook_utilization 0.0109, codebook_perplexity 19.3266,
Train Epoch: [1/30] Iters:[740/2187] loss 0.0485, vq_loss 0.0075, rec_loss 0.0410, quant_error 0.0301, codebook_utilization 0.0111, codebook_perplexity 19.3988,
Train Epoch: [1/30] Iters:[750/2187] loss 0.0484, vq_loss 0.0075, rec_loss 0.0409, quant_error 0.0300, codebook_utilization 0.0115, codebook_perplexity 19.7223,
Train Epoch: [1/30] Iters:[760/2187] loss 0.0489, vq_loss 0.0075, rec_loss 0.0414, quant_error 0.0300, codebook_utilization 0.0119, codebook_perplexity 19.8361,
Train Epoch: [1/30] Iters:[770/2187] loss 0.0484, vq_loss 0.0075, rec_loss 0.0409, quant_error 0.0299, codebook_utilization 0.0121, codebook_perplexity 19.8319,
Train Epoch: [1/30] Iters:[780/2187] loss 0.0481, vq_loss 0.0074, rec_loss 0.0406, quant_error 0.0298, codebook_utilization 0.0124, codebook_perplexity 19.8352,
Train Epoch: [1/30] Iters:[790/2187] loss 0.0481, vq_loss 0.0075, rec_loss 0.0406, quant_error 0.0301, codebook_utilization 0.0130, codebook_perplexity 20.2335,
Train Epoch: [1/30] Iters:[800/2187] loss 0.0479, vq_loss 0.0076, rec_loss 0.0403, quant_error 0.0304, codebook_utilization 0.0134, codebook_perplexity 20.6844,
Train Epoch: [1/30] Iters:[810/2187] loss 0.0475, vq_loss 0.0076, rec_loss 0.0399, quant_error 0.0305, codebook_utilization 0.0135, codebook_perplexity 20.8417,
Train Epoch: [1/30] Iters:[820/2187] loss 0.0482, vq_loss 0.0077, rec_loss 0.0404, quant_error 0.0308, codebook_utilization 0.0137, codebook_perplexity 21.0833,
Train Epoch: [1/30] Iters:[830/2187] loss 0.0482, vq_loss 0.0079, rec_loss 0.0403, quant_error 0.0315, codebook_utilization 0.0140, codebook_perplexity 21.4934,
Train Epoch: [1/30] Iters:[840/2187] loss 0.0477, vq_loss 0.0079, rec_loss 0.0398, quant_error 0.0318, codebook_utilization 0.0138, codebook_perplexity 21.2958,
Train Epoch: [1/30] Iters:[850/2187] loss 0.0474, vq_loss 0.0081, rec_loss 0.0393, quant_error 0.0325, codebook_utilization 0.0140, codebook_perplexity 21.2217,
Train Epoch: [1/30] Iters:[860/2187] loss 0.0477, vq_loss 0.0084, rec_loss 0.0393, quant_error 0.0334, codebook_utilization 0.0144, codebook_perplexity 21.6452,
Train Epoch: [1/30] Iters:[870/2187] loss 0.0471, vq_loss 0.0087, rec_loss 0.0384, quant_error 0.0349, codebook_utilization 0.0148, codebook_perplexity 22.1573,
Train Epoch: [1/30] Iters:[880/2187] loss 0.0470, vq_loss 0.0092, rec_loss 0.0378, quant_error 0.0366, codebook_utilization 0.0151, codebook_perplexity 22.5005,
Train Epoch: [1/30] Iters:[890/2187] loss 0.0474, vq_loss 0.0098, rec_loss 0.0375, quant_error 0.0394, codebook_utilization 0.0157, codebook_perplexity 23.6445,
Train Epoch: [1/30] Iters:[900/2187] loss 0.0475, vq_loss 0.0104, rec_loss 0.0371, quant_error 0.0416, codebook_utilization 0.0162, codebook_perplexity 24.6166,
Train Epoch: [1/30] Iters:[910/2187] loss 0.0478, vq_loss 0.0110, rec_loss 0.0367, quant_error 0.0442, codebook_utilization 0.0165, codebook_perplexity 25.1136,
Train Epoch: [1/30] Iters:[920/2187] loss 0.0481, vq_loss 0.0117, rec_loss 0.0364, quant_error 0.0467, codebook_utilization 0.0169, codebook_perplexity 25.8774,
Train Epoch: [1/30] Iters:[930/2187] loss 0.0489, vq_loss 0.0123, rec_loss 0.0366, quant_error 0.0493, codebook_utilization 0.0173, codebook_perplexity 26.5749,
Train Epoch: [1/30] Iters:[940/2187] loss 0.0494, vq_loss 0.0129, rec_loss 0.0365, quant_error 0.0514, codebook_utilization 0.0178, codebook_perplexity 27.1389,
Train Epoch: [1/30] Iters:[950/2187] loss 0.0500, vq_loss 0.0134, rec_loss 0.0366, quant_error 0.0534, codebook_utilization 0.0183, codebook_perplexity 27.6380,
Train Epoch: [1/30] Iters:[960/2187] loss 0.0506, vq_loss 0.0139, rec_loss 0.0367, quant_error 0.0556, codebook_utilization 0.0186, codebook_perplexity 28.0389,
Train Epoch: [1/30] Iters:[970/2187] loss 0.0504, vq_loss 0.0141, rec_loss 0.0363, quant_error 0.0565, codebook_utilization 0.0192, codebook_perplexity 28.7979,
Train Epoch: [1/30] Iters:[980/2187] loss 0.0499, vq_loss 0.0142, rec_loss 0.0357, quant_error 0.0569, codebook_utilization 0.0198, codebook_perplexity 29.4622,
Train Epoch: [1/30] Iters:[990/2187] loss 0.0499, vq_loss 0.0142, rec_loss 0.0357, quant_error 0.0566, codebook_utilization 0.0200, codebook_perplexity 29.8065,
Train Epoch: [1/30] Iters:[1000/2187] loss 0.0493, vq_loss 0.0140, rec_loss 0.0353, quant_error 0.0561, codebook_utilization 0.0202, codebook_perplexity 30.1848,
Train Epoch: [1/30] Iters:[1010/2187] loss 0.0487, vq_loss 0.0139, rec_loss 0.0348, quant_error 0.0555, codebook_utilization 0.0206, codebook_perplexity 30.7654,
Train Epoch: [1/30] Iters:[1020/2187] loss 0.0487, vq_loss 0.0139, rec_loss 0.0348, quant_error 0.0557, codebook_utilization 0.0207, codebook_perplexity 30.7413,
Train Epoch: [1/30] Iters:[1030/2187] loss 0.0491, vq_loss 0.0140, rec_loss 0.0350, quant_error 0.0562, codebook_utilization 0.0211, codebook_perplexity 31.0557,
Train Epoch: [1/30] Iters:[1040/2187] loss 0.0487, vq_loss 0.0139, rec_loss 0.0348, quant_error 0.0557, codebook_utilization 0.0212, codebook_perplexity 31.0692,
Train Epoch: [1/30] Iters:[1050/2187] loss 0.0489, vq_loss 0.0140, rec_loss 0.0349, quant_error 0.0561, codebook_utilization 0.0212, codebook_perplexity 31.0841,
Train Epoch: [1/30] Iters:[1060/2187] loss 0.0490, vq_loss 0.0142, rec_loss 0.0348, quant_error 0.0570, codebook_utilization 0.0212, codebook_perplexity 31.2011,
Train Epoch: [1/30] Iters:[1070/2187] loss 0.0490, vq_loss 0.0142, rec_loss 0.0348, quant_error 0.0566, codebook_utilization 0.0215, codebook_perplexity 31.5760,
Train Epoch: [1/30] Iters:[1080/2187] loss 0.0485, vq_loss 0.0141, rec_loss 0.0344, quant_error 0.0565, codebook_utilization 0.0216, codebook_perplexity 31.6027,
Train Epoch: [1/30] Iters:[1090/2187] loss 0.0487, vq_loss 0.0142, rec_loss 0.0345, quant_error 0.0569, codebook_utilization 0.0220, codebook_perplexity 31.8056,
Train Epoch: [1/30] Iters:[1100/2187] loss 0.0484, vq_loss 0.0143, rec_loss 0.0341, quant_error 0.0570, codebook_utilization 0.0225, codebook_perplexity 32.3895,
Train Epoch: [1/30] Iters:[1110/2187] loss 0.0477, vq_loss 0.0139, rec_loss 0.0338, quant_error 0.0558, codebook_utilization 0.0229, codebook_perplexity 32.7563,
Train Epoch: [1/30] Iters:[1120/2187] loss 0.0475, vq_loss 0.0140, rec_loss 0.0336, quant_error 0.0558, codebook_utilization 0.0229, codebook_perplexity 32.8613,
Train Epoch: [1/30] Iters:[1130/2187] loss 0.0474, vq_loss 0.0139, rec_loss 0.0335, quant_error 0.0555, codebook_utilization 0.0232, codebook_perplexity 32.9544,
Train Epoch: [1/30] Iters:[1140/2187] loss 0.0466, vq_loss 0.0137, rec_loss 0.0329, quant_error 0.0549, codebook_utilization 0.0237, codebook_perplexity 33.7220,
Train Epoch: [1/30] Iters:[1150/2187] loss 0.0462, vq_loss 0.0137, rec_loss 0.0325, quant_error 0.0549, codebook_utilization 0.0242, codebook_perplexity 34.1989,
Train Epoch: [1/30] Iters:[1160/2187] loss 0.0466, vq_loss 0.0138, rec_loss 0.0328, quant_error 0.0553, codebook_utilization 0.0245, codebook_perplexity 34.4823,
Train Epoch: [1/30] Iters:[1170/2187] loss 0.0464, vq_loss 0.0137, rec_loss 0.0327, quant_error 0.0549, codebook_utilization 0.0248, codebook_perplexity 34.8480,
Train Epoch: [1/30] Iters:[1180/2187] loss 0.0464, vq_loss 0.0138, rec_loss 0.0326, quant_error 0.0553, codebook_utilization 0.0254, codebook_perplexity 35.5572,
Train Epoch: [1/30] Iters:[1190/2187] loss 0.0466, vq_loss 0.0139, rec_loss 0.0327, quant_error 0.0555, codebook_utilization 0.0253, codebook_perplexity 35.2900,
Train Epoch: [1/30] Iters:[1200/2187] loss 0.0468, vq_loss 0.0139, rec_loss 0.0329, quant_error 0.0558, codebook_utilization 0.0255, codebook_perplexity 35.1457,
Train Epoch: [1/30] Iters:[1210/2187] loss 0.0466, vq_loss 0.0138, rec_loss 0.0328, quant_error 0.0552, codebook_utilization 0.0258, codebook_perplexity 35.6332,
Train Epoch: [1/30] Iters:[1220/2187] loss 0.0464, vq_loss 0.0138, rec_loss 0.0327, quant_error 0.0550, codebook_utilization 0.0260, codebook_perplexity 35.5636,
Train Epoch: [1/30] Iters:[1230/2187] loss 0.0463, vq_loss 0.0135, rec_loss 0.0329, quant_error 0.0540, codebook_utilization 0.0263, codebook_perplexity 35.5195,
Train Epoch: [1/30] Iters:[1240/2187] loss 0.0461, vq_loss 0.0135, rec_loss 0.0326, quant_error 0.0541, codebook_utilization 0.0266, codebook_perplexity 35.8699,
Train Epoch: [1/30] Iters:[1250/2187] loss 0.0466, vq_loss 0.0137, rec_loss 0.0329, quant_error 0.0548, codebook_utilization 0.0269, codebook_perplexity 36.5115,
Train Epoch: [1/30] Iters:[1260/2187] loss 0.0462, vq_loss 0.0137, rec_loss 0.0325, quant_error 0.0546, codebook_utilization 0.0272, codebook_perplexity 36.9635,
Train Epoch: [1/30] Iters:[1270/2187] loss 0.0462, vq_loss 0.0136, rec_loss 0.0326, quant_error 0.0544, codebook_utilization 0.0276, codebook_perplexity 37.6934,
Train Epoch: [1/30] Iters:[1280/2187] loss 0.0461, vq_loss 0.0137, rec_loss 0.0324, quant_error 0.0549, codebook_utilization 0.0277, codebook_perplexity 38.1942,
Train Epoch: [1/30] Iters:[1290/2187] loss 0.0459, vq_loss 0.0136, rec_loss 0.0323, quant_error 0.0544, codebook_utilization 0.0279, codebook_perplexity 38.6896,
Train Epoch: [1/30] Iters:[1300/2187] loss 0.0452, vq_loss 0.0136, rec_loss 0.0316, quant_error 0.0542, codebook_utilization 0.0279, codebook_perplexity 38.5954,
Train Epoch: [1/30] Iters:[1310/2187] loss 0.0461, vq_loss 0.0139, rec_loss 0.0323, quant_error 0.0555, codebook_utilization 0.0282, codebook_perplexity 39.0215,
Train Epoch: [1/30] Iters:[1320/2187] loss 0.0467, vq_loss 0.0143, rec_loss 0.0324, quant_error 0.0573, codebook_utilization 0.0289, codebook_perplexity 40.2176,
Train Epoch: [1/30] Iters:[1330/2187] loss 0.0471, vq_loss 0.0144, rec_loss 0.0328, quant_error 0.0574, codebook_utilization 0.0291, codebook_perplexity 40.9670,
Train Epoch: [1/30] Iters:[1340/2187] loss 0.0469, vq_loss 0.0145, rec_loss 0.0324, quant_error 0.0580, codebook_utilization 0.0288, codebook_perplexity 40.5575,
Train Epoch: [1/30] Iters:[1350/2187] loss 0.0469, vq_loss 0.0145, rec_loss 0.0324, quant_error 0.0581, codebook_utilization 0.0287, codebook_perplexity 40.4537,
Train Epoch: [1/30] Iters:[1360/2187] loss 0.0459, vq_loss 0.0143, rec_loss 0.0316, quant_error 0.0572, codebook_utilization 0.0288, codebook_perplexity 40.1757,
Train Epoch: [1/30] Iters:[1370/2187] loss 0.0457, vq_loss 0.0144, rec_loss 0.0313, quant_error 0.0576, codebook_utilization 0.0288, codebook_perplexity 39.9121,
Train Epoch: [1/30] Iters:[1380/2187] loss 0.0451, vq_loss 0.0143, rec_loss 0.0308, quant_error 0.0572, codebook_utilization 0.0289, codebook_perplexity 39.6971,
Train Epoch: [1/30] Iters:[1390/2187] loss 0.0461, vq_loss 0.0147, rec_loss 0.0314, quant_error 0.0589, codebook_utilization 0.0297, codebook_perplexity 40.9611,
Train Epoch: [1/30] Iters:[1400/2187] loss 0.0460, vq_loss 0.0144, rec_loss 0.0316, quant_error 0.0575, codebook_utilization 0.0302, codebook_perplexity 41.5911,
Train Epoch: [1/30] Iters:[1410/2187] loss 0.0465, vq_loss 0.0147, rec_loss 0.0318, quant_error 0.0588, codebook_utilization 0.0307, codebook_perplexity 42.5352,
