dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 100000
codebook_dim: 8
z_channels: 256
factor: 16
beta: 0.1
gamma: 0.5
alpha: 1.0
quantizer_name: wasserstein_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_100000_8_16
loss_pre: loss_1.0_0.1_0.5
training_pre: wasserstein_quantizer_30
saver_name_pre: wasserstein_quantizer_30_FFHQ_model_100000_8_16_loss_1.0_0.1_0.5
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 1.5505, vq_loss 0.9659, rec_loss 0.2923, wasserstein_loss 1.5749, quant_error 1.2979, codebook_utilization 0.0093, codebook_perplexity 204.9831,
Train Epoch: [1/30] Iters:[150/2187] loss 0.1953, vq_loss 0.0918, rec_loss 0.0518, wasserstein_loss 0.1581, quant_error 0.0924, codebook_utilization 0.0631, codebook_perplexity 5606.8762,
Train Epoch: [1/30] Iters:[160/2187] loss 0.1977, vq_loss 0.1000, rec_loss 0.0488, wasserstein_loss 0.1751, quant_error 0.0910, codebook_utilization 0.0644, codebook_perplexity 5781.6011,
Train Epoch: [1/30] Iters:[170/2187] loss 0.1883, vq_loss 0.0954, rec_loss 0.0464, wasserstein_loss 0.1661, quant_error 0.0901, codebook_utilization 0.0655, codebook_perplexity 5922.9295,
Train Epoch: [1/30] Iters:[180/2187] loss 0.1811, vq_loss 0.0928, rec_loss 0.0442, wasserstein_loss 0.1613, quant_error 0.0881, codebook_utilization 0.0666, codebook_perplexity 6066.5284,
Train Epoch: [1/30] Iters:[190/2187] loss 0.1781, vq_loss 0.0916, rec_loss 0.0432, wasserstein_loss 0.1592, quant_error 0.0875, codebook_utilization 0.0674, codebook_perplexity 6166.8429,
Train Epoch: [1/30] Iters:[200/2187] loss 0.1702, vq_loss 0.0878, rec_loss 0.0412, wasserstein_loss 0.1515, quant_error 0.0874, codebook_utilization 0.0680, codebook_perplexity 6258.0270,
Train Epoch: [1/30] Iters:[210/2187] loss 0.1536, vq_loss 0.0734, rec_loss 0.0401, wasserstein_loss 0.1235, quant_error 0.0844, codebook_utilization 0.0685, codebook_perplexity 6326.9879,
Train Epoch: [1/30] Iters:[220/2187] loss 0.1518, vq_loss 0.0746, rec_loss 0.0386, wasserstein_loss 0.1269, quant_error 0.0809, codebook_utilization 0.0689, codebook_perplexity 6378.8146,
Train Epoch: [1/30] Iters:[230/2187] loss 0.1465, vq_loss 0.0698, rec_loss 0.0383, wasserstein_loss 0.1172, quant_error 0.0815, codebook_utilization 0.0690, codebook_perplexity 6390.7265,
Train Epoch: [1/30] Iters:[240/2187] loss 0.1422, vq_loss 0.0687, rec_loss 0.0367, wasserstein_loss 0.1149, quant_error 0.0820, codebook_utilization 0.0693, codebook_perplexity 6429.6119,
Train Epoch: [1/30] Iters:[250/2187] loss 0.1380, vq_loss 0.0657, rec_loss 0.0362, wasserstein_loss 0.1091, quant_error 0.0809, codebook_utilization 0.0696, codebook_perplexity 6474.7737,
Train Epoch: [1/30] Iters:[260/2187] loss 0.1424, vq_loss 0.0723, rec_loss 0.0351, wasserstein_loss 0.1227, quant_error 0.0794, codebook_utilization 0.0698, codebook_perplexity 6505.8643,
Train Epoch: [1/30] Iters:[270/2187] loss 0.1421, vq_loss 0.0725, rec_loss 0.0348, wasserstein_loss 0.1231, quant_error 0.0796, codebook_utilization 0.0701, codebook_perplexity 6542.1894,
Train Epoch: [1/30] Iters:[280/2187] loss 0.1420, vq_loss 0.0753, rec_loss 0.0333, wasserstein_loss 0.1293, quant_error 0.0775, codebook_utilization 0.0705, codebook_perplexity 6583.5733,
Train Epoch: [1/30] Iters:[290/2187] loss 0.1372, vq_loss 0.0712, rec_loss 0.0330, wasserstein_loss 0.1219, quant_error 0.0745, codebook_utilization 0.0707, codebook_perplexity 6628.3293,
Train Epoch: [1/30] Iters:[300/2187] loss 0.1351, vq_loss 0.0701, rec_loss 0.0325, wasserstein_loss 0.1205, quant_error 0.0720, codebook_utilization 0.0710, codebook_perplexity 6662.5504,
Train Epoch: [1/30] Iters:[310/2187] loss 0.1301, vq_loss 0.0664, rec_loss 0.0318, wasserstein_loss 0.1134, quant_error 0.0709, codebook_utilization 0.0712, codebook_perplexity 6688.6656,
Train Epoch: [1/30] Iters:[320/2187] loss 0.1258, vq_loss 0.0634, rec_loss 0.0312, wasserstein_loss 0.1076, quant_error 0.0697, codebook_utilization 0.0713, codebook_perplexity 6712.8372,
Train Epoch: [1/30] Iters:[330/2187] loss 0.1228, vq_loss 0.0606, rec_loss 0.0311, wasserstein_loss 0.1018, quant_error 0.0702, codebook_utilization 0.0712, codebook_perplexity 6704.4025,
Train Epoch: [1/30] Iters:[340/2187] loss 0.1261, vq_loss 0.0650, rec_loss 0.0305, wasserstein_loss 0.1106, quant_error 0.0708, codebook_utilization 0.0712, codebook_perplexity 6708.4386,
Train Epoch: [1/30] Iters:[350/2187] loss 0.1264, vq_loss 0.0667, rec_loss 0.0299, wasserstein_loss 0.1136, quant_error 0.0716, codebook_utilization 0.0713, codebook_perplexity 6709.5437,
Train Epoch: [1/30] Iters:[360/2187] loss 0.1273, vq_loss 0.0680, rec_loss 0.0297, wasserstein_loss 0.1165, quant_error 0.0706, codebook_utilization 0.0715, codebook_perplexity 6737.1745,
Train Epoch: [1/30] Iters:[370/2187] loss 0.1262, vq_loss 0.0683, rec_loss 0.0290, wasserstein_loss 0.1174, quant_error 0.0696, codebook_utilization 0.0717, codebook_perplexity 6771.8779,
Train Epoch: [1/30] Iters:[380/2187] loss 0.1206, vq_loss 0.0648, rec_loss 0.0279, wasserstein_loss 0.1113, quant_error 0.0670, codebook_utilization 0.0723, codebook_perplexity 6848.8942,
Train Epoch: [1/30] Iters:[390/2187] loss 0.1136, vq_loss 0.0587, rec_loss 0.0274, wasserstein_loss 0.0998, quant_error 0.0645, codebook_utilization 0.0725, codebook_perplexity 6877.9170,
Train Epoch: [1/30] Iters:[400/2187] loss 0.1136, vq_loss 0.0594, rec_loss 0.0271, wasserstein_loss 0.1015, quant_error 0.0631, codebook_utilization 0.0728, codebook_perplexity 6908.9223,
Train Epoch: [1/30] Iters:[410/2187] loss 0.1113, vq_loss 0.0582, rec_loss 0.0265, wasserstein_loss 0.0987, quant_error 0.0641, codebook_utilization 0.0728, codebook_perplexity 6915.3707,
Train Epoch: [1/30] Iters:[420/2187] loss 0.1112, vq_loss 0.0580, rec_loss 0.0266, wasserstein_loss 0.0983, quant_error 0.0647, codebook_utilization 0.0729, codebook_perplexity 6924.7449,
Train Epoch: [1/30] Iters:[430/2187] loss 0.1129, vq_loss 0.0602, rec_loss 0.0263, wasserstein_loss 0.1028, quant_error 0.0641, codebook_utilization 0.0728, codebook_perplexity 6910.8351,
Train Epoch: [1/30] Iters:[440/2187] loss 0.1131, vq_loss 0.0609, rec_loss 0.0261, wasserstein_loss 0.1042, quant_error 0.0638, codebook_utilization 0.0728, codebook_perplexity 6920.2065,
Train Epoch: [1/30] Iters:[450/2187] loss 0.1103, vq_loss 0.0591, rec_loss 0.0256, wasserstein_loss 0.1010, quant_error 0.0627, codebook_utilization 0.0729, codebook_perplexity 6928.4637,
Train Epoch: [1/30] Iters:[460/2187] loss 0.1059, vq_loss 0.0551, rec_loss 0.0254, wasserstein_loss 0.0933, quant_error 0.0617, codebook_utilization 0.0730, codebook_perplexity 6941.7175,
Train Epoch: [1/30] Iters:[470/2187] loss 0.1074, vq_loss 0.0575, rec_loss 0.0249, wasserstein_loss 0.0985, quant_error 0.0602, codebook_utilization 0.0732, codebook_perplexity 6965.1474,
Train Epoch: [1/30] Iters:[480/2187] loss 0.1071, vq_loss 0.0572, rec_loss 0.0250, wasserstein_loss 0.0977, quant_error 0.0609, codebook_utilization 0.0734, codebook_perplexity 6992.6925,
Train Epoch: [1/30] Iters:[490/2187] loss 0.1122, vq_loss 0.0622, rec_loss 0.0250, wasserstein_loss 0.1068, quant_error 0.0637, codebook_utilization 0.0734, codebook_perplexity 6998.3867,
Train Epoch: [1/30] Iters:[500/2187] loss 0.1142, vq_loss 0.0635, rec_loss 0.0253, wasserstein_loss 0.1087, quant_error 0.0664, codebook_utilization 0.0734, codebook_perplexity 6995.3036,
Train Epoch: [1/30] Iters:[510/2187] loss 0.1132, vq_loss 0.0626, rec_loss 0.0253, wasserstein_loss 0.1068, quant_error 0.0670, codebook_utilization 0.0732, codebook_perplexity 6965.5995,
Train Epoch: [1/30] Iters:[520/2187] loss 0.1094, vq_loss 0.0590, rec_loss 0.0252, wasserstein_loss 0.0995, quant_error 0.0674, codebook_utilization 0.0729, codebook_perplexity 6929.9552,
Train Epoch: [1/30] Iters:[530/2187] loss 0.1067, vq_loss 0.0571, rec_loss 0.0248, wasserstein_loss 0.0957, quant_error 0.0672, codebook_utilization 0.0729, codebook_perplexity 6928.8917,
Train Epoch: [1/30] Iters:[540/2187] loss 0.0983, vq_loss 0.0508, rec_loss 0.0238, wasserstein_loss 0.0839, quant_error 0.0642, codebook_utilization 0.0731, codebook_perplexity 6956.4097,
Train Epoch: [1/30] Iters:[550/2187] loss 0.0920, vq_loss 0.0457, rec_loss 0.0232, wasserstein_loss 0.0745, quant_error 0.0615, codebook_utilization 0.0733, codebook_perplexity 6987.0189,
Train Epoch: [1/30] Iters:[560/2187] loss 0.0924, vq_loss 0.0463, rec_loss 0.0231, wasserstein_loss 0.0758, quant_error 0.0607, codebook_utilization 0.0737, codebook_perplexity 7042.3576,
Train Epoch: [1/30] Iters:[570/2187] loss 0.0946, vq_loss 0.0486, rec_loss 0.0230, wasserstein_loss 0.0806, quant_error 0.0605, codebook_utilization 0.0741, codebook_perplexity 7085.1946,
Train Epoch: [1/30] Iters:[580/2187] loss 0.0932, vq_loss 0.0472, rec_loss 0.0230, wasserstein_loss 0.0778, quant_error 0.0605, codebook_utilization 0.0741, codebook_perplexity 7090.8476,
Train Epoch: [1/30] Iters:[590/2187] loss 0.0913, vq_loss 0.0447, rec_loss 0.0233, wasserstein_loss 0.0722, quant_error 0.0625, codebook_utilization 0.0742, codebook_perplexity 7099.4815,
Train Epoch: [1/30] Iters:[600/2187] loss 0.0925, vq_loss 0.0455, rec_loss 0.0235, wasserstein_loss 0.0733, quant_error 0.0643, codebook_utilization 0.0743, codebook_perplexity 7111.4801,
Train Epoch: [1/30] Iters:[610/2187] loss 0.0930, vq_loss 0.0469, rec_loss 0.0230, wasserstein_loss 0.0762, quant_error 0.0643, codebook_utilization 0.0743, codebook_perplexity 7117.9438,
Train Epoch: [1/30] Iters:[620/2187] loss 0.0963, vq_loss 0.0509, rec_loss 0.0227, wasserstein_loss 0.0841, quant_error 0.0642, codebook_utilization 0.0744, codebook_perplexity 7127.1014,
Train Epoch: [1/30] Iters:[630/2187] loss 0.0995, vq_loss 0.0545, rec_loss 0.0225, wasserstein_loss 0.0914, quant_error 0.0638, codebook_utilization 0.0744, codebook_perplexity 7139.6545,
Train Epoch: [1/30] Iters:[640/2187] loss 0.1014, vq_loss 0.0570, rec_loss 0.0222, wasserstein_loss 0.0970, quant_error 0.0616, codebook_utilization 0.0744, codebook_perplexity 7143.1056,
Train Epoch: [1/30] Iters:[650/2187] loss 0.0999, vq_loss 0.0564, rec_loss 0.0218, wasserstein_loss 0.0962, quant_error 0.0600, codebook_utilization 0.0745, codebook_perplexity 7150.0533,
Train Epoch: [1/30] Iters:[660/2187] loss 0.0968, vq_loss 0.0529, rec_loss 0.0219, wasserstein_loss 0.0890, quant_error 0.0613, codebook_utilization 0.0745, codebook_perplexity 7146.1692,
Train Epoch: [1/30] Iters:[670/2187] loss 0.0913, vq_loss 0.0476, rec_loss 0.0219, wasserstein_loss 0.0781, quant_error 0.0619, codebook_utilization 0.0745, codebook_perplexity 7143.5473,
Train Epoch: [1/30] Iters:[680/2187] loss 0.0925, vq_loss 0.0492, rec_loss 0.0217, wasserstein_loss 0.0811, quant_error 0.0626, codebook_utilization 0.0745, codebook_perplexity 7147.0721,
Train Epoch: [1/30] Iters:[690/2187] loss 0.0957, vq_loss 0.0522, rec_loss 0.0218, wasserstein_loss 0.0867, quant_error 0.0641, codebook_utilization 0.0745, codebook_perplexity 7148.7420,
Train Epoch: [1/30] Iters:[700/2187] loss 0.0994, vq_loss 0.0558, rec_loss 0.0218, wasserstein_loss 0.0935, quant_error 0.0655, codebook_utilization 0.0745, codebook_perplexity 7146.7835,
Train Epoch: [1/30] Iters:[710/2187] loss 0.1020, vq_loss 0.0587, rec_loss 0.0216, wasserstein_loss 0.0994, quant_error 0.0658, codebook_utilization 0.0746, codebook_perplexity 7163.2626,
Train Epoch: [1/30] Iters:[720/2187] loss 0.0980, vq_loss 0.0552, rec_loss 0.0214, wasserstein_loss 0.0923, quant_error 0.0656, codebook_utilization 0.0746, codebook_perplexity 7161.9679,
Train Epoch: [1/30] Iters:[730/2187] loss 0.0932, vq_loss 0.0501, rec_loss 0.0216, wasserstein_loss 0.0819, quant_error 0.0667, codebook_utilization 0.0748, codebook_perplexity 7177.2217,
Train Epoch: [1/30] Iters:[740/2187] loss 0.0925, vq_loss 0.0496, rec_loss 0.0214, wasserstein_loss 0.0805, quant_error 0.0682, codebook_utilization 0.0748, codebook_perplexity 7179.7654,
Train Epoch: [1/30] Iters:[750/2187] loss 0.0910, vq_loss 0.0486, rec_loss 0.0212, wasserstein_loss 0.0782, quant_error 0.0690, codebook_utilization 0.0748, codebook_perplexity 7178.3561,
Train Epoch: [1/30] Iters:[760/2187] loss 0.0903, vq_loss 0.0485, rec_loss 0.0209, wasserstein_loss 0.0783, quant_error 0.0681, codebook_utilization 0.0747, codebook_perplexity 7164.4266,
Train Epoch: [1/30] Iters:[770/2187] loss 0.0970, vq_loss 0.0553, rec_loss 0.0208, wasserstein_loss 0.0918, quant_error 0.0684, codebook_utilization 0.0747, codebook_perplexity 7165.5009,
Train Epoch: [1/30] Iters:[780/2187] loss 0.0964, vq_loss 0.0550, rec_loss 0.0207, wasserstein_loss 0.0911, quant_error 0.0688, codebook_utilization 0.0746, codebook_perplexity 7153.7588,
Train Epoch: [1/30] Iters:[790/2187] loss 0.0930, vq_loss 0.0519, rec_loss 0.0206, wasserstein_loss 0.0851, quant_error 0.0681, codebook_utilization 0.0746, codebook_perplexity 7154.2653,
Train Epoch: [1/30] Iters:[800/2187] loss 0.0901, vq_loss 0.0492, rec_loss 0.0205, wasserstein_loss 0.0797, quant_error 0.0675, codebook_utilization 0.0747, codebook_perplexity 7168.2631,
Train Epoch: [1/30] Iters:[810/2187] loss 0.0890, vq_loss 0.0487, rec_loss 0.0202, wasserstein_loss 0.0784, quant_error 0.0689, codebook_utilization 0.0749, codebook_perplexity 7199.3693,
Train Epoch: [1/30] Iters:[820/2187] loss 0.0841, vq_loss 0.0438, rec_loss 0.0201, wasserstein_loss 0.0682, quant_error 0.0704, codebook_utilization 0.0750, codebook_perplexity 7207.6950,
Train Epoch: [1/30] Iters:[830/2187] loss 0.0833, vq_loss 0.0433, rec_loss 0.0200, wasserstein_loss 0.0669, quant_error 0.0715, codebook_utilization 0.0751, codebook_perplexity 7221.7566,
Train Epoch: [1/30] Iters:[840/2187] loss 0.0811, vq_loss 0.0412, rec_loss 0.0199, wasserstein_loss 0.0623, quant_error 0.0731, codebook_utilization 0.0752, codebook_perplexity 7239.5583,
Train Epoch: [1/30] Iters:[850/2187] loss 0.0862, vq_loss 0.0466, rec_loss 0.0198, wasserstein_loss 0.0728, quant_error 0.0742, codebook_utilization 0.0752, codebook_perplexity 7240.5385,
Train Epoch: [1/30] Iters:[860/2187] loss 0.0835, vq_loss 0.0439, rec_loss 0.0198, wasserstein_loss 0.0670, quant_error 0.0754, codebook_utilization 0.0752, codebook_perplexity 7238.2136,
Train Epoch: [1/30] Iters:[870/2187] loss 0.0819, vq_loss 0.0424, rec_loss 0.0197, wasserstein_loss 0.0639, quant_error 0.0765, codebook_utilization 0.0752, codebook_perplexity 7243.3696,
Train Epoch: [1/30] Iters:[880/2187] loss 0.0865, vq_loss 0.0477, rec_loss 0.0194, wasserstein_loss 0.0746, quant_error 0.0752, codebook_utilization 0.0752, codebook_perplexity 7242.2083,
Train Epoch: [1/30] Iters:[890/2187] loss 0.0955, vq_loss 0.0565, rec_loss 0.0195, wasserstein_loss 0.0926, quant_error 0.0743, codebook_utilization 0.0752, codebook_perplexity 7243.3183,
Train Epoch: [1/30] Iters:[900/2187] loss 0.0931, vq_loss 0.0544, rec_loss 0.0194, wasserstein_loss 0.0883, quant_error 0.0745, codebook_utilization 0.0752, codebook_perplexity 7234.3884,
Train Epoch: [1/30] Iters:[910/2187] loss 0.0951, vq_loss 0.0562, rec_loss 0.0194, wasserstein_loss 0.0920, quant_error 0.0743, codebook_utilization 0.0752, codebook_perplexity 7230.6042,
Train Epoch: [1/30] Iters:[920/2187] loss 0.0976, vq_loss 0.0582, rec_loss 0.0197, wasserstein_loss 0.0961, quant_error 0.0740, codebook_utilization 0.0753, codebook_perplexity 7241.4303,
Train Epoch: [1/30] Iters:[930/2187] loss 0.0989, vq_loss 0.0591, rec_loss 0.0199, wasserstein_loss 0.0976, quant_error 0.0753, codebook_utilization 0.0754, codebook_perplexity 7259.3700,
Train Epoch: [1/30] Iters:[940/2187] loss 0.0925, vq_loss 0.0529, rec_loss 0.0198, wasserstein_loss 0.0847, quant_error 0.0772, codebook_utilization 0.0754, codebook_perplexity 7264.8008,
Train Epoch: [1/30] Iters:[950/2187] loss 0.0926, vq_loss 0.0525, rec_loss 0.0200, wasserstein_loss 0.0835, quant_error 0.0783, codebook_utilization 0.0755, codebook_perplexity 7280.0610,
Train Epoch: [1/30] Iters:[960/2187] loss 0.0965, vq_loss 0.0563, rec_loss 0.0201, wasserstein_loss 0.0912, quant_error 0.0777, codebook_utilization 0.0756, codebook_perplexity 7295.7819,
Train Epoch: [1/30] Iters:[970/2187] loss 0.0981, vq_loss 0.0584, rec_loss 0.0198, wasserstein_loss 0.0954, quant_error 0.0778, codebook_utilization 0.0755, codebook_perplexity 7286.8125,
Train Epoch: [1/30] Iters:[980/2187] loss 0.0931, vq_loss 0.0536, rec_loss 0.0198, wasserstein_loss 0.0857, quant_error 0.0779, codebook_utilization 0.0755, codebook_perplexity 7285.5444,
Train Epoch: [1/30] Iters:[990/2187] loss 0.0917, vq_loss 0.0521, rec_loss 0.0198, wasserstein_loss 0.0832, quant_error 0.0765, codebook_utilization 0.0755, codebook_perplexity 7284.5910,
Train Epoch: [1/30] Iters:[1000/2187] loss 0.0898, vq_loss 0.0503, rec_loss 0.0198, wasserstein_loss 0.0795, quant_error 0.0764, codebook_utilization 0.0755, codebook_perplexity 7287.1093,
Train Epoch: [1/30] Iters:[1010/2187] loss 0.0861, vq_loss 0.0473, rec_loss 0.0194, wasserstein_loss 0.0733, quant_error 0.0773, codebook_utilization 0.0755, codebook_perplexity 7272.9334,
Train Epoch: [1/30] Iters:[1020/2187] loss 0.0859, vq_loss 0.0472, rec_loss 0.0193, wasserstein_loss 0.0729, quant_error 0.0786, codebook_utilization 0.0755, codebook_perplexity 7287.7340,
Train Epoch: [1/30] Iters:[1030/2187] loss 0.0850, vq_loss 0.0469, rec_loss 0.0190, wasserstein_loss 0.0721, quant_error 0.0790, codebook_utilization 0.0756, codebook_perplexity 7288.4499,
Train Epoch: [1/30] Iters:[1040/2187] loss 0.0866, vq_loss 0.0493, rec_loss 0.0186, wasserstein_loss 0.0768, quant_error 0.0794, codebook_utilization 0.0756, codebook_perplexity 7296.0518,
Train Epoch: [1/30] Iters:[1050/2187] loss 0.0849, vq_loss 0.0479, rec_loss 0.0185, wasserstein_loss 0.0740, quant_error 0.0794, codebook_utilization 0.0756, codebook_perplexity 7288.3782,
Train Epoch: [1/30] Iters:[1060/2187] loss 0.0831, vq_loss 0.0467, rec_loss 0.0182, wasserstein_loss 0.0714, quant_error 0.0797, codebook_utilization 0.0756, codebook_perplexity 7298.0025,
Train Epoch: [1/30] Iters:[1070/2187] loss 0.0792, vq_loss 0.0423, rec_loss 0.0184, wasserstein_loss 0.0630, quant_error 0.0785, codebook_utilization 0.0756, codebook_perplexity 7296.8843,
Train Epoch: [1/30] Iters:[1080/2187] loss 0.0798, vq_loss 0.0429, rec_loss 0.0184, wasserstein_loss 0.0645, quant_error 0.0776, codebook_utilization 0.0756, codebook_perplexity 7296.8808,
Train Epoch: [1/30] Iters:[1090/2187] loss 0.0762, vq_loss 0.0396, rec_loss 0.0183, wasserstein_loss 0.0581, quant_error 0.0771, codebook_utilization 0.0756, codebook_perplexity 7290.0365,
Train Epoch: [1/30] Iters:[1100/2187] loss 0.0781, vq_loss 0.0418, rec_loss 0.0181, wasserstein_loss 0.0624, quant_error 0.0774, codebook_utilization 0.0757, codebook_perplexity 7302.4174,
Train Epoch: [1/30] Iters:[1110/2187] loss 0.0765, vq_loss 0.0399, rec_loss 0.0183, wasserstein_loss 0.0582, quant_error 0.0786, codebook_utilization 0.0757, codebook_perplexity 7303.2774,
Train Epoch: [1/30] Iters:[1120/2187] loss 0.0772, vq_loss 0.0411, rec_loss 0.0180, wasserstein_loss 0.0601, quant_error 0.0805, codebook_utilization 0.0758, codebook_perplexity 7309.0151,
Train Epoch: [1/30] Iters:[1130/2187] loss 0.0759, vq_loss 0.0396, rec_loss 0.0181, wasserstein_loss 0.0566, quant_error 0.0824, codebook_utilization 0.0758, codebook_perplexity 7314.0339,
Train Epoch: [1/30] Iters:[1140/2187] loss 0.0777, vq_loss 0.0414, rec_loss 0.0181, wasserstein_loss 0.0600, quant_error 0.0833, codebook_utilization 0.0758, codebook_perplexity 7319.9774,
Train Epoch: [1/30] Iters:[1150/2187] loss 0.0792, vq_loss 0.0431, rec_loss 0.0181, wasserstein_loss 0.0634, quant_error 0.0831, codebook_utilization 0.0758, codebook_perplexity 7321.4668,
Train Epoch: [1/30] Iters:[1160/2187] loss 0.0830, vq_loss 0.0470, rec_loss 0.0180, wasserstein_loss 0.0712, quant_error 0.0827, codebook_utilization 0.0759, codebook_perplexity 7328.6558,
Train Epoch: [1/30] Iters:[1170/2187] loss 0.0823, vq_loss 0.0465, rec_loss 0.0179, wasserstein_loss 0.0703, quant_error 0.0825, codebook_utilization 0.0759, codebook_perplexity 7331.2966,
Train Epoch: [1/30] Iters:[1180/2187] loss 0.0854, vq_loss 0.0501, rec_loss 0.0176, wasserstein_loss 0.0772, quant_error 0.0835, codebook_utilization 0.0759, codebook_perplexity 7327.4557,
Train Epoch: [1/30] Iters:[1190/2187] loss 0.0888, vq_loss 0.0534, rec_loss 0.0177, wasserstein_loss 0.0830, quant_error 0.0864, codebook_utilization 0.0758, codebook_perplexity 7327.9333,
Train Epoch: [1/30] Iters:[1200/2187] loss 0.0900, vq_loss 0.0546, rec_loss 0.0177, wasserstein_loss 0.0850, quant_error 0.0880, codebook_utilization 0.0759, codebook_perplexity 7335.5416,
Train Epoch: [1/30] Iters:[1210/2187] loss 0.0905, vq_loss 0.0552, rec_loss 0.0176, wasserstein_loss 0.0861, quant_error 0.0883, codebook_utilization 0.0759, codebook_perplexity 7334.5087,
