dataset_dir: /mmfs1/data/fangxian/data/
dataset_name: FFHQ
batch_size: 32
workers: 8
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 8
z_channels: 256
factor: 16
beta: 1.0
gamma: 0.0
alpha: 1.0
quantizer_name: ema_quantizer
resume: False
epochs: 30
eval_epochs: 5
lr: 5e-05
dropout: 0.0
seed: 123
warmup_iters: 2000
decay_iters: 10000
weight_decay: 0.05
accumulation: 1
checkpoint_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/checkpoint/FFHQ
results_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/results/FFHQ
saver_dir: /mmfs1/data/fangxian/WassersteinVQ/VQVAE/saver/FFHQ
data_pre: FFHQ
model_pre: model_16384_8_16
loss_pre: loss_1.0_1.0_0.0
training_pre: ema_quantizer_30
saver_name_pre: ema_quantizer_30_FFHQ_model_16384_8_16_loss_1.0_1.0_0.0
Working with z of shape (1, 256, 16, 16) = 65536 dimensions.
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
len train_dataloader: 2187
len val_dataloader: 1094
Start training...
epoch:1, cur_lr:0.000050
Train Epoch: [1/30] Iters:[10/2187] loss 0.2927, vq_loss 0.0191, rec_loss 0.2736, quant_error 0.1525, codebook_utilization 0.0110, codebook_perplexity 53.6886,
Train Epoch: [1/30] Iters:[210/2187] loss 0.0400, vq_loss 0.0005, rec_loss 0.0395, quant_error 0.0040, codebook_utilization 0.1044, codebook_perplexity 1155.4100,
Train Epoch: [1/30] Iters:[220/2187] loss 0.0391, vq_loss 0.0005, rec_loss 0.0386, quant_error 0.0039, codebook_utilization 0.1045, codebook_perplexity 1153.9809,
Train Epoch: [1/30] Iters:[230/2187] loss 0.0379, vq_loss 0.0005, rec_loss 0.0375, quant_error 0.0039, codebook_utilization 0.1047, codebook_perplexity 1157.7960,
Train Epoch: [1/30] Iters:[240/2187] loss 0.0367, vq_loss 0.0005, rec_loss 0.0362, quant_error 0.0039, codebook_utilization 0.1047, codebook_perplexity 1152.7248,
Train Epoch: [1/30] Iters:[250/2187] loss 0.0354, vq_loss 0.0005, rec_loss 0.0349, quant_error 0.0038, codebook_utilization 0.1051, codebook_perplexity 1151.3631,
Train Epoch: [1/30] Iters:[260/2187] loss 0.0352, vq_loss 0.0005, rec_loss 0.0348, quant_error 0.0036, codebook_utilization 0.1058, codebook_perplexity 1171.1774,
Train Epoch: [1/30] Iters:[270/2187] loss 0.0341, vq_loss 0.0004, rec_loss 0.0337, quant_error 0.0036, codebook_utilization 0.1063, codebook_perplexity 1181.5617,
Train Epoch: [1/30] Iters:[280/2187] loss 0.0333, vq_loss 0.0004, rec_loss 0.0329, quant_error 0.0034, codebook_utilization 0.1071, codebook_perplexity 1202.0761,
Train Epoch: [1/30] Iters:[290/2187] loss 0.0328, vq_loss 0.0004, rec_loss 0.0324, quant_error 0.0033, codebook_utilization 0.1078, codebook_perplexity 1219.1633,
Train Epoch: [1/30] Iters:[300/2187] loss 0.0325, vq_loss 0.0004, rec_loss 0.0321, quant_error 0.0032, codebook_utilization 0.1079, codebook_perplexity 1230.7168,
Train Epoch: [1/30] Iters:[310/2187] loss 0.0317, vq_loss 0.0004, rec_loss 0.0313, quant_error 0.0032, codebook_utilization 0.1083, codebook_perplexity 1231.6372,
Train Epoch: [1/30] Iters:[320/2187] loss 0.0316, vq_loss 0.0004, rec_loss 0.0312, quant_error 0.0032, codebook_utilization 0.1086, codebook_perplexity 1240.5167,
Train Epoch: [1/30] Iters:[330/2187] loss 0.0312, vq_loss 0.0004, rec_loss 0.0308, quant_error 0.0032, codebook_utilization 0.1087, codebook_perplexity 1242.3497,
Train Epoch: [1/30] Iters:[340/2187] loss 0.0305, vq_loss 0.0004, rec_loss 0.0301, quant_error 0.0033, codebook_utilization 0.1087, codebook_perplexity 1242.1331,
Train Epoch: [1/30] Iters:[350/2187] loss 0.0302, vq_loss 0.0004, rec_loss 0.0298, quant_error 0.0033, codebook_utilization 0.1088, codebook_perplexity 1240.8107,
Train Epoch: [1/30] Iters:[360/2187] loss 0.0302, vq_loss 0.0004, rec_loss 0.0298, quant_error 0.0032, codebook_utilization 0.1088, codebook_perplexity 1245.1848,
Train Epoch: [1/30] Iters:[370/2187] loss 0.0297, vq_loss 0.0004, rec_loss 0.0293, quant_error 0.0031, codebook_utilization 0.1091, codebook_perplexity 1243.8627,
Train Epoch: [1/30] Iters:[380/2187] loss 0.0296, vq_loss 0.0004, rec_loss 0.0292, quant_error 0.0031, codebook_utilization 0.1092, codebook_perplexity 1243.5122,
Train Epoch: [1/30] Iters:[390/2187] loss 0.0294, vq_loss 0.0004, rec_loss 0.0290, quant_error 0.0030, codebook_utilization 0.1094, codebook_perplexity 1245.5634,
Train Epoch: [1/30] Iters:[400/2187] loss 0.0291, vq_loss 0.0004, rec_loss 0.0288, quant_error 0.0030, codebook_utilization 0.1102, codebook_perplexity 1262.7293,
Train Epoch: [1/30] Iters:[410/2187] loss 0.0285, vq_loss 0.0004, rec_loss 0.0282, quant_error 0.0030, codebook_utilization 0.1110, codebook_perplexity 1281.2820,
Train Epoch: [1/30] Iters:[420/2187] loss 0.0284, vq_loss 0.0004, rec_loss 0.0281, quant_error 0.0030, codebook_utilization 0.1116, codebook_perplexity 1299.1883,
Train Epoch: [1/30] Iters:[430/2187] loss 0.0283, vq_loss 0.0004, rec_loss 0.0279, quant_error 0.0030, codebook_utilization 0.1123, codebook_perplexity 1312.6861,
Train Epoch: [1/30] Iters:[440/2187] loss 0.0284, vq_loss 0.0004, rec_loss 0.0280, quant_error 0.0030, codebook_utilization 0.1131, codebook_perplexity 1332.5932,
Train Epoch: [1/30] Iters:[450/2187] loss 0.0286, vq_loss 0.0004, rec_loss 0.0282, quant_error 0.0031, codebook_utilization 0.1133, codebook_perplexity 1332.6356,
Train Epoch: [1/30] Iters:[460/2187] loss 0.0283, vq_loss 0.0004, rec_loss 0.0279, quant_error 0.0032, codebook_utilization 0.1131, codebook_perplexity 1320.9665,
Train Epoch: [1/30] Iters:[470/2187] loss 0.0280, vq_loss 0.0004, rec_loss 0.0276, quant_error 0.0033, codebook_utilization 0.1135, codebook_perplexity 1326.6691,
Train Epoch: [1/30] Iters:[480/2187] loss 0.0280, vq_loss 0.0004, rec_loss 0.0275, quant_error 0.0033, codebook_utilization 0.1140, codebook_perplexity 1341.8614,
Train Epoch: [1/30] Iters:[490/2187] loss 0.0279, vq_loss 0.0004, rec_loss 0.0275, quant_error 0.0034, codebook_utilization 0.1139, codebook_perplexity 1330.8996,
Train Epoch: [1/30] Iters:[500/2187] loss 0.0277, vq_loss 0.0004, rec_loss 0.0273, quant_error 0.0036, codebook_utilization 0.1141, codebook_perplexity 1326.1772,
Train Epoch: [1/30] Iters:[510/2187] loss 0.0279, vq_loss 0.0004, rec_loss 0.0275, quant_error 0.0036, codebook_utilization 0.1149, codebook_perplexity 1344.1447,
Train Epoch: [1/30] Iters:[520/2187] loss 0.0280, vq_loss 0.0005, rec_loss 0.0276, quant_error 0.0036, codebook_utilization 0.1149, codebook_perplexity 1339.9097,
Train Epoch: [1/30] Iters:[530/2187] loss 0.0276, vq_loss 0.0005, rec_loss 0.0272, quant_error 0.0037, codebook_utilization 0.1149, codebook_perplexity 1334.0058,
Train Epoch: [1/30] Iters:[540/2187] loss 0.0277, vq_loss 0.0005, rec_loss 0.0272, quant_error 0.0037, codebook_utilization 0.1151, codebook_perplexity 1341.6272,
Train Epoch: [1/30] Iters:[550/2187] loss 0.0275, vq_loss 0.0005, rec_loss 0.0270, quant_error 0.0037, codebook_utilization 0.1152, codebook_perplexity 1351.3718,
Train Epoch: [1/30] Iters:[560/2187] loss 0.0272, vq_loss 0.0005, rec_loss 0.0268, quant_error 0.0038, codebook_utilization 0.1151, codebook_perplexity 1347.3109,
Train Epoch: [1/30] Iters:[570/2187] loss 0.0270, vq_loss 0.0005, rec_loss 0.0266, quant_error 0.0038, codebook_utilization 0.1152, codebook_perplexity 1360.1099,
Train Epoch: [1/30] Iters:[580/2187] loss 0.0271, vq_loss 0.0005, rec_loss 0.0266, quant_error 0.0038, codebook_utilization 0.1155, codebook_perplexity 1371.7697,
Train Epoch: [1/30] Iters:[590/2187] loss 0.0268, vq_loss 0.0005, rec_loss 0.0264, quant_error 0.0037, codebook_utilization 0.1157, codebook_perplexity 1380.2423,
Train Epoch: [1/30] Iters:[600/2187] loss 0.0265, vq_loss 0.0005, rec_loss 0.0260, quant_error 0.0037, codebook_utilization 0.1157, codebook_perplexity 1378.6779,
Train Epoch: [1/30] Iters:[610/2187] loss 0.0261, vq_loss 0.0005, rec_loss 0.0257, quant_error 0.0036, codebook_utilization 0.1160, codebook_perplexity 1392.7999,
Train Epoch: [1/30] Iters:[620/2187] loss 0.0263, vq_loss 0.0005, rec_loss 0.0258, quant_error 0.0037, codebook_utilization 0.1165, codebook_perplexity 1403.0453,
Train Epoch: [1/30] Iters:[630/2187] loss 0.0257, vq_loss 0.0005, rec_loss 0.0252, quant_error 0.0037, codebook_utilization 0.1168, codebook_perplexity 1411.5860,
Train Epoch: [1/30] Iters:[640/2187] loss 0.0253, vq_loss 0.0005, rec_loss 0.0248, quant_error 0.0037, codebook_utilization 0.1169, codebook_perplexity 1424.1513,
Train Epoch: [1/30] Iters:[650/2187] loss 0.0255, vq_loss 0.0005, rec_loss 0.0250, quant_error 0.0037, codebook_utilization 0.1176, codebook_perplexity 1452.3122,
Train Epoch: [1/30] Iters:[660/2187] loss 0.0254, vq_loss 0.0005, rec_loss 0.0249, quant_error 0.0038, codebook_utilization 0.1177, codebook_perplexity 1452.4784,
Train Epoch: [1/30] Iters:[670/2187] loss 0.0252, vq_loss 0.0005, rec_loss 0.0247, quant_error 0.0039, codebook_utilization 0.1176, codebook_perplexity 1451.8008,
Train Epoch: [1/30] Iters:[680/2187] loss 0.0251, vq_loss 0.0005, rec_loss 0.0246, quant_error 0.0039, codebook_utilization 0.1174, codebook_perplexity 1440.5557,
Train Epoch: [1/30] Iters:[690/2187] loss 0.0254, vq_loss 0.0005, rec_loss 0.0249, quant_error 0.0039, codebook_utilization 0.1176, codebook_perplexity 1444.9700,
Train Epoch: [1/30] Iters:[700/2187] loss 0.0252, vq_loss 0.0005, rec_loss 0.0247, quant_error 0.0040, codebook_utilization 0.1178, codebook_perplexity 1449.1202,
Train Epoch: [1/30] Iters:[710/2187] loss 0.0251, vq_loss 0.0005, rec_loss 0.0246, quant_error 0.0041, codebook_utilization 0.1179, codebook_perplexity 1456.0352,
Train Epoch: [1/30] Iters:[720/2187] loss 0.0248, vq_loss 0.0005, rec_loss 0.0243, quant_error 0.0041, codebook_utilization 0.1182, codebook_perplexity 1469.2004,
Train Epoch: [1/30] Iters:[730/2187] loss 0.0257, vq_loss 0.0005, rec_loss 0.0252, quant_error 0.0042, codebook_utilization 0.1187, codebook_perplexity 1487.4056,
Train Epoch: [1/30] Iters:[740/2187] loss 0.0256, vq_loss 0.0006, rec_loss 0.0250, quant_error 0.0045, codebook_utilization 0.1187, codebook_perplexity 1482.2004,
Train Epoch: [1/30] Iters:[750/2187] loss 0.0256, vq_loss 0.0006, rec_loss 0.0250, quant_error 0.0046, codebook_utilization 0.1188, codebook_perplexity 1479.1222,
Train Epoch: [1/30] Iters:[760/2187] loss 0.0255, vq_loss 0.0006, rec_loss 0.0249, quant_error 0.0046, codebook_utilization 0.1187, codebook_perplexity 1480.4034,
Train Epoch: [1/30] Iters:[770/2187] loss 0.0251, vq_loss 0.0006, rec_loss 0.0246, quant_error 0.0045, codebook_utilization 0.1184, codebook_perplexity 1474.7078,
Train Epoch: [1/30] Iters:[780/2187] loss 0.0243, vq_loss 0.0006, rec_loss 0.0237, quant_error 0.0044, codebook_utilization 0.1179, codebook_perplexity 1469.7015,
Train Epoch: [1/30] Iters:[790/2187] loss 0.0241, vq_loss 0.0005, rec_loss 0.0235, quant_error 0.0043, codebook_utilization 0.1179, codebook_perplexity 1476.6605,
Train Epoch: [1/30] Iters:[800/2187] loss 0.0238, vq_loss 0.0005, rec_loss 0.0233, quant_error 0.0043, codebook_utilization 0.1176, codebook_perplexity 1481.2686,
Train Epoch: [1/30] Iters:[810/2187] loss 0.0237, vq_loss 0.0005, rec_loss 0.0232, quant_error 0.0043, codebook_utilization 0.1177, codebook_perplexity 1484.5079,
Train Epoch: [1/30] Iters:[820/2187] loss 0.0241, vq_loss 0.0005, rec_loss 0.0235, quant_error 0.0044, codebook_utilization 0.1180, codebook_perplexity 1498.1123,
Train Epoch: [1/30] Iters:[830/2187] loss 0.0243, vq_loss 0.0006, rec_loss 0.0237, quant_error 0.0045, codebook_utilization 0.1182, codebook_perplexity 1500.5290,
Train Epoch: [1/30] Iters:[840/2187] loss 0.0241, vq_loss 0.0006, rec_loss 0.0235, quant_error 0.0046, codebook_utilization 0.1180, codebook_perplexity 1493.9029,
Train Epoch: [1/30] Iters:[850/2187] loss 0.0239, vq_loss 0.0006, rec_loss 0.0233, quant_error 0.0047, codebook_utilization 0.1180, codebook_perplexity 1489.4036,
Train Epoch: [1/30] Iters:[860/2187] loss 0.0238, vq_loss 0.0006, rec_loss 0.0232, quant_error 0.0047, codebook_utilization 0.1178, codebook_perplexity 1484.8287,
Train Epoch: [1/30] Iters:[870/2187] loss 0.0234, vq_loss 0.0006, rec_loss 0.0228, quant_error 0.0047, codebook_utilization 0.1174, codebook_perplexity 1476.2903,
Train Epoch: [1/30] Iters:[880/2187] loss 0.0228, vq_loss 0.0006, rec_loss 0.0222, quant_error 0.0047, codebook_utilization 0.1174, codebook_perplexity 1477.2378,
Train Epoch: [1/30] Iters:[890/2187] loss 0.0226, vq_loss 0.0006, rec_loss 0.0220, quant_error 0.0045, codebook_utilization 0.1174, codebook_perplexity 1493.5181,
Train Epoch: [1/30] Iters:[900/2187] loss 0.0226, vq_loss 0.0005, rec_loss 0.0221, quant_error 0.0044, codebook_utilization 0.1173, codebook_perplexity 1500.1582,
Train Epoch: [1/30] Iters:[910/2187] loss 0.0226, vq_loss 0.0006, rec_loss 0.0220, quant_error 0.0044, codebook_utilization 0.1176, codebook_perplexity 1515.4835,
Train Epoch: [1/30] Iters:[920/2187] loss 0.0226, vq_loss 0.0006, rec_loss 0.0221, quant_error 0.0045, codebook_utilization 0.1177, codebook_perplexity 1520.6064,
Train Epoch: [1/30] Iters:[930/2187] loss 0.0230, vq_loss 0.0006, rec_loss 0.0224, quant_error 0.0045, codebook_utilization 0.1177, codebook_perplexity 1524.1608,
Train Epoch: [1/30] Iters:[940/2187] loss 0.0231, vq_loss 0.0006, rec_loss 0.0225, quant_error 0.0045, codebook_utilization 0.1177, codebook_perplexity 1523.9937,
Train Epoch: [1/30] Iters:[950/2187] loss 0.0234, vq_loss 0.0006, rec_loss 0.0229, quant_error 0.0046, codebook_utilization 0.1175, codebook_perplexity 1518.7157,
Train Epoch: [1/30] Iters:[960/2187] loss 0.0236, vq_loss 0.0006, rec_loss 0.0230, quant_error 0.0048, codebook_utilization 0.1174, codebook_perplexity 1506.5746,
Train Epoch: [1/30] Iters:[970/2187] loss 0.0234, vq_loss 0.0006, rec_loss 0.0228, quant_error 0.0049, codebook_utilization 0.1172, codebook_perplexity 1502.2126,
Train Epoch: [1/30] Iters:[980/2187] loss 0.0232, vq_loss 0.0006, rec_loss 0.0226, quant_error 0.0049, codebook_utilization 0.1170, codebook_perplexity 1499.2937,
Train Epoch: [1/30] Iters:[990/2187] loss 0.0233, vq_loss 0.0006, rec_loss 0.0227, quant_error 0.0049, codebook_utilization 0.1170, codebook_perplexity 1499.9190,
Train Epoch: [1/30] Iters:[1000/2187] loss 0.0230, vq_loss 0.0006, rec_loss 0.0224, quant_error 0.0049, codebook_utilization 0.1169, codebook_perplexity 1500.2838,
Train Epoch: [1/30] Iters:[1010/2187] loss 0.0229, vq_loss 0.0006, rec_loss 0.0223, quant_error 0.0049, codebook_utilization 0.1169, codebook_perplexity 1504.1616,
Train Epoch: [1/30] Iters:[1020/2187] loss 0.0227, vq_loss 0.0006, rec_loss 0.0221, quant_error 0.0049, codebook_utilization 0.1170, codebook_perplexity 1507.7844,
Train Epoch: [1/30] Iters:[1030/2187] loss 0.0229, vq_loss 0.0006, rec_loss 0.0223, quant_error 0.0049, codebook_utilization 0.1171, codebook_perplexity 1511.7668,
Train Epoch: [1/30] Iters:[1040/2187] loss 0.0230, vq_loss 0.0006, rec_loss 0.0223, quant_error 0.0049, codebook_utilization 0.1168, codebook_perplexity 1506.9680,
Train Epoch: [1/30] Iters:[1050/2187] loss 0.0230, vq_loss 0.0006, rec_loss 0.0224, quant_error 0.0050, codebook_utilization 0.1171, codebook_perplexity 1508.8637,
Train Epoch: [1/30] Iters:[1060/2187] loss 0.0230, vq_loss 0.0006, rec_loss 0.0224, quant_error 0.0050, codebook_utilization 0.1172, codebook_perplexity 1511.8078,
Train Epoch: [1/30] Iters:[1070/2187] loss 0.0233, vq_loss 0.0006, rec_loss 0.0226, quant_error 0.0050, codebook_utilization 0.1170, codebook_perplexity 1508.3785,
Train Epoch: [1/30] Iters:[1080/2187] loss 0.0230, vq_loss 0.0006, rec_loss 0.0224, quant_error 0.0050, codebook_utilization 0.1168, codebook_perplexity 1507.3639,
Train Epoch: [1/30] Iters:[1090/2187] loss 0.0228, vq_loss 0.0006, rec_loss 0.0222, quant_error 0.0051, codebook_utilization 0.1169, codebook_perplexity 1512.6177,
Train Epoch: [1/30] Iters:[1100/2187] loss 0.0226, vq_loss 0.0006, rec_loss 0.0220, quant_error 0.0050, codebook_utilization 0.1164, codebook_perplexity 1510.3095,
Train Epoch: [1/30] Iters:[1110/2187] loss 0.0224, vq_loss 0.0006, rec_loss 0.0218, quant_error 0.0050, codebook_utilization 0.1160, codebook_perplexity 1503.9434,
Train Epoch: [1/30] Iters:[1120/2187] loss 0.0223, vq_loss 0.0006, rec_loss 0.0216, quant_error 0.0051, codebook_utilization 0.1162, codebook_perplexity 1507.8868,
Train Epoch: [1/30] Iters:[1130/2187] loss 0.0222, vq_loss 0.0006, rec_loss 0.0215, quant_error 0.0051, codebook_utilization 0.1162, codebook_perplexity 1507.0351,
Train Epoch: [1/30] Iters:[1140/2187] loss 0.0218, vq_loss 0.0006, rec_loss 0.0212, quant_error 0.0051, codebook_utilization 0.1160, codebook_perplexity 1502.2733,
Train Epoch: [1/30] Iters:[1150/2187] loss 0.0212, vq_loss 0.0006, rec_loss 0.0206, quant_error 0.0050, codebook_utilization 0.1160, codebook_perplexity 1503.5149,
Train Epoch: [1/30] Iters:[1160/2187] loss 0.0215, vq_loss 0.0006, rec_loss 0.0208, quant_error 0.0050, codebook_utilization 0.1161, codebook_perplexity 1509.8774,
Train Epoch: [1/30] Iters:[1170/2187] loss 0.0215, vq_loss 0.0006, rec_loss 0.0209, quant_error 0.0049, codebook_utilization 0.1160, codebook_perplexity 1515.4953,
Train Epoch: [1/30] Iters:[1180/2187] loss 0.0215, vq_loss 0.0006, rec_loss 0.0209, quant_error 0.0050, codebook_utilization 0.1160, codebook_perplexity 1518.9406,
Train Epoch: [1/30] Iters:[1190/2187] loss 0.0216, vq_loss 0.0006, rec_loss 0.0209, quant_error 0.0050, codebook_utilization 0.1160, codebook_perplexity 1520.2894,
Train Epoch: [1/30] Iters:[1200/2187] loss 0.0217, vq_loss 0.0006, rec_loss 0.0211, quant_error 0.0050, codebook_utilization 0.1161, codebook_perplexity 1519.7783,
Train Epoch: [1/30] Iters:[1210/2187] loss 0.0214, vq_loss 0.0006, rec_loss 0.0208, quant_error 0.0050, codebook_utilization 0.1160, codebook_perplexity 1518.0840,
Train Epoch: [1/30] Iters:[1220/2187] loss 0.0213, vq_loss 0.0006, rec_loss 0.0207, quant_error 0.0050, codebook_utilization 0.1155, codebook_perplexity 1506.8510,
Train Epoch: [1/30] Iters:[1230/2187] loss 0.0215, vq_loss 0.0006, rec_loss 0.0209, quant_error 0.0050, codebook_utilization 0.1155, codebook_perplexity 1507.3144,
Train Epoch: [1/30] Iters:[1240/2187] loss 0.0215, vq_loss 0.0006, rec_loss 0.0209, quant_error 0.0051, codebook_utilization 0.1154, codebook_perplexity 1506.7097,
Train Epoch: [1/30] Iters:[1250/2187] loss 0.0218, vq_loss 0.0006, rec_loss 0.0211, quant_error 0.0051, codebook_utilization 0.1155, codebook_perplexity 1512.9089,
Train Epoch: [1/30] Iters:[1260/2187] loss 0.0217, vq_loss 0.0006, rec_loss 0.0211, quant_error 0.0051, codebook_utilization 0.1153, codebook_perplexity 1510.5528,
Train Epoch: [1/30] Iters:[1270/2187] loss 0.0218, vq_loss 0.0006, rec_loss 0.0211, quant_error 0.0052, codebook_utilization 0.1156, codebook_perplexity 1516.7266,
Train Epoch: [1/30] Iters:[1280/2187] loss 0.0215, vq_loss 0.0006, rec_loss 0.0209, quant_error 0.0051, codebook_utilization 0.1154, codebook_perplexity 1515.2131,
Train Epoch: [1/30] Iters:[1290/2187] loss 0.0216, vq_loss 0.0006, rec_loss 0.0209, quant_error 0.0051, codebook_utilization 0.1152, codebook_perplexity 1514.2661,
Train Epoch: [1/30] Iters:[1300/2187] loss 0.0214, vq_loss 0.0007, rec_loss 0.0208, quant_error 0.0052, codebook_utilization 0.1149, codebook_perplexity 1503.6202,
Train Epoch: [1/30] Iters:[1310/2187] loss 0.0215, vq_loss 0.0007, rec_loss 0.0208, quant_error 0.0053, codebook_utilization 0.1151, codebook_perplexity 1506.4420,
Train Epoch: [1/30] Iters:[1320/2187] loss 0.0213, vq_loss 0.0007, rec_loss 0.0206, quant_error 0.0053, codebook_utilization 0.1147, codebook_perplexity 1495.0448,
Train Epoch: [1/30] Iters:[1330/2187] loss 0.0215, vq_loss 0.0007, rec_loss 0.0209, quant_error 0.0052, codebook_utilization 0.1145, codebook_perplexity 1493.5936,
Train Epoch: [1/30] Iters:[1340/2187] loss 0.0211, vq_loss 0.0007, rec_loss 0.0205, quant_error 0.0053, codebook_utilization 0.1144, codebook_perplexity 1488.5110,
Train Epoch: [1/30] Iters:[1350/2187] loss 0.0209, vq_loss 0.0006, rec_loss 0.0203, quant_error 0.0052, codebook_utilization 0.1142, codebook_perplexity 1485.2087,
Train Epoch: [1/30] Iters:[1360/2187] loss 0.0207, vq_loss 0.0006, rec_loss 0.0200, quant_error 0.0052, codebook_utilization 0.1140, codebook_perplexity 1481.3244,
Train Epoch: [1/30] Iters:[1370/2187] loss 0.0207, vq_loss 0.0007, rec_loss 0.0200, quant_error 0.0052, codebook_utilization 0.1139, codebook_perplexity 1482.9582,
Train Epoch: [1/30] Iters:[1380/2187] loss 0.0203, vq_loss 0.0007, rec_loss 0.0197, quant_error 0.0052, codebook_utilization 0.1136, codebook_perplexity 1474.0917,
Train Epoch: [1/30] Iters:[1390/2187] loss 0.0208, vq_loss 0.0007, rec_loss 0.0201, quant_error 0.0052, codebook_utilization 0.1137, codebook_perplexity 1480.0461,
