dataset_dir: /project/6105494/shared/data/
dataset_name: FFHQ
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 16384
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 50
refinement_epochs: 10
eval_epochs: 5
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Transplant/FFHQ
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Transplant/FFHQ
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Transplant/FFHQ
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Transplant/FFHQ
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Transplant/FFHQ
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: FFHQ
model_pre: model_16384_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_transplant_False
saver_name_pre: wasserstein_vq_transplant_False_FFHQ_model_16384_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
Downloading vgg_lpips model from https://heibox.uni-heidelberg.de/f/607503859c864bc1b30b/?dl=1 to /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/50] Iters:[10/1093] transplant_loss 13.5241, rec_loss 0.6079, p_loss 0.8264, quant_error 1.1311, utilization 0.0481, perplexity 225.6015,
Train Epoch: [1/50] Iters:[320/1093] transplant_loss 1.9832, rec_loss 0.0191, p_loss 0.1827, quant_error 0.2212, utilization 0.5151, perplexity 6302.3126,
Train Epoch: [1/50] Iters:[330/1093] transplant_loss 1.9540, rec_loss 0.0190, p_loss 0.1823, quant_error 0.2206, utilization 0.5119, perplexity 6245.4605,
Train Epoch: [1/50] Iters:[340/1093] transplant_loss 1.9322, rec_loss 0.0190, p_loss 0.1816, quant_error 0.2195, utilization 0.5095, perplexity 6221.3532,
Train Epoch: [1/50] Iters:[350/1093] transplant_loss 1.9161, rec_loss 0.0186, p_loss 0.1812, quant_error 0.2182, utilization 0.5078, perplexity 6219.8532,
Train Epoch: [1/50] Iters:[360/1093] transplant_loss 1.9120, rec_loss 0.0185, p_loss 0.1815, quant_error 0.2178, utilization 0.5075, perplexity 6245.4866,
Train Epoch: [1/50] Iters:[370/1093] transplant_loss 1.9148, rec_loss 0.0184, p_loss 0.1824, quant_error 0.2177, utilization 0.5083, perplexity 6301.0537,
Train Epoch: [1/50] Iters:[380/1093] transplant_loss 1.9206, rec_loss 0.0185, p_loss 0.1830, quant_error 0.2174, utilization 0.5100, perplexity 6379.2341,
Train Epoch: [1/50] Iters:[390/1093] transplant_loss 1.9115, rec_loss 0.0184, p_loss 0.1811, quant_error 0.2150, utilization 0.5098, perplexity 6413.3845,
Train Epoch: [1/50] Iters:[400/1093] transplant_loss 1.9102, rec_loss 0.0186, p_loss 0.1802, quant_error 0.2143, utilization 0.5106, perplexity 6462.9710,
Train Epoch: [1/50] Iters:[410/1093] transplant_loss 1.9039, rec_loss 0.0183, p_loss 0.1795, quant_error 0.2122, utilization 0.5103, perplexity 6487.2957,
Train Epoch: [1/50] Iters:[420/1093] transplant_loss 1.8962, rec_loss 0.0179, p_loss 0.1781, quant_error 0.2104, utilization 0.5107, perplexity 6520.3599,
Train Epoch: [1/50] Iters:[430/1093] transplant_loss 1.8983, rec_loss 0.0179, p_loss 0.1768, quant_error 0.2100, utilization 0.5112, perplexity 6553.1222,
Train Epoch: [1/50] Iters:[440/1093] transplant_loss 1.9113, rec_loss 0.0178, p_loss 0.1778, quant_error 0.2107, utilization 0.5133, perplexity 6619.7188,
Train Epoch: [1/50] Iters:[450/1093] transplant_loss 1.9018, rec_loss 0.0173, p_loss 0.1767, quant_error 0.2081, utilization 0.5140, perplexity 6658.0798,
Train Epoch: [1/50] Iters:[460/1093] transplant_loss 1.9000, rec_loss 0.0172, p_loss 0.1758, quant_error 0.2075, utilization 0.5153, perplexity 6702.7869,
Train Epoch: [1/50] Iters:[470/1093] transplant_loss 1.9046, rec_loss 0.0172, p_loss 0.1753, quant_error 0.2075, utilization 0.5164, perplexity 6738.2753,
Train Epoch: [1/50] Iters:[480/1093] transplant_loss 1.8960, rec_loss 0.0169, p_loss 0.1748, quant_error 0.2055, utilization 0.5175, perplexity 6774.6603,
Train Epoch: [1/50] Iters:[490/1093] transplant_loss 1.8884, rec_loss 0.0169, p_loss 0.1735, quant_error 0.2037, utilization 0.5178, perplexity 6788.8713,
Train Epoch: [1/50] Iters:[500/1093] transplant_loss 1.9029, rec_loss 0.0171, p_loss 0.1749, quant_error 0.2056, utilization 0.5191, perplexity 6828.1312,
Train Epoch: [1/50] Iters:[510/1093] transplant_loss 1.9096, rec_loss 0.0173, p_loss 0.1750, quant_error 0.2051, utilization 0.5199, perplexity 6858.3071,
Train Epoch: [1/50] Iters:[520/1093] transplant_loss 1.9007, rec_loss 0.0173, p_loss 0.1736, quant_error 0.2032, utilization 0.5200, perplexity 6871.1389,
Train Epoch: [1/50] Iters:[530/1093] transplant_loss 1.8967, rec_loss 0.0173, p_loss 0.1726, quant_error 0.2021, utilization 0.5196, perplexity 6871.9779,
Train Epoch: [1/50] Iters:[540/1093] transplant_loss 1.8916, rec_loss 0.0170, p_loss 0.1720, quant_error 0.2011, utilization 0.5211, perplexity 6916.2079,
Train Epoch: [1/50] Iters:[550/1093] transplant_loss 1.8711, rec_loss 0.0167, p_loss 0.1691, quant_error 0.1972, utilization 0.5215, perplexity 6935.3657,
Train Epoch: [1/50] Iters:[560/1093] transplant_loss 1.8663, rec_loss 0.0166, p_loss 0.1685, quant_error 0.1966, utilization 0.5226, perplexity 6963.9632,
Train Epoch: [1/50] Iters:[570/1093] transplant_loss 1.8691, rec_loss 0.0166, p_loss 0.1694, quant_error 0.1967, utilization 0.5240, perplexity 7002.0948,
Train Epoch: [1/50] Iters:[580/1093] transplant_loss 1.8642, rec_loss 0.0163, p_loss 0.1687, quant_error 0.1958, utilization 0.5250, perplexity 7028.6908,
Train Epoch: [1/50] Iters:[590/1093] transplant_loss 1.8601, rec_loss 0.0161, p_loss 0.1683, quant_error 0.1951, utilization 0.5251, perplexity 7031.1815,
Train Epoch: [1/50] Iters:[600/1093] transplant_loss 1.8706, rec_loss 0.0164, p_loss 0.1695, quant_error 0.1961, utilization 0.5259, perplexity 7047.5472,
Train Epoch: [1/50] Iters:[610/1093] transplant_loss 1.8680, rec_loss 0.0165, p_loss 0.1690, quant_error 0.1956, utilization 0.5267, perplexity 7067.5662,
Train Epoch: [1/50] Iters:[620/1093] transplant_loss 1.8655, rec_loss 0.0164, p_loss 0.1677, quant_error 0.1949, utilization 0.5274, perplexity 7081.5917,
Train Epoch: [1/50] Iters:[630/1093] transplant_loss 1.8722, rec_loss 0.0165, p_loss 0.1682, quant_error 0.1956, utilization 0.5279, perplexity 7098.9504,
Train Epoch: [1/50] Iters:[640/1093] transplant_loss 1.8718, rec_loss 0.0165, p_loss 0.1681, quant_error 0.1952, utilization 0.5285, perplexity 7121.5691,
Train Epoch: [1/50] Iters:[650/1093] transplant_loss 1.8629, rec_loss 0.0160, p_loss 0.1674, quant_error 0.1939, utilization 0.5295, perplexity 7143.4359,
Train Epoch: [1/50] Iters:[660/1093] transplant_loss 1.8700, rec_loss 0.0159, p_loss 0.1676, quant_error 0.1939, utilization 0.5310, perplexity 7181.2261,
Train Epoch: [1/50] Iters:[670/1093] transplant_loss 1.8728, rec_loss 0.0159, p_loss 0.1681, quant_error 0.1934, utilization 0.5316, perplexity 7201.1588,
Train Epoch: [1/50] Iters:[680/1093] transplant_loss 1.8689, rec_loss 0.0159, p_loss 0.1673, quant_error 0.1924, utilization 0.5326, perplexity 7227.2166,
Train Epoch: [1/50] Iters:[690/1093] transplant_loss 1.8678, rec_loss 0.0160, p_loss 0.1668, quant_error 0.1923, utilization 0.5333, perplexity 7240.3702,
Train Epoch: [1/50] Iters:[700/1093] transplant_loss 1.8736, rec_loss 0.0161, p_loss 0.1668, quant_error 0.1935, utilization 0.5334, perplexity 7251.0886,
Train Epoch: [1/50] Iters:[710/1093] transplant_loss 1.8694, rec_loss 0.0161, p_loss 0.1669, quant_error 0.1936, utilization 0.5331, perplexity 7244.8253,
Train Epoch: [1/50] Iters:[720/1093] transplant_loss 1.8630, rec_loss 0.0160, p_loss 0.1663, quant_error 0.1934, utilization 0.5335, perplexity 7251.1214,
Train Epoch: [1/50] Iters:[730/1093] transplant_loss 1.8606, rec_loss 0.0158, p_loss 0.1661, quant_error 0.1929, utilization 0.5341, perplexity 7265.9305,
Train Epoch: [1/50] Iters:[740/1093] transplant_loss 1.8627, rec_loss 0.0157, p_loss 0.1662, quant_error 0.1921, utilization 0.5353, perplexity 7290.4811,
Train Epoch: [1/50] Iters:[750/1093] transplant_loss 1.8598, rec_loss 0.0157, p_loss 0.1654, quant_error 0.1911, utilization 0.5366, perplexity 7313.0504,
Train Epoch: [1/50] Iters:[760/1093] transplant_loss 1.8544, rec_loss 0.0154, p_loss 0.1645, quant_error 0.1894, utilization 0.5367, perplexity 7320.0676,
Train Epoch: [1/50] Iters:[770/1093] transplant_loss 1.8555, rec_loss 0.0154, p_loss 0.1641, quant_error 0.1889, utilization 0.5380, perplexity 7352.1948,
Train Epoch: [1/50] Iters:[780/1093] transplant_loss 1.8628, rec_loss 0.0157, p_loss 0.1645, quant_error 0.1892, utilization 0.5390, perplexity 7377.5210,
Train Epoch: [1/50] Iters:[790/1093] transplant_loss 1.8691, rec_loss 0.0160, p_loss 0.1647, quant_error 0.1899, utilization 0.5392, perplexity 7385.6176,
Train Epoch: [1/50] Iters:[800/1093] transplant_loss 1.8720, rec_loss 0.0160, p_loss 0.1645, quant_error 0.1897, utilization 0.5390, perplexity 7385.5808,
Train Epoch: [1/50] Iters:[810/1093] transplant_loss 1.8664, rec_loss 0.0160, p_loss 0.1634, quant_error 0.1886, utilization 0.5392, perplexity 7388.4064,
Train Epoch: [1/50] Iters:[820/1093] transplant_loss 1.8704, rec_loss 0.0160, p_loss 0.1636, quant_error 0.1886, utilization 0.5398, perplexity 7401.8585,
Train Epoch: [1/50] Iters:[830/1093] transplant_loss 1.8814, rec_loss 0.0159, p_loss 0.1642, quant_error 0.1901, utilization 0.5407, perplexity 7419.2773,
Train Epoch: [1/50] Iters:[840/1093] transplant_loss 1.8773, rec_loss 0.0155, p_loss 0.1639, quant_error 0.1890, utilization 0.5413, perplexity 7431.5962,
Train Epoch: [1/50] Iters:[850/1093] transplant_loss 1.8771, rec_loss 0.0154, p_loss 0.1642, quant_error 0.1888, utilization 0.5420, perplexity 7444.5768,
Train Epoch: [1/50] Iters:[860/1093] transplant_loss 1.8933, rec_loss 0.0157, p_loss 0.1656, quant_error 0.1907, utilization 0.5436, perplexity 7481.7283,
Train Epoch: [1/50] Iters:[870/1093] transplant_loss 1.8926, rec_loss 0.0157, p_loss 0.1654, quant_error 0.1900, utilization 0.5430, perplexity 7472.8745,
Train Epoch: [1/50] Iters:[880/1093] transplant_loss 1.8762, rec_loss 0.0157, p_loss 0.1643, quant_error 0.1879, utilization 0.5429, perplexity 7468.9198,
Train Epoch: [1/50] Iters:[890/1093] transplant_loss 1.8799, rec_loss 0.0158, p_loss 0.1641, quant_error 0.1884, utilization 0.5440, perplexity 7497.7291,
Train Epoch: [1/50] Iters:[900/1093] transplant_loss 1.8926, rec_loss 0.0158, p_loss 0.1647, quant_error 0.1894, utilization 0.5445, perplexity 7513.9261,
Train Epoch: [1/50] Iters:[910/1093] transplant_loss 1.8921, rec_loss 0.0157, p_loss 0.1647, quant_error 0.1893, utilization 0.5446, perplexity 7514.0622,
Train Epoch: [1/50] Iters:[920/1093] transplant_loss 1.8850, rec_loss 0.0157, p_loss 0.1643, quant_error 0.1883, utilization 0.5445, perplexity 7512.1180,
Train Epoch: [1/50] Iters:[930/1093] transplant_loss 1.8867, rec_loss 0.0156, p_loss 0.1639, quant_error 0.1881, utilization 0.5448, perplexity 7515.4735,
Train Epoch: [1/50] Iters:[940/1093] transplant_loss 1.8808, rec_loss 0.0157, p_loss 0.1636, quant_error 0.1872, utilization 0.5448, perplexity 7512.6619,
Train Epoch: [1/50] Iters:[950/1093] transplant_loss 1.8666, rec_loss 0.0156, p_loss 0.1627, quant_error 0.1856, utilization 0.5455, perplexity 7523.3101,
Train Epoch: [1/50] Iters:[960/1093] transplant_loss 1.8577, rec_loss 0.0153, p_loss 0.1619, quant_error 0.1843, utilization 0.5465, perplexity 7547.1225,
Train Epoch: [1/50] Iters:[970/1093] transplant_loss 1.8609, rec_loss 0.0152, p_loss 0.1619, quant_error 0.1843, utilization 0.5482, perplexity 7582.9701,
Train Epoch: [1/50] Iters:[980/1093] transplant_loss 1.8698, rec_loss 0.0154, p_loss 0.1627, quant_error 0.1853, utilization 0.5487, perplexity 7596.6172,
Train Epoch: [1/50] Iters:[990/1093] transplant_loss 1.8713, rec_loss 0.0153, p_loss 0.1627, quant_error 0.1850, utilization 0.5484, perplexity 7596.9959,
Train Epoch: [1/50] Iters:[1000/1093] transplant_loss 1.8713, rec_loss 0.0153, p_loss 0.1626, quant_error 0.1846, utilization 0.5487, perplexity 7605.4076,
Train Epoch: [1/50] Iters:[1010/1093] transplant_loss 1.8706, rec_loss 0.0152, p_loss 0.1625, quant_error 0.1845, utilization 0.5485, perplexity 7602.5119,
Train Epoch: [1/50] Iters:[1020/1093] transplant_loss 1.8785, rec_loss 0.0153, p_loss 0.1625, quant_error 0.1850, utilization 0.5489, perplexity 7608.5655,
Train Epoch: [1/50] Iters:[1030/1093] transplant_loss 1.8701, rec_loss 0.0152, p_loss 0.1619, quant_error 0.1836, utilization 0.5490, perplexity 7612.8705,
Train Epoch: [1/50] Iters:[1040/1093] transplant_loss 1.8710, rec_loss 0.0150, p_loss 0.1621, quant_error 0.1842, utilization 0.5504, perplexity 7639.6058,
Train Epoch: [1/50] Iters:[1050/1093] transplant_loss 1.8771, rec_loss 0.0151, p_loss 0.1621, quant_error 0.1848, utilization 0.5505, perplexity 7640.4145,
Train Epoch: [1/50] Iters:[1060/1093] transplant_loss 1.8785, rec_loss 0.0152, p_loss 0.1620, quant_error 0.1845, utilization 0.5508, perplexity 7646.0519,
Train Epoch: [1/50] Iters:[1070/1093] transplant_loss 1.8651, rec_loss 0.0150, p_loss 0.1614, quant_error 0.1834, utilization 0.5508, perplexity 7647.0974,
Train Epoch: [1/50] Iters:[1080/1093] transplant_loss 1.8621, rec_loss 0.0149, p_loss 0.1613, quant_error 0.1825, utilization 0.5514, perplexity 7655.6348,
Train Epoch: [1/50] Iters:[1090/1093] transplant_loss 1.8599, rec_loss 0.0149, p_loss 0.1609, quant_error 0.1817, utilization 0.5516, perplexity 7660.7523,
epoch:2, cur_lr:0.000098
Train Epoch: [2/50] Iters:[10/1093] transplant_loss 1.8506, rec_loss 0.0147, p_loss 0.1613, quant_error 0.1829, utilization 0.5532, perplexity 7700.0019,
Train Epoch: [2/50] Iters:[20/1093] transplant_loss 1.8593, rec_loss 0.0149, p_loss 0.1618, quant_error 0.1832, utilization 0.5550, perplexity 7735.2779,
Train Epoch: [2/50] Iters:[30/1093] transplant_loss 1.8640, rec_loss 0.0148, p_loss 0.1617, quant_error 0.1830, utilization 0.5546, perplexity 7727.1974,
Train Epoch: [2/50] Iters:[40/1093] transplant_loss 1.8683, rec_loss 0.0149, p_loss 0.1612, quant_error 0.1824, utilization 0.5548, perplexity 7731.7850,
Train Epoch: [2/50] Iters:[50/1093] transplant_loss 1.8644, rec_loss 0.0148, p_loss 0.1602, quant_error 0.1818, utilization 0.5543, perplexity 7721.4839,
Train Epoch: [2/50] Iters:[60/1093] transplant_loss 1.8598, rec_loss 0.0148, p_loss 0.1591, quant_error 0.1803, utilization 0.5545, perplexity 7726.1428,
Train Epoch: [2/50] Iters:[70/1093] transplant_loss 1.8595, rec_loss 0.0147, p_loss 0.1586, quant_error 0.1795, utilization 0.5542, perplexity 7719.8039,
Train Epoch: [2/50] Iters:[80/1093] transplant_loss 1.8559, rec_loss 0.0148, p_loss 0.1584, quant_error 0.1792, utilization 0.5549, perplexity 7734.5283,
Train Epoch: [2/50] Iters:[90/1093] transplant_loss 1.8584, rec_loss 0.0149, p_loss 0.1590, quant_error 0.1798, utilization 0.5556, perplexity 7749.7154,
Train Epoch: [2/50] Iters:[100/1093] transplant_loss 1.8539, rec_loss 0.0149, p_loss 0.1596, quant_error 0.1796, utilization 0.5558, perplexity 7752.7474,
Train Epoch: [2/50] Iters:[110/1093] transplant_loss 1.8531, rec_loss 0.0147, p_loss 0.1602, quant_error 0.1794, utilization 0.5556, perplexity 7747.6311,
Train Epoch: [2/50] Iters:[120/1093] transplant_loss 1.8478, rec_loss 0.0146, p_loss 0.1602, quant_error 0.1788, utilization 0.5563, perplexity 7761.8671,
Train Epoch: [2/50] Iters:[130/1093] transplant_loss 1.8574, rec_loss 0.0146, p_loss 0.1607, quant_error 0.1797, utilization 0.5569, perplexity 7773.2076,
Train Epoch: [2/50] Iters:[140/1093] transplant_loss 1.8568, rec_loss 0.0145, p_loss 0.1603, quant_error 0.1792, utilization 0.5567, perplexity 7770.3354,
Train Epoch: [2/50] Iters:[150/1093] transplant_loss 1.8642, rec_loss 0.0145, p_loss 0.1598, quant_error 0.1788, utilization 0.5571, perplexity 7776.1178,
Train Epoch: [2/50] Iters:[160/1093] transplant_loss 1.8683, rec_loss 0.0145, p_loss 0.1596, quant_error 0.1791, utilization 0.5579, perplexity 7792.5480,
Train Epoch: [2/50] Iters:[170/1093] transplant_loss 1.8701, rec_loss 0.0146, p_loss 0.1594, quant_error 0.1794, utilization 0.5582, perplexity 7802.0109,
Train Epoch: [2/50] Iters:[180/1093] transplant_loss 1.8598, rec_loss 0.0146, p_loss 0.1586, quant_error 0.1775, utilization 0.5579, perplexity 7794.4954,
Train Epoch: [2/50] Iters:[190/1093] transplant_loss 1.8579, rec_loss 0.0146, p_loss 0.1579, quant_error 0.1769, utilization 0.5583, perplexity 7799.3734,
Train Epoch: [2/50] Iters:[200/1093] transplant_loss 1.8577, rec_loss 0.0147, p_loss 0.1580, quant_error 0.1773, utilization 0.5591, perplexity 7817.5194,
Train Epoch: [2/50] Iters:[210/1093] transplant_loss 1.8593, rec_loss 0.0148, p_loss 0.1579, quant_error 0.1776, utilization 0.5598, perplexity 7825.9234,
Train Epoch: [2/50] Iters:[220/1093] transplant_loss 1.8614, rec_loss 0.0148, p_loss 0.1577, quant_error 0.1774, utilization 0.5595, perplexity 7817.2120,
Train Epoch: [2/50] Iters:[230/1093] transplant_loss 1.8651, rec_loss 0.0146, p_loss 0.1574, quant_error 0.1772, utilization 0.5601, perplexity 7833.2498,
Train Epoch: [2/50] Iters:[240/1093] transplant_loss 1.8597, rec_loss 0.0144, p_loss 0.1578, quant_error 0.1767, utilization 0.5602, perplexity 7838.2488,
Train Epoch: [2/50] Iters:[250/1093] transplant_loss 1.8601, rec_loss 0.0144, p_loss 0.1579, quant_error 0.1768, utilization 0.5605, perplexity 7842.2904,
Train Epoch: [2/50] Iters:[260/1093] transplant_loss 1.8559, rec_loss 0.0142, p_loss 0.1577, quant_error 0.1762, utilization 0.5605, perplexity 7845.0979,
