dataset_dir: /project/6105494/shared/data/
dataset_name: FFHQ
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 32768
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 50
refinement_epochs: 10
eval_epochs: 5
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Transplant/FFHQ
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Transplant/FFHQ
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Transplant/FFHQ
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Transplant/FFHQ
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Transplant/FFHQ
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: FFHQ
model_pre: model_32768_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_transplant_False
saver_name_pre: wasserstein_vq_transplant_False_FFHQ_model_32768_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: FFHQ
len train_set: 70000
len val_set: 70000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/50] Iters:[10/1093] transplant_loss 10.2928, rec_loss 0.3974, p_loss 0.8347, quant_error 1.0067, utilization 0.0338, perplexity 387.1545,
Train Epoch: [1/50] Iters:[330/1093] transplant_loss 1.8528, rec_loss 0.0177, p_loss 0.1744, quant_error 0.2038, utilization 0.3274, perplexity 8880.8026,
Train Epoch: [1/50] Iters:[340/1093] transplant_loss 1.8174, rec_loss 0.0179, p_loss 0.1731, quant_error 0.2030, utilization 0.3258, perplexity 8828.6203,
Train Epoch: [1/50] Iters:[350/1093] transplant_loss 1.7853, rec_loss 0.0180, p_loss 0.1724, quant_error 0.2023, utilization 0.3244, perplexity 8781.2724,
Train Epoch: [1/50] Iters:[360/1093] transplant_loss 1.7618, rec_loss 0.0179, p_loss 0.1726, quant_error 0.2019, utilization 0.3240, perplexity 8775.4570,
Train Epoch: [1/50] Iters:[370/1093] transplant_loss 1.7529, rec_loss 0.0177, p_loss 0.1725, quant_error 0.2023, utilization 0.3243, perplexity 8818.7994,
Train Epoch: [1/50] Iters:[380/1093] transplant_loss 1.7498, rec_loss 0.0176, p_loss 0.1732, quant_error 0.2024, utilization 0.3256, perplexity 8904.6155,
Train Epoch: [1/50] Iters:[390/1093] transplant_loss 1.7402, rec_loss 0.0175, p_loss 0.1722, quant_error 0.2006, utilization 0.3263, perplexity 8962.6393,
Train Epoch: [1/50] Iters:[400/1093] transplant_loss 1.7446, rec_loss 0.0175, p_loss 0.1727, quant_error 0.2006, utilization 0.3278, perplexity 9047.4046,
Train Epoch: [1/50] Iters:[410/1093] transplant_loss 1.7382, rec_loss 0.0172, p_loss 0.1715, quant_error 0.1985, utilization 0.3281, perplexity 9082.5312,
Train Epoch: [1/50] Iters:[420/1093] transplant_loss 1.7358, rec_loss 0.0169, p_loss 0.1715, quant_error 0.1970, utilization 0.3289, perplexity 9136.2238,
Train Epoch: [1/50] Iters:[430/1093] transplant_loss 1.7417, rec_loss 0.0167, p_loss 0.1706, quant_error 0.1970, utilization 0.3297, perplexity 9182.9296,
Train Epoch: [1/50] Iters:[440/1093] transplant_loss 1.7538, rec_loss 0.0166, p_loss 0.1712, quant_error 0.1976, utilization 0.3312, perplexity 9259.9012,
Train Epoch: [1/50] Iters:[450/1093] transplant_loss 1.7469, rec_loss 0.0165, p_loss 0.1703, quant_error 0.1952, utilization 0.3316, perplexity 9293.1876,
Train Epoch: [1/50] Iters:[460/1093] transplant_loss 1.7446, rec_loss 0.0166, p_loss 0.1691, quant_error 0.1945, utilization 0.3324, perplexity 9333.7657,
Train Epoch: [1/50] Iters:[470/1093] transplant_loss 1.7434, rec_loss 0.0168, p_loss 0.1679, quant_error 0.1939, utilization 0.3336, perplexity 9390.8196,
Train Epoch: [1/50] Iters:[480/1093] transplant_loss 1.7347, rec_loss 0.0166, p_loss 0.1675, quant_error 0.1920, utilization 0.3347, perplexity 9440.9906,
Train Epoch: [1/50] Iters:[490/1093] transplant_loss 1.7208, rec_loss 0.0164, p_loss 0.1666, quant_error 0.1904, utilization 0.3348, perplexity 9448.1980,
Train Epoch: [1/50] Iters:[500/1093] transplant_loss 1.7299, rec_loss 0.0163, p_loss 0.1671, quant_error 0.1922, utilization 0.3361, perplexity 9504.2848,
Train Epoch: [1/50] Iters:[510/1093] transplant_loss 1.7320, rec_loss 0.0163, p_loss 0.1670, quant_error 0.1918, utilization 0.3368, perplexity 9540.2163,
Train Epoch: [1/50] Iters:[520/1093] transplant_loss 1.7277, rec_loss 0.0161, p_loss 0.1656, quant_error 0.1904, utilization 0.3372, perplexity 9565.3711,
Train Epoch: [1/50] Iters:[530/1093] transplant_loss 1.7267, rec_loss 0.0163, p_loss 0.1648, quant_error 0.1893, utilization 0.3374, perplexity 9575.9439,
Train Epoch: [1/50] Iters:[540/1093] transplant_loss 1.7233, rec_loss 0.0161, p_loss 0.1642, quant_error 0.1881, utilization 0.3382, perplexity 9620.4957,
Train Epoch: [1/50] Iters:[550/1093] transplant_loss 1.7053, rec_loss 0.0161, p_loss 0.1629, quant_error 0.1846, utilization 0.3384, perplexity 9637.3989,
Train Epoch: [1/50] Iters:[560/1093] transplant_loss 1.7052, rec_loss 0.0161, p_loss 0.1633, quant_error 0.1844, utilization 0.3395, perplexity 9687.4679,
Train Epoch: [1/50] Iters:[570/1093] transplant_loss 1.7008, rec_loss 0.0159, p_loss 0.1643, quant_error 0.1842, utilization 0.3401, perplexity 9714.2372,
Train Epoch: [1/50] Iters:[580/1093] transplant_loss 1.6919, rec_loss 0.0156, p_loss 0.1638, quant_error 0.1832, utilization 0.3405, perplexity 9742.8307,
Train Epoch: [1/50] Iters:[590/1093] transplant_loss 1.6869, rec_loss 0.0155, p_loss 0.1636, quant_error 0.1824, utilization 0.3411, perplexity 9764.6525,
Train Epoch: [1/50] Iters:[600/1093] transplant_loss 1.6884, rec_loss 0.0152, p_loss 0.1635, quant_error 0.1826, utilization 0.3419, perplexity 9797.4685,
Train Epoch: [1/50] Iters:[610/1093] transplant_loss 1.6888, rec_loss 0.0151, p_loss 0.1624, quant_error 0.1823, utilization 0.3426, perplexity 9826.2424,
Train Epoch: [1/50] Iters:[620/1093] transplant_loss 1.6934, rec_loss 0.0151, p_loss 0.1615, quant_error 0.1819, utilization 0.3430, perplexity 9840.4849,
Train Epoch: [1/50] Iters:[630/1093] transplant_loss 1.7053, rec_loss 0.0153, p_loss 0.1616, quant_error 0.1830, utilization 0.3436, perplexity 9866.8519,
Train Epoch: [1/50] Iters:[640/1093] transplant_loss 1.7119, rec_loss 0.0155, p_loss 0.1611, quant_error 0.1832, utilization 0.3440, perplexity 9891.6826,
Train Epoch: [1/50] Iters:[650/1093] transplant_loss 1.7051, rec_loss 0.0154, p_loss 0.1606, quant_error 0.1820, utilization 0.3440, perplexity 9896.5239,
Train Epoch: [1/50] Iters:[660/1093] transplant_loss 1.7017, rec_loss 0.0152, p_loss 0.1611, quant_error 0.1813, utilization 0.3446, perplexity 9925.6086,
Train Epoch: [1/50] Iters:[670/1093] transplant_loss 1.6974, rec_loss 0.0150, p_loss 0.1612, quant_error 0.1805, utilization 0.3451, perplexity 9951.3821,
Train Epoch: [1/50] Iters:[680/1093] transplant_loss 1.6883, rec_loss 0.0149, p_loss 0.1605, quant_error 0.1791, utilization 0.3456, perplexity 9976.0009,
Train Epoch: [1/50] Iters:[690/1093] transplant_loss 1.6839, rec_loss 0.0147, p_loss 0.1602, quant_error 0.1787, utilization 0.3461, perplexity 9994.2919,
Train Epoch: [1/50] Iters:[700/1093] transplant_loss 1.6899, rec_loss 0.0147, p_loss 0.1600, quant_error 0.1795, utilization 0.3466, perplexity 10021.7448,
Train Epoch: [1/50] Iters:[710/1093] transplant_loss 1.6864, rec_loss 0.0148, p_loss 0.1596, quant_error 0.1792, utilization 0.3469, perplexity 10032.0558,
Train Epoch: [1/50] Iters:[720/1093] transplant_loss 1.6845, rec_loss 0.0147, p_loss 0.1593, quant_error 0.1790, utilization 0.3474, perplexity 10048.9804,
Train Epoch: [1/50] Iters:[730/1093] transplant_loss 1.6871, rec_loss 0.0148, p_loss 0.1593, quant_error 0.1784, utilization 0.3476, perplexity 10057.6029,
Train Epoch: [1/50] Iters:[740/1093] transplant_loss 1.6872, rec_loss 0.0148, p_loss 0.1592, quant_error 0.1775, utilization 0.3480, perplexity 10072.9697,
Train Epoch: [1/50] Iters:[750/1093] transplant_loss 1.6814, rec_loss 0.0148, p_loss 0.1584, quant_error 0.1768, utilization 0.3485, perplexity 10088.5068,
Train Epoch: [1/50] Iters:[760/1093] transplant_loss 1.6792, rec_loss 0.0148, p_loss 0.1578, quant_error 0.1754, utilization 0.3486, perplexity 10094.3554,
Train Epoch: [1/50] Iters:[770/1093] transplant_loss 1.6825, rec_loss 0.0149, p_loss 0.1575, quant_error 0.1755, utilization 0.3495, perplexity 10140.1959,
Train Epoch: [1/50] Iters:[780/1093] transplant_loss 1.6825, rec_loss 0.0148, p_loss 0.1581, quant_error 0.1758, utilization 0.3502, perplexity 10172.8980,
Train Epoch: [1/50] Iters:[790/1093] transplant_loss 1.6857, rec_loss 0.0149, p_loss 0.1585, quant_error 0.1767, utilization 0.3504, perplexity 10186.5713,
Train Epoch: [1/50] Iters:[800/1093] transplant_loss 1.6910, rec_loss 0.0150, p_loss 0.1586, quant_error 0.1766, utilization 0.3505, perplexity 10191.6618,
Train Epoch: [1/50] Iters:[810/1093] transplant_loss 1.6858, rec_loss 0.0149, p_loss 0.1577, quant_error 0.1759, utilization 0.3505, perplexity 10188.3939,
Train Epoch: [1/50] Iters:[820/1093] transplant_loss 1.6857, rec_loss 0.0150, p_loss 0.1579, quant_error 0.1757, utilization 0.3507, perplexity 10194.3809,
Train Epoch: [1/50] Iters:[830/1093] transplant_loss 1.6956, rec_loss 0.0151, p_loss 0.1579, quant_error 0.1769, utilization 0.3511, perplexity 10209.6563,
Train Epoch: [1/50] Iters:[840/1093] transplant_loss 1.6935, rec_loss 0.0149, p_loss 0.1573, quant_error 0.1762, utilization 0.3513, perplexity 10217.5748,
Train Epoch: [1/50] Iters:[850/1093] transplant_loss 1.6941, rec_loss 0.0148, p_loss 0.1575, quant_error 0.1764, utilization 0.3517, perplexity 10234.6723,
Train Epoch: [1/50] Iters:[860/1093] transplant_loss 1.7040, rec_loss 0.0151, p_loss 0.1587, quant_error 0.1779, utilization 0.3524, perplexity 10268.3818,
Train Epoch: [1/50] Iters:[870/1093] transplant_loss 1.7004, rec_loss 0.0149, p_loss 0.1579, quant_error 0.1773, utilization 0.3524, perplexity 10272.9548,
Train Epoch: [1/50] Iters:[880/1093] transplant_loss 1.6850, rec_loss 0.0148, p_loss 0.1569, quant_error 0.1754, utilization 0.3524, perplexity 10274.5864,
Train Epoch: [1/50] Iters:[890/1093] transplant_loss 1.6865, rec_loss 0.0149, p_loss 0.1570, quant_error 0.1753, utilization 0.3532, perplexity 10310.1342,
Train Epoch: [1/50] Iters:[900/1093] transplant_loss 1.6876, rec_loss 0.0148, p_loss 0.1572, quant_error 0.1753, utilization 0.3536, perplexity 10331.1671,
Train Epoch: [1/50] Iters:[910/1093] transplant_loss 1.6851, rec_loss 0.0145, p_loss 0.1568, quant_error 0.1747, utilization 0.3541, perplexity 10351.6772,
Train Epoch: [1/50] Iters:[920/1093] transplant_loss 1.6772, rec_loss 0.0143, p_loss 0.1565, quant_error 0.1736, utilization 0.3541, perplexity 10348.0744,
Train Epoch: [1/50] Iters:[930/1093] transplant_loss 1.6801, rec_loss 0.0142, p_loss 0.1562, quant_error 0.1734, utilization 0.3543, perplexity 10352.5142,
Train Epoch: [1/50] Iters:[940/1093] transplant_loss 1.6742, rec_loss 0.0141, p_loss 0.1559, quant_error 0.1729, utilization 0.3543, perplexity 10348.9198,
Train Epoch: [1/50] Iters:[950/1093] transplant_loss 1.6667, rec_loss 0.0140, p_loss 0.1555, quant_error 0.1719, utilization 0.3545, perplexity 10355.7179,
Train Epoch: [1/50] Iters:[960/1093] transplant_loss 1.6645, rec_loss 0.0141, p_loss 0.1555, quant_error 0.1714, utilization 0.3548, perplexity 10368.9047,
Train Epoch: [1/50] Iters:[970/1093] transplant_loss 1.6696, rec_loss 0.0142, p_loss 0.1555, quant_error 0.1717, utilization 0.3555, perplexity 10399.7745,
Train Epoch: [1/50] Iters:[980/1093] transplant_loss 1.6738, rec_loss 0.0144, p_loss 0.1558, quant_error 0.1723, utilization 0.3559, perplexity 10421.0359,
Train Epoch: [1/50] Iters:[990/1093] transplant_loss 1.6710, rec_loss 0.0144, p_loss 0.1550, quant_error 0.1713, utilization 0.3560, perplexity 10430.3490,
Train Epoch: [1/50] Iters:[1000/1093] transplant_loss 1.6713, rec_loss 0.0144, p_loss 0.1549, quant_error 0.1708, utilization 0.3562, perplexity 10439.3100,
Train Epoch: [1/50] Iters:[1010/1093] transplant_loss 1.6754, rec_loss 0.0144, p_loss 0.1548, quant_error 0.1708, utilization 0.3565, perplexity 10449.6485,
Train Epoch: [1/50] Iters:[1020/1093] transplant_loss 1.6789, rec_loss 0.0146, p_loss 0.1551, quant_error 0.1712, utilization 0.3565, perplexity 10451.2205,
Train Epoch: [1/50] Iters:[1030/1093] transplant_loss 1.6721, rec_loss 0.0144, p_loss 0.1547, quant_error 0.1702, utilization 0.3566, perplexity 10456.5900,
Train Epoch: [1/50] Iters:[1040/1093] transplant_loss 1.6744, rec_loss 0.0144, p_loss 0.1553, quant_error 0.1709, utilization 0.3572, perplexity 10474.5302,
Train Epoch: [1/50] Iters:[1050/1093] transplant_loss 1.6800, rec_loss 0.0145, p_loss 0.1556, quant_error 0.1715, utilization 0.3573, perplexity 10476.6211,
Train Epoch: [1/50] Iters:[1060/1093] transplant_loss 1.6733, rec_loss 0.0143, p_loss 0.1553, quant_error 0.1709, utilization 0.3572, perplexity 10475.1413,
Train Epoch: [1/50] Iters:[1070/1093] transplant_loss 1.6681, rec_loss 0.0140, p_loss 0.1551, quant_error 0.1701, utilization 0.3575, perplexity 10487.4715,
Train Epoch: [1/50] Iters:[1080/1093] transplant_loss 1.6624, rec_loss 0.0139, p_loss 0.1549, quant_error 0.1693, utilization 0.3578, perplexity 10492.8637,
Train Epoch: [1/50] Iters:[1090/1093] transplant_loss 1.6581, rec_loss 0.0138, p_loss 0.1546, quant_error 0.1683, utilization 0.3578, perplexity 10494.1774,
epoch:2, cur_lr:0.000098
Train Epoch: [2/50] Iters:[10/1093] transplant_loss 1.6565, rec_loss 0.0133, p_loss 0.1546, quant_error 0.1680, utilization 0.3576, perplexity 10489.6380,
Train Epoch: [2/50] Iters:[20/1093] transplant_loss 1.6720, rec_loss 0.0137, p_loss 0.1546, quant_error 0.1688, utilization 0.3588, perplexity 10544.7278,
Train Epoch: [2/50] Iters:[30/1093] transplant_loss 1.6717, rec_loss 0.0140, p_loss 0.1546, quant_error 0.1690, utilization 0.3587, perplexity 10543.1098,
Train Epoch: [2/50] Iters:[40/1093] transplant_loss 1.6742, rec_loss 0.0140, p_loss 0.1540, quant_error 0.1685, utilization 0.3592, perplexity 10563.0979,
Train Epoch: [2/50] Iters:[50/1093] transplant_loss 1.6684, rec_loss 0.0140, p_loss 0.1533, quant_error 0.1680, utilization 0.3590, perplexity 10555.7904,
Train Epoch: [2/50] Iters:[60/1093] transplant_loss 1.6648, rec_loss 0.0140, p_loss 0.1523, quant_error 0.1671, utilization 0.3594, perplexity 10574.6544,
Train Epoch: [2/50] Iters:[70/1093] transplant_loss 1.6600, rec_loss 0.0139, p_loss 0.1520, quant_error 0.1664, utilization 0.3591, perplexity 10561.6573,
Train Epoch: [2/50] Iters:[80/1093] transplant_loss 1.6582, rec_loss 0.0137, p_loss 0.1515, quant_error 0.1659, utilization 0.3595, perplexity 10578.7697,
Train Epoch: [2/50] Iters:[90/1093] transplant_loss 1.6589, rec_loss 0.0137, p_loss 0.1523, quant_error 0.1667, utilization 0.3600, perplexity 10597.8339,
Train Epoch: [2/50] Iters:[100/1093] transplant_loss 1.6582, rec_loss 0.0137, p_loss 0.1527, quant_error 0.1664, utilization 0.3600, perplexity 10596.6588,
Train Epoch: [2/50] Iters:[110/1093] transplant_loss 1.6575, rec_loss 0.0136, p_loss 0.1536, quant_error 0.1664, utilization 0.3599, perplexity 10591.4059,
Train Epoch: [2/50] Iters:[120/1093] transplant_loss 1.6566, rec_loss 0.0138, p_loss 0.1537, quant_error 0.1660, utilization 0.3604, perplexity 10613.0538,
Train Epoch: [2/50] Iters:[130/1093] transplant_loss 1.6674, rec_loss 0.0140, p_loss 0.1547, quant_error 0.1671, utilization 0.3605, perplexity 10616.1418,
Train Epoch: [2/50] Iters:[140/1093] transplant_loss 1.6639, rec_loss 0.0140, p_loss 0.1538, quant_error 0.1663, utilization 0.3602, perplexity 10604.6310,
Train Epoch: [2/50] Iters:[150/1093] transplant_loss 1.6677, rec_loss 0.0141, p_loss 0.1534, quant_error 0.1662, utilization 0.3604, perplexity 10614.5621,
Train Epoch: [2/50] Iters:[160/1093] transplant_loss 1.6692, rec_loss 0.0141, p_loss 0.1527, quant_error 0.1660, utilization 0.3608, perplexity 10629.1069,
Train Epoch: [2/50] Iters:[170/1093] transplant_loss 1.6685, rec_loss 0.0140, p_loss 0.1522, quant_error 0.1661, utilization 0.3612, perplexity 10643.7174,
Train Epoch: [2/50] Iters:[180/1093] transplant_loss 1.6540, rec_loss 0.0139, p_loss 0.1509, quant_error 0.1641, utilization 0.3613, perplexity 10649.3598,
Train Epoch: [2/50] Iters:[190/1093] transplant_loss 1.6553, rec_loss 0.0137, p_loss 0.1509, quant_error 0.1642, utilization 0.3615, perplexity 10654.8714,
Train Epoch: [2/50] Iters:[200/1093] transplant_loss 1.6537, rec_loss 0.0138, p_loss 0.1515, quant_error 0.1644, utilization 0.3616, perplexity 10662.5131,
Train Epoch: [2/50] Iters:[210/1093] transplant_loss 1.6562, rec_loss 0.0138, p_loss 0.1518, quant_error 0.1649, utilization 0.3616, perplexity 10658.2458,
Train Epoch: [2/50] Iters:[220/1093] transplant_loss 1.6536, rec_loss 0.0137, p_loss 0.1517, quant_error 0.1646, utilization 0.3615, perplexity 10653.4169,
Train Epoch: [2/50] Iters:[230/1093] transplant_loss 1.6592, rec_loss 0.0136, p_loss 0.1521, quant_error 0.1648, utilization 0.3619, perplexity 10670.5220,
Train Epoch: [2/50] Iters:[240/1093] transplant_loss 1.6554, rec_loss 0.0134, p_loss 0.1523, quant_error 0.1642, utilization 0.3619, perplexity 10670.3850,
Train Epoch: [2/50] Iters:[250/1093] transplant_loss 1.6566, rec_loss 0.0135, p_loss 0.1521, quant_error 0.1644, utilization 0.3622, perplexity 10681.6606,
Train Epoch: [2/50] Iters:[260/1093] transplant_loss 1.6543, rec_loss 0.0134, p_loss 0.1515, quant_error 0.1639, utilization 0.3625, perplexity 10695.8439,
Train Epoch: [2/50] Iters:[270/1093] transplant_loss 1.6634, rec_loss 0.0135, p_loss 0.1517, quant_error 0.1646, utilization 0.3628, perplexity 10710.6658,
Train Epoch: [2/50] Iters:[280/1093] transplant_loss 1.6599, rec_loss 0.0134, p_loss 0.1509, quant_error 0.1644, utilization 0.3628, perplexity 10708.2956,
