dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
codebook_size: 65536
codebook_dim: 16
alpha: 1.0
beta: 0.2
gamma: 1.0
disc_weight: 0.4
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: wasserstein_vq
use_multiscale: False
transplant_epochs: 5
refinement_epochs: 10
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 1e-05
stage: transplant
checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/Transplant/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/results/Transplant/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/saver/Transplant/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/reconstruction/Transplant/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/yaml/Transplant/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: 
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/checkpoint/
data_pre: ImageNet
model_pre: model_65536_16
loss_pre: loss_1.0_0.2_1.0_0.4
training_pre: wasserstein_vq_transplant_False
saver_name_pre: wasserstein_vq_transplant_False_ImageNet_model_65536_16_loss_1.0_0.2_1.0_0.4
| distributed init (rank 0): env://
| distributed init (rank 1): env://
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/WassersteinVQ/VQGAN/code/models/cache/vgg.pth
VQ Model Parameters: 108761795
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000100
Train Epoch: [1/5] Iters:[10/20018] transplant_loss 11.4813, rec_loss 0.5385, p_loss 0.8328, quant_error 1.2912, utilization 0.0174, perplexity 466.5546,
Train Epoch: [1/5] Iters:[280/20018] transplant_loss 3.5592, rec_loss 0.0317, p_loss 0.2201, quant_error 0.2697, utilization 0.1975, perplexity 11366.5836,
Train Epoch: [1/5] Iters:[290/20018] transplant_loss 3.4279, rec_loss 0.0310, p_loss 0.2191, quant_error 0.2671, utilization 0.1977, perplexity 11340.0276,
Train Epoch: [1/5] Iters:[300/20018] transplant_loss 3.3464, rec_loss 0.0316, p_loss 0.2198, quant_error 0.2690, utilization 0.1978, perplexity 11343.3915,
Train Epoch: [1/5] Iters:[310/20018] transplant_loss 3.2518, rec_loss 0.0315, p_loss 0.2194, quant_error 0.2698, utilization 0.1977, perplexity 11311.8910,
Train Epoch: [1/5] Iters:[320/20018] transplant_loss 3.1665, rec_loss 0.0318, p_loss 0.2201, quant_error 0.2703, utilization 0.1975, perplexity 11311.6407,
Train Epoch: [1/5] Iters:[330/20018] transplant_loss 3.0953, rec_loss 0.0323, p_loss 0.2220, quant_error 0.2732, utilization 0.1975, perplexity 11326.9409,
Train Epoch: [1/5] Iters:[340/20018] transplant_loss 2.9991, rec_loss 0.0324, p_loss 0.2216, quant_error 0.2727, utilization 0.1967, perplexity 11261.5404,
Train Epoch: [1/5] Iters:[350/20018] transplant_loss 2.8920, rec_loss 0.0320, p_loss 0.2221, quant_error 0.2708, utilization 0.1960, perplexity 11208.7352,
Train Epoch: [1/5] Iters:[360/20018] transplant_loss 2.8283, rec_loss 0.0321, p_loss 0.2212, quant_error 0.2719, utilization 0.1954, perplexity 11164.4688,
Train Epoch: [1/5] Iters:[370/20018] transplant_loss 2.7458, rec_loss 0.0316, p_loss 0.2201, quant_error 0.2704, utilization 0.1948, perplexity 11113.5857,
Train Epoch: [1/5] Iters:[380/20018] transplant_loss 2.6761, rec_loss 0.0319, p_loss 0.2193, quant_error 0.2693, utilization 0.1942, perplexity 11068.4033,
Train Epoch: [1/5] Iters:[390/20018] transplant_loss 2.6229, rec_loss 0.0319, p_loss 0.2207, quant_error 0.2706, utilization 0.1940, perplexity 11078.2222,
Train Epoch: [1/5] Iters:[400/20018] transplant_loss 2.5534, rec_loss 0.0319, p_loss 0.2191, quant_error 0.2689, utilization 0.1933, perplexity 11013.0822,
Train Epoch: [1/5] Iters:[410/20018] transplant_loss 2.4927, rec_loss 0.0319, p_loss 0.2187, quant_error 0.2686, utilization 0.1930, perplexity 11014.3075,
Train Epoch: [1/5] Iters:[420/20018] transplant_loss 2.4314, rec_loss 0.0316, p_loss 0.2184, quant_error 0.2669, utilization 0.1922, perplexity 10956.2686,
Train Epoch: [1/5] Iters:[430/20018] transplant_loss 2.3657, rec_loss 0.0309, p_loss 0.2178, quant_error 0.2654, utilization 0.1912, perplexity 10885.6177,
Train Epoch: [1/5] Iters:[440/20018] transplant_loss 2.3387, rec_loss 0.0311, p_loss 0.2184, quant_error 0.2662, utilization 0.1910, perplexity 10889.6379,
Train Epoch: [1/5] Iters:[450/20018] transplant_loss 2.3103, rec_loss 0.0310, p_loss 0.2191, quant_error 0.2663, utilization 0.1911, perplexity 10924.9017,
Train Epoch: [1/5] Iters:[460/20018] transplant_loss 2.2753, rec_loss 0.0310, p_loss 0.2185, quant_error 0.2646, utilization 0.1908, perplexity 10899.0464,
Train Epoch: [1/5] Iters:[470/20018] transplant_loss 2.2720, rec_loss 0.0311, p_loss 0.2199, quant_error 0.2673, utilization 0.1912, perplexity 10958.2323,
Train Epoch: [1/5] Iters:[480/20018] transplant_loss 2.2597, rec_loss 0.0309, p_loss 0.2195, quant_error 0.2668, utilization 0.1919, perplexity 11040.1188,
Train Epoch: [1/5] Iters:[490/20018] transplant_loss 2.2278, rec_loss 0.0300, p_loss 0.2172, quant_error 0.2636, utilization 0.1917, perplexity 11027.7887,
Train Epoch: [1/5] Iters:[500/20018] transplant_loss 2.2347, rec_loss 0.0300, p_loss 0.2164, quant_error 0.2643, utilization 0.1919, perplexity 11063.5046,
Train Epoch: [1/5] Iters:[510/20018] transplant_loss 2.2416, rec_loss 0.0300, p_loss 0.2166, quant_error 0.2653, utilization 0.1923, perplexity 11121.9931,
Train Epoch: [1/5] Iters:[520/20018] transplant_loss 2.2233, rec_loss 0.0300, p_loss 0.2156, quant_error 0.2613, utilization 0.1922, perplexity 11119.3158,
Train Epoch: [1/5] Iters:[530/20018] transplant_loss 2.2083, rec_loss 0.0303, p_loss 0.2153, quant_error 0.2591, utilization 0.1922, perplexity 11123.7095,
Train Epoch: [1/5] Iters:[540/20018] transplant_loss 2.2080, rec_loss 0.0309, p_loss 0.2155, quant_error 0.2583, utilization 0.1927, perplexity 11187.1281,
Train Epoch: [1/5] Iters:[550/20018] transplant_loss 2.1964, rec_loss 0.0309, p_loss 0.2157, quant_error 0.2575, utilization 0.1931, perplexity 11225.6456,
Train Epoch: [1/5] Iters:[560/20018] transplant_loss 2.1876, rec_loss 0.0308, p_loss 0.2160, quant_error 0.2555, utilization 0.1934, perplexity 11248.3842,
Train Epoch: [1/5] Iters:[570/20018] transplant_loss 2.1893, rec_loss 0.0306, p_loss 0.2151, quant_error 0.2554, utilization 0.1940, perplexity 11313.4049,
Train Epoch: [1/5] Iters:[580/20018] transplant_loss 2.2023, rec_loss 0.0304, p_loss 0.2149, quant_error 0.2572, utilization 0.1944, perplexity 11338.1939,
Train Epoch: [1/5] Iters:[590/20018] transplant_loss 2.1981, rec_loss 0.0302, p_loss 0.2151, quant_error 0.2569, utilization 0.1946, perplexity 11358.3509,
Train Epoch: [1/5] Iters:[600/20018] transplant_loss 2.1921, rec_loss 0.0298, p_loss 0.2145, quant_error 0.2551, utilization 0.1950, perplexity 11417.1284,
Train Epoch: [1/5] Iters:[610/20018] transplant_loss 2.1952, rec_loss 0.0299, p_loss 0.2134, quant_error 0.2545, utilization 0.1953, perplexity 11445.1653,
Train Epoch: [1/5] Iters:[620/20018] transplant_loss 2.1957, rec_loss 0.0300, p_loss 0.2123, quant_error 0.2554, utilization 0.1959, perplexity 11508.9076,
Train Epoch: [1/5] Iters:[630/20018] transplant_loss 2.1815, rec_loss 0.0297, p_loss 0.2107, quant_error 0.2523, utilization 0.1957, perplexity 11494.9383,
Train Epoch: [1/5] Iters:[640/20018] transplant_loss 2.1778, rec_loss 0.0294, p_loss 0.2095, quant_error 0.2512, utilization 0.1961, perplexity 11545.7689,
Train Epoch: [1/5] Iters:[650/20018] transplant_loss 2.1824, rec_loss 0.0294, p_loss 0.2094, quant_error 0.2522, utilization 0.1963, perplexity 11568.2577,
Train Epoch: [1/5] Iters:[660/20018] transplant_loss 2.1734, rec_loss 0.0289, p_loss 0.2094, quant_error 0.2514, utilization 0.1964, perplexity 11574.6427,
Train Epoch: [1/5] Iters:[670/20018] transplant_loss 2.1737, rec_loss 0.0285, p_loss 0.2102, quant_error 0.2512, utilization 0.1964, perplexity 11578.8435,
Train Epoch: [1/5] Iters:[680/20018] transplant_loss 2.1740, rec_loss 0.0286, p_loss 0.2102, quant_error 0.2514, utilization 0.1968, perplexity 11609.0120,
Train Epoch: [1/5] Iters:[690/20018] transplant_loss 2.1678, rec_loss 0.0287, p_loss 0.2103, quant_error 0.2503, utilization 0.1969, perplexity 11616.4731,
Train Epoch: [1/5] Iters:[700/20018] transplant_loss 2.1654, rec_loss 0.0288, p_loss 0.2092, quant_error 0.2494, utilization 0.1969, perplexity 11609.0268,
Train Epoch: [1/5] Iters:[710/20018] transplant_loss 2.1728, rec_loss 0.0289, p_loss 0.2086, quant_error 0.2507, utilization 0.1972, perplexity 11640.4510,
Train Epoch: [1/5] Iters:[720/20018] transplant_loss 2.1660, rec_loss 0.0290, p_loss 0.2076, quant_error 0.2495, utilization 0.1973, perplexity 11644.3642,
Train Epoch: [1/5] Iters:[730/20018] transplant_loss 2.1708, rec_loss 0.0292, p_loss 0.2083, quant_error 0.2498, utilization 0.1978, perplexity 11698.8294,
Train Epoch: [1/5] Iters:[740/20018] transplant_loss 2.1950, rec_loss 0.0294, p_loss 0.2086, quant_error 0.2530, utilization 0.1979, perplexity 11703.2443,
Train Epoch: [1/5] Iters:[750/20018] transplant_loss 2.1834, rec_loss 0.0290, p_loss 0.2074, quant_error 0.2511, utilization 0.1979, perplexity 11698.6070,
Train Epoch: [1/5] Iters:[760/20018] transplant_loss 2.1775, rec_loss 0.0286, p_loss 0.2074, quant_error 0.2497, utilization 0.1981, perplexity 11728.1748,
Train Epoch: [1/5] Iters:[770/20018] transplant_loss 2.1647, rec_loss 0.0283, p_loss 0.2069, quant_error 0.2468, utilization 0.1981, perplexity 11716.7248,
Train Epoch: [1/5] Iters:[780/20018] transplant_loss 2.1655, rec_loss 0.0283, p_loss 0.2064, quant_error 0.2464, utilization 0.1983, perplexity 11730.9443,
Train Epoch: [1/5] Iters:[790/20018] transplant_loss 2.1677, rec_loss 0.0281, p_loss 0.2062, quant_error 0.2457, utilization 0.1988, perplexity 11787.7789,
Train Epoch: [1/5] Iters:[800/20018] transplant_loss 2.1743, rec_loss 0.0284, p_loss 0.2073, quant_error 0.2455, utilization 0.1991, perplexity 11808.6830,
Train Epoch: [1/5] Iters:[810/20018] transplant_loss 2.1759, rec_loss 0.0287, p_loss 0.2078, quant_error 0.2457, utilization 0.1993, perplexity 11833.8681,
Train Epoch: [1/5] Iters:[820/20018] transplant_loss 2.1910, rec_loss 0.0288, p_loss 0.2079, quant_error 0.2475, utilization 0.1995, perplexity 11853.9523,
Train Epoch: [1/5] Iters:[830/20018] transplant_loss 2.1841, rec_loss 0.0285, p_loss 0.2070, quant_error 0.2465, utilization 0.1995, perplexity 11860.0249,
Train Epoch: [1/5] Iters:[840/20018] transplant_loss 2.1623, rec_loss 0.0283, p_loss 0.2062, quant_error 0.2435, utilization 0.1996, perplexity 11881.3098,
Train Epoch: [1/5] Iters:[850/20018] transplant_loss 2.1525, rec_loss 0.0279, p_loss 0.2054, quant_error 0.2426, utilization 0.1997, perplexity 11882.8425,
Train Epoch: [1/5] Iters:[860/20018] transplant_loss 2.1546, rec_loss 0.0283, p_loss 0.2045, quant_error 0.2420, utilization 0.1998, perplexity 11884.9803,
Train Epoch: [1/5] Iters:[870/20018] transplant_loss 2.1530, rec_loss 0.0284, p_loss 0.2050, quant_error 0.2421, utilization 0.2001, perplexity 11896.7500,
Train Epoch: [1/5] Iters:[880/20018] transplant_loss 2.1541, rec_loss 0.0287, p_loss 0.2057, quant_error 0.2419, utilization 0.2004, perplexity 11928.4141,
Train Epoch: [1/5] Iters:[890/20018] transplant_loss 2.1469, rec_loss 0.0282, p_loss 0.2049, quant_error 0.2410, utilization 0.2003, perplexity 11914.5372,
Train Epoch: [1/5] Iters:[900/20018] transplant_loss 2.1599, rec_loss 0.0288, p_loss 0.2069, quant_error 0.2424, utilization 0.2009, perplexity 11983.8079,
Train Epoch: [1/5] Iters:[910/20018] transplant_loss 2.1593, rec_loss 0.0284, p_loss 0.2073, quant_error 0.2426, utilization 0.2012, perplexity 12022.4711,
Train Epoch: [1/5] Iters:[920/20018] transplant_loss 2.1497, rec_loss 0.0281, p_loss 0.2059, quant_error 0.2412, utilization 0.2012, perplexity 12023.9770,
Train Epoch: [1/5] Iters:[930/20018] transplant_loss 2.1484, rec_loss 0.0280, p_loss 0.2057, quant_error 0.2416, utilization 0.2011, perplexity 12005.3534,
Train Epoch: [1/5] Iters:[940/20018] transplant_loss 2.1492, rec_loss 0.0279, p_loss 0.2054, quant_error 0.2412, utilization 0.2011, perplexity 12002.0022,
Train Epoch: [1/5] Iters:[950/20018] transplant_loss 2.1413, rec_loss 0.0275, p_loss 0.2035, quant_error 0.2399, utilization 0.2010, perplexity 11991.0041,
Train Epoch: [1/5] Iters:[960/20018] transplant_loss 2.1398, rec_loss 0.0276, p_loss 0.2031, quant_error 0.2395, utilization 0.2010, perplexity 11990.7838,
Train Epoch: [1/5] Iters:[970/20018] transplant_loss 2.1365, rec_loss 0.0278, p_loss 0.2035, quant_error 0.2386, utilization 0.2013, perplexity 12037.5854,
Train Epoch: [1/5] Iters:[980/20018] transplant_loss 2.1276, rec_loss 0.0277, p_loss 0.2035, quant_error 0.2367, utilization 0.2016, perplexity 12073.9726,
Train Epoch: [1/5] Iters:[990/20018] transplant_loss 2.1194, rec_loss 0.0277, p_loss 0.2029, quant_error 0.2354, utilization 0.2017, perplexity 12095.5640,
Train Epoch: [1/5] Iters:[1000/20018] transplant_loss 2.1300, rec_loss 0.0279, p_loss 0.2028, quant_error 0.2367, utilization 0.2021, perplexity 12123.1218,
Train Epoch: [1/5] Iters:[1010/20018] transplant_loss 2.1215, rec_loss 0.0274, p_loss 0.2016, quant_error 0.2353, utilization 0.2020, perplexity 12109.6368,
Train Epoch: [1/5] Iters:[1020/20018] transplant_loss 2.1304, rec_loss 0.0275, p_loss 0.2020, quant_error 0.2366, utilization 0.2021, perplexity 12110.5986,
Train Epoch: [1/5] Iters:[1030/20018] transplant_loss 2.1448, rec_loss 0.0276, p_loss 0.2019, quant_error 0.2393, utilization 0.2023, perplexity 12126.4753,
Train Epoch: [1/5] Iters:[1040/20018] transplant_loss 2.1523, rec_loss 0.0280, p_loss 0.2029, quant_error 0.2404, utilization 0.2024, perplexity 12143.4748,
Train Epoch: [1/5] Iters:[1050/20018] transplant_loss 2.1432, rec_loss 0.0278, p_loss 0.2026, quant_error 0.2385, utilization 0.2026, perplexity 12166.8558,
Train Epoch: [1/5] Iters:[1060/20018] transplant_loss 2.1411, rec_loss 0.0278, p_loss 0.2023, quant_error 0.2380, utilization 0.2027, perplexity 12188.5343,
Train Epoch: [1/5] Iters:[1070/20018] transplant_loss 2.1296, rec_loss 0.0274, p_loss 0.2021, quant_error 0.2361, utilization 0.2029, perplexity 12216.4500,
Train Epoch: [1/5] Iters:[1080/20018] transplant_loss 2.1214, rec_loss 0.0272, p_loss 0.2020, quant_error 0.2346, utilization 0.2031, perplexity 12239.7508,
Train Epoch: [1/5] Iters:[1090/20018] transplant_loss 2.1198, rec_loss 0.0271, p_loss 0.2022, quant_error 0.2344, utilization 0.2033, perplexity 12254.0147,
Train Epoch: [1/5] Iters:[1100/20018] transplant_loss 2.1197, rec_loss 0.0271, p_loss 0.2034, quant_error 0.2354, utilization 0.2032, perplexity 12238.5098,
Train Epoch: [1/5] Iters:[1110/20018] transplant_loss 2.1086, rec_loss 0.0269, p_loss 0.2028, quant_error 0.2345, utilization 0.2032, perplexity 12229.2577,
Train Epoch: [1/5] Iters:[1120/20018] transplant_loss 2.1189, rec_loss 0.0274, p_loss 0.2030, quant_error 0.2368, utilization 0.2033, perplexity 12240.8017,
Train Epoch: [1/5] Iters:[1130/20018] transplant_loss 2.1168, rec_loss 0.0273, p_loss 0.2022, quant_error 0.2362, utilization 0.2032, perplexity 12224.6662,
Train Epoch: [1/5] Iters:[1140/20018] transplant_loss 2.1388, rec_loss 0.0277, p_loss 0.2023, quant_error 0.2388, utilization 0.2034, perplexity 12241.1285,
Train Epoch: [1/5] Iters:[1150/20018] transplant_loss 2.1346, rec_loss 0.0277, p_loss 0.2013, quant_error 0.2379, utilization 0.2037, perplexity 12268.3813,
Train Epoch: [1/5] Iters:[1160/20018] transplant_loss 2.1618, rec_loss 0.0285, p_loss 0.2030, quant_error 0.2410, utilization 0.2041, perplexity 12312.5170,
Train Epoch: [1/5] Iters:[1170/20018] transplant_loss 2.1500, rec_loss 0.0280, p_loss 0.2019, quant_error 0.2385, utilization 0.2042, perplexity 12314.6981,
Train Epoch: [1/5] Iters:[1180/20018] transplant_loss 2.1410, rec_loss 0.0279, p_loss 0.2004, quant_error 0.2366, utilization 0.2042, perplexity 12312.7979,
Train Epoch: [1/5] Iters:[1190/20018] transplant_loss 2.1205, rec_loss 0.0278, p_loss 0.1999, quant_error 0.2337, utilization 0.2040, perplexity 12292.3982,
Train Epoch: [1/5] Iters:[1200/20018] transplant_loss 2.1228, rec_loss 0.0278, p_loss 0.2006, quant_error 0.2336, utilization 0.2041, perplexity 12312.8447,
Train Epoch: [1/5] Iters:[1210/20018] transplant_loss 2.1060, rec_loss 0.0273, p_loss 0.1989, quant_error 0.2312, utilization 0.2040, perplexity 12297.5197,
Train Epoch: [1/5] Iters:[1220/20018] transplant_loss 2.1060, rec_loss 0.0274, p_loss 0.1983, quant_error 0.2316, utilization 0.2040, perplexity 12284.7255,
Train Epoch: [1/5] Iters:[1230/20018] transplant_loss 2.1309, rec_loss 0.0282, p_loss 0.2004, quant_error 0.2357, utilization 0.2042, perplexity 12311.9681,
Train Epoch: [1/5] Iters:[1240/20018] transplant_loss 2.1405, rec_loss 0.0280, p_loss 0.2004, quant_error 0.2367, utilization 0.2045, perplexity 12341.1427,
Train Epoch: [1/5] Iters:[1250/20018] transplant_loss 2.1408, rec_loss 0.0279, p_loss 0.1992, quant_error 0.2361, utilization 0.2044, perplexity 12325.6336,
Train Epoch: [1/5] Iters:[1260/20018] transplant_loss 2.1557, rec_loss 0.0282, p_loss 0.2002, quant_error 0.2384, utilization 0.2046, perplexity 12338.2645,
Train Epoch: [1/5] Iters:[1270/20018] transplant_loss 2.1597, rec_loss 0.0281, p_loss 0.2003, quant_error 0.2382, utilization 0.2047, perplexity 12345.2796,
Train Epoch: [1/5] Iters:[1280/20018] transplant_loss 2.1466, rec_loss 0.0276, p_loss 0.1995, quant_error 0.2357, utilization 0.2048, perplexity 12355.2218,
Train Epoch: [1/5] Iters:[1290/20018] transplant_loss 2.1459, rec_loss 0.0278, p_loss 0.2005, quant_error 0.2361, utilization 0.2048, perplexity 12362.8228,
Train Epoch: [1/5] Iters:[1300/20018] transplant_loss 2.1437, rec_loss 0.0279, p_loss 0.2002, quant_error 0.2360, utilization 0.2050, perplexity 12377.5752,
Train Epoch: [1/5] Iters:[1310/20018] transplant_loss 2.1355, rec_loss 0.0278, p_loss 0.2008, quant_error 0.2350, utilization 0.2050, perplexity 12389.6464,
Train Epoch: [1/5] Iters:[1320/20018] transplant_loss 2.1585, rec_loss 0.0282, p_loss 0.2017, quant_error 0.2376, utilization 0.2055, perplexity 12444.2123,
Train Epoch: [1/5] Iters:[1330/20018] transplant_loss 2.1479, rec_loss 0.0277, p_loss 0.2005, quant_error 0.2356, utilization 0.2053, perplexity 12428.7539,
Train Epoch: [1/5] Iters:[1340/20018] transplant_loss 2.1375, rec_loss 0.0272, p_loss 0.1982, quant_error 0.2339, utilization 0.2053, perplexity 12426.4146,
Train Epoch: [1/5] Iters:[1350/20018] transplant_loss 2.1343, rec_loss 0.0272, p_loss 0.1981, quant_error 0.2328, utilization 0.2051, perplexity 12411.8453,
Train Epoch: [1/5] Iters:[1360/20018] transplant_loss 2.1128, rec_loss 0.0266, p_loss 0.1962, quant_error 0.2284, utilization 0.2049, perplexity 12396.9383,
Train Epoch: [1/5] Iters:[1370/20018] transplant_loss 2.1063, rec_loss 0.0266, p_loss 0.1960, quant_error 0.2281, utilization 0.2049, perplexity 12392.3585,
